No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
31.0,Kris Abrams-Draine,23.0,CB,5,1.0,178.0,5-11,Missouri,10/4/2001,Rook,1.0,Denver Broncos / 5th / 145th pick / 2024
45.0,Nate Adkins,25.0,TE,17,10.0,252.0,6-3,"East Tennessee St.,South Carolina",7/9/1999,1,1.0,
12.0,Kwon Alexander,30.0,LB,3,2.0,227.0,6-1,LSU,8/3/1994,9,1.0,Tampa Bay Buccaneers / 4th / 124th pick / 2015
99.0,Zach Allen,27.0,LDT,16,16.0,285.0,6-5,Boston Col.,8/20/1997,5,15.0,Arizona Cardinals / 3rd / 65th pick / 2019
28.0,Tyler Badie,24.0,RB,3,0.0,197.0,5-8,Missouri,2/7/2000,2,1.0,Baltimore Ravens / 6th / 196th pick / 2022
56.0,Levelle Bailey,24.0,LB,10,0.0,225.0,6-2,Fresno St.,12/4/2000,Rook,1.0,
55.0,Cody Barton,28.0,LILB,17,14.0,237.0,6-2,Utah,11/13/1996,5,8.0,Seattle Seahawks / 3rd / 88th pick / 2019
72.0,Garett Bolles,32.0,LT,17,17.0,300.0,6-5,"Snow College (UT),Utah",5/27/1992,7,7.0,Denver Broncos / 1st / 20th pick / 2017
15.0,Nik Bonitto,25.0,ROLB,17,15.0,240.0,6-3,Oklahoma,9/26/1999,2,16.0,Denver Broncos / 2nd / 64th pick / 2022
5.0,Baron Browning,25.0,OLB,5,2.0,255.0,6-3,Ohio St.,2/19/1999,3,1.0,Denver Broncos / 3rd / 105th pick / 2021
,Michael Burton,32.0,FB,17,2.0,247.0,6-0,Rutgers,2/1/1992,9,1.0,Detroit Lions / 5th / 168th pick / 2015
0.0,Jonathon Cooper,26.0,LOLB,17,17.0,257.0,6-4,Ohio St.,1/8/1998,3,9.0,Denver Broncos / 7th / 239th pick / 2021
73.0,Frank Crum,24.0,OT,6,0.0,315.0,6-7,Wyoming,5/14/2000,Rook,0.0,
42.0,Zach Cunningham,30.0,LB,7,0.0,230.0,6-3,Vanderbilt,12/12/1994,7,1.0,Houston Texans / 2nd / 57th pick / 2017
9.0,Riley Dixon,31.0,P,17,0.0,221.0,6-4,Syracuse,8/24/1993,8,4.0,Denver Broncos / 7th / 228th pick / 2016
80.0,Greg Dulcich,24.0,TE,4,3.0,245.0,6-4,UCLA,3/26/2000,2,0.0,Denver Broncos / 3rd / 80th pick / 2022
52.0,Jonah Elliss,21.0,OLB,17,0.0,246.0,6-2,Utah,4/3/2003,Rook,2.0,Denver Broncos / 3rd / 76th pick / 2024
23.0,Audric Estime,21.0,RB,13,1.0,227.0,5-11,Notre Dame,9/6/2003,Rook,2.0,Denver Broncos / 5th / 147th pick / 2024
71.0,Cameron Fleming,32.0,T,1,0.0,320.0,6-5,Stanford,9/3/1992,10,0.0,New England Patriots / 4th / 140th pick / 2014
54.0,Alex Forsyth,25.0,C,17,4.0,312.0,6-4,Oregon,2/13/1999,1,2.0,Denver Broncos / 7th / 257th pick / 2023
,Mitchell Fraboni,28.0,LS,17,0.0,223.0,6-2,Arizona St.,10/28/1996,2,1.0,
16.0,Troy Franklin,21.0,WR,16,6.0,180.0,6-3,Oregon,2/6/2003,Rook,2.0,Denver Broncos / 4th / 102nd pick / 2024
98.0,John Franklin-Myers,28.0,RDE,17,16.0,288.0,6-4,S.F. Austin,9/26/1996,6,8.0,Los Angeles Rams / 4th / 135th pick / 2018
84.0,Lil'Jordan Humphrey,26.0,WR,17,7.0,225.0,6-4,Texas,4/19/1998,5,3.0,
94.0,Jordan Jackson,26.0,DL,17,0.0,294.0,6-4,Air Force,1/30/1998,1,1.0,New Orleans Saints / 6th / 194th pick / 2022
22.0,Brandon Jones,26.0,FS,16,15.0,191.0,6-0,Texas,4/2/1998,4,6.0,Miami Dolphins / 3rd / 70th pick / 2020
93.0,D.J. Jones,29.0,NT,17,17.0,305.0,6-0,"East Mississippi CC,Mississippi",1/19/1995,7,8.0,San Francisco 49ers / 6th / 198th pick / 2017
26.0,Devon Key,27.0,DB,17,2.0,208.0,6-0,Western Kentucky,10/28/1997,1,1.0,
85.0,Lucas Krull,26.0,TE,13,2.0,260.0,6-6,"Jefferson,Florida,Pittsburgh",7/11/1998,2,1.0,
6.0,P.J. Locke,27.0,SS,15,15.0,202.0,5-10,Texas,2/12/1997,4,5.0,
3.0,Wil Lutz,30.0,K,17,0.0,184.0,5-11,Georgia St.,7/7/1994,8,5.0,
27.0,Damarri Mathis,25.0,CB,10,1.0,195.0,5-11,Pittsburgh,4/12/1999,2,1.0,Denver Broncos / 4th / 115th pick / 2022
30.0,Tanner McCalister,24.0,S,3,0.0,191.0,5-11,"Oklahoma St.,Ohio St.",1/27/2000,1,0.0,
69.0,Mike McGlinchey,30.0,RT,13,13.0,315.0,6-8,Notre Dame,8/29/1994,6,6.0,San Francisco 49ers / 1st / 9th pick / 2018
38.0,Jaleel McLaughlin,24.0,RB,16,5.0,187.0,5-7,"Notre Dame (OH),Youngstown St.",9/13/2000,1,4.0,
