No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
76.0,Joe Alt,21.0,RT,16,16.0,322.0,6-8,Notre Dame,2/28/2003,Rook,8.0,Los Angeles Chargers / 1st / 5th pick / 2024
24.0,Eli Apple,29.0,CB,4,0.0,203.0,6-1,Ohio St.,8/9/1995,8,0.0,New York Giants / 1st / 10th pick / 2016
35.0,Dicaprio Bootle,27.0,CB,6,0.0,195.0,5-10,Nebraska,9/17/1997,3,0.0,
97.0,Joey Bosa,29.0,ROLB,14,9.0,280.0,6-5,Ohio St.,7/11/1995,8,9.0,San Diego Chargers / 1st / 3rd pick / 2016
75.0,Bradley Bozeman,30.0,C,17,17.0,325.0,6-5,Alabama,11/24/1994,6,7.0,Baltimore Ravens / 6th / 215th pick / 2018
9.0,DJ Chark,28.0,WR,7,0.0,198.0,6-3,LSU,9/23/1996,6,0.0,Jacksonville Jaguars / 2nd / 61st pick / 2018
25.0,Junior Colson,22.0,LB,11,1.0,247.0,6-3,Michigan,12/6/2002,Rook,1.0,Los Angeles Chargers / 3rd / 69th pick / 2024
12.0,Derius Davis,24.0,WR,15,2.0,165.0,5-8,TCU,9/11/2000,1,1.0,Los Angeles Chargers / 4th / 125th pick / 2023
11.0,Cameron Dicker,24.0,K,17,0.0,216.0,6-1,Texas,5/6/2000,2,5.0,
81.0,Will Dissly,28.0,TE,15,8.0,265.0,6-4,Washington,7/8/1996,6,5.0,Seattle Seahawks / 4th / 120th pick / 2018
27.0,J.K. Dobbins,26.0,RB,13,11.0,212.0,5-10,Ohio St.,12/17/1998,4,7.0,Baltimore Ravens / 2nd / 55th pick / 2020
48.0,Bud Dupree,31.0,OLB,17,0.0,269.0,6-4,Kentucky,2/12/1993,9,2.0,Pittsburgh Steelers / 1st / 22nd pick / 2015
43.0,Troy Dye,28.0,LB,17,5.0,225.0,6-3,Oregon,9/18/1996,4,4.0,Minnesota Vikings / 4th / 132nd pick / 2020
92.0,Justin Eboigbe,23.0,DL,5,0.0,292.0,6-5,Alabama,4/9/2001,Rook,0.0,Los Angeles Chargers / 4th / 105th pick / 2024
4.0,Gus Edwards,29.0,RB,11,6.0,238.0,6-1,"Miami (FL),Rutgers",4/13/1995,6,2.0,
87.0,Simi Fehoko,27.0,WR,8,2.0,225.0,6-4,Stanford,11/5/1997,3,1.0,Dallas Cowboys / 5th / 179th pick / 2021
