No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
48.0,Cal Adomitis,26,LS,17,0.0,238.0,6-2,Pittsburgh,7/9/1998,2,1.0,
83.0,Erick All,24,TE,9,6.0,255.0,6-5,"Michigan,Iowa",9/13/2000,Rook,1.0,Cincinnati Bengals / 4th / 115th pick / 2024
26.0,Tycen Anderson,25,S,17,0.0,205.0,6-2,Toledo,6/13/1999,1,1.0,Cincinnati Bengals / 5th / 166th pick / 2022
33.0,Daijahn Anthony,24,S,13,0.0,200.0,6-0,"Shepherd,Liberty,Mississippi",9/9/2000,Rook,1.0,Cincinnati Bengals / 7th / 224th pick / 2024
49.0,Joe Bachie,26,LB,12,0.0,235.0,6-2,Michigan St.,2/26/1998,4,1.0,
27.0,Jordan Battle,24,S,17,6.0,215.0,6-1,Alabama,12/14/2000,1,3.0,Cincinnati Bengals / 3rd / 95th pick / 2023
24.0,Vonn Bell,30,FS,17,11.0,205.0,5-11,Ohio St.,12/12/1994,8,4.0,New Orleans Saints / 2nd / 61st pick / 2016
30.0,Chase Brown,24,RB,16,10.0,210.0,5-10,"Western Michigan,Illinois",3/21/2000,1,10.0,Cincinnati Bengals / 5th / 163rd pick / 2023
75.0,Orlando Brown Jr.,28,LT,11,11.0,350.0,6-8,Oklahoma,5/2/1996,6,6.0,Baltimore Ravens / 3rd / 83rd pick / 2018
77.0,Trent Brown,31,OT,3,3.0,380.0,6-8,"Georgia Military,Florida",4/13/1993,9,2.0,San Francisco 49ers / 7th / 244th pick / 2015
6.0,Jake Browning,28,QB,3,0.0,209.0,6-2,Washington,4/11/1996,1,0.0,
9.0,Joe Burrow,28,QB,17,17.0,215.0,6-4,"Ohio St.,LSU",12/10/1996,4,16.0,Cincinnati Bengals / 1st / 1st pick / 2020
81.0,Jermaine Burton,23,WR,14,1.0,204.0,6-0,"Georgia,Alabama",6/28/2001,Rook,1.0,Cincinnati Bengals / 3rd / 80th pick / 2024
65.0,Alex Cappa,29,RG,17,17.0,312.0,6-6,Humboldt St.,1/27/1995,6,8.0,Tampa Bay Buccaneers / 3rd / 94th pick / 2018
95.0,Zachary Carter,25,DT,4,2.0,301.0,6-4,Florida,4/7/1999,2,1.0,Cincinnati Bengals / 3rd / 95th pick / 2022
1.0,Ja'Marr Chase,24,WR,17,16.0,205.0,6-0,LSU,3/1/2000,3,16.0,Cincinnati Bengals / 1st / 5th pick / 2021
76.0,Devin Cochran,26,OT,9,1.0,330.0,6-7,"Vanderbilt,Georgia Tech",7/17/1998,1,1.0,
,Jalen Davis,28,CB,2,0.0,186.0,5-10,Utah St.,2/2/1996,6,0.0,
59.0,Akeem Davis-Gaither,27,RLB,17,7.0,238.0,6-2,Appalachian St.,9/21/1997,4,4.0,Cincinnati Bengals / 4th / 107th pick / 2020
61.0,Cody Ford,28,G,16,9.0,345.0,6-3,Oklahoma,12/28/1996,5,5.0,Buffalo Bills / 2nd / 38th pick / 2019
88.0,Mike Gesicki,29,TE,17,3.0,245.0,6-6,Penn St.,10/3/1995,6,6.0,Miami Dolphins / 2nd / 42nd pick / 2018
85.0,Cam Grandy,24,TE,8,6.0,253.0,6-5,"Missouri Western St.,Illinois St.",11/19/2000,Rook,0.0,
,Lawrence Guy,34,DT,4,2.0,315.0,6-4,Arizona St.,3/17/1990,12,1.0,Green Bay Packers / 7th / 233rd pick / 2011
91.0,Trey Hendrickson,30,RDE,17,17.0,265.0,6-4,Florida Atlantic,12/5/1994,7,15.0,New Orleans Saints / 3rd / 103rd pick / 2017
56.0,K.J. Henry,25,DE,2,0.0,255.0,6-4,Clemson,1/27/1999,1,0.0,Washington Commanders / 5th / 137th pick / 2023
34.0,Khalil Herbert,26,RB,8,1.0,212.0,5-9,"Kansas,Virginia Tech",4/21/1998,3,1.0,Chicago Bears / 6th / 217th pick / 2021
50.0,Shaka Heyward,24,LB,6,0.0,238.0,6-3,Duke,4/19/2000,1,0.0,
5.0,Tee Higgins,25,WR,12,9.0,220.0,6-4,Clemson,1/18/1999,4,8.0,Cincinnati Bengals / 2nd / 33rd pick / 2020
92.0,B.J. Hill,29,RDT,15,15.0,311.0,6-3,North Carolina St.,4/20/1995,6,6.0,New York Giants / 3rd / 69th pick / 2018
23.0,Daxton Hill,24,CB,5,5.0,195.0,6-0,Michigan,9/29/2000,2,1.0,Cincinnati Bengals / 1st / 31st pick / 2022
63.0,Trey Hill,24,C,1,0.0,319.0,6-4,Georgia,1/23/2000,3,0.0,Cincinnati Bengals / 6th / 190th pick / 2021
21.0,Mike Hilton,30,CB,16,10.0,184.0,5-9,Mississippi,3/9/1994,7,3.0,
94.0,Sam Hubbard,29,LDE,14,14.0,265.0,6-5,Ohio St.,6/23/1995,6,6.0,Cincinnati Bengals / 3rd / 77th pick / 2018
