No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
33.0,Jamal Adams,29.0,SS,3,1.0,213.0,6-1,LSU,10/17/1995,7,0.0,New York Jets / 1st / 6th pick / 2017
94.0,Abdullah Anderson,28.0,DL,4,0.0,295.0,6-4,Bucknell,1/24/1996,5,0.0,
23.0,Tre Avery,27.0,CB,9,0.0,185.0,5-11,"Toledo,Rutgers",2/26/1997,2,1.0,
13.0,Chidobe Awuzie,29.0,CB,8,7.0,202.0,5-11,Colorado,5/24/1995,7,3.0,Dallas Cowboys / 2nd / 60th pick / 2017
39.0,Darrell Baker,26.0,RCB,17,9.0,190.0,6-1,Georgia Southern,3/27/1998,2,4.0,
,Jerome Baker,28.0,LB,5,3.0,232.0,6-2,Ohio St.,12/25/1996,6,1.0,Miami Dolphins / 3rd / 73rd pick / 2018
83.0,Tyler Boyd,30.0,WR,16,8.0,203.0,6-2,Pittsburgh,11/15/1994,8,3.0,Cincinnati Bengals / 2nd / 55th pick / 2016
67.0,Chandler Brewer,27.0,OT,1,0.0,320.0,6-6,Middle Tenn. St.,6/12/1997,5,0.0,
30.0,Kendell Brooks,24.0,S,5,0.0,206.0,6-0,"North Greenville,Michigan St.",3/3/2000,1,0.0,
,Mike Brown,25.0,S,17,4.0,218.0,6-1,Miami (OH),4/7/1999,2,2.0,
29.0,Jarvis Brownlee,23.0,LCB,17,14.0,194.0,5-10,"Florida St.,Louisville",7/13/2001,Rook,5.0,Tennessee Titans / 5th / 146th pick / 2024
60.0,Daniel Brunskill,30.0,C,17,10.0,300.0,6-5,San Diego St.,1/27/1994,5,4.0,
66.0,Logan Bruss,26.0,OG,3,0.0,317.0,6-5,Wisconsin,10/6/1998,1,0.0,Los Angeles Rams / 3rd / 104th pick / 2022
16.0,Treylon Burks,24.0,WR,5,2.0,225.0,6-2,Arkansas,3/23/2000,2,0.0,Tennessee Titans / 1st / 18th pick / 2022
36.0,Julius Chestnut,24.0,RB,17,0.0,228.0,5-11,Sacred Heart,10/26/2000,2,1.0,
91.0,Keondre Coburn,24.0,DL,15,1.0,322.0,6-2,Texas,5/23/2000,1,1.0,Kansas City Chiefs / 6th / 194th pick / 2023
46.0,Morgan Cox,38.0,LS,17,0.0,233.0,6-4,Tennessee,4/26/1986,14,1.0,
79.0,Lloyd Cushenberry III,27.0,C,8,8.0,315.0,6-4,LSU,11/22/1997,4,3.0,Denver Broncos / 3rd / 83rd pick / 2020
28.0,Quandre Diggs,31.0,SS,8,8.0,197.0,5-9,Texas,1/22/1993,9,3.0,Detroit Lions / 6th / 200th pick / 2015
47.0,Khalid Duke,23.0,OLB,2,0.0,246.0,6-3,Kansas St.,2/27/2001,Rook,0.0,
71.0,Jaelyn Duncan,24.0,OT,5,3.0,306.0,6-6,Maryland,7/8/2000,1,1.0,Tennessee Titans / 6th / 186th pick / 2023
6.0,Nick Folk,40.0,K,14,0.0,222.0,6-1,Arizona,11/5/1984,17,5.0,Dallas Cowboys / 6th / 178th pick / 2007
59.0,Ali Gaye,26.0,OLB,15,0.0,265.0,6-6,"Arizona Western,Garden City (KS),LSU",11/29/1998,1,1.0,
50.0,Jack Gibbens,26.0,LB,10,5.0,242.0,6-3,"Abilene Christian,Minnesota",11/24/1998,2,2.0,
57.0,Luke Gifford,29.0,LB,16,4.0,243.0,6-3,Nebraska,8/28/1995,5,3.0,
51.0,Cedric Gray,22.0,LB,7,0.0,234.0,6-2,North Carolina,10/30/2002,Rook,0.0,Tennessee Titans / 4th / 106th pick / 2024
64.0,Arlington Hambright,28.0,G,4,0.0,300.0,6-5,"Garden City (KS),Oklahoma St.,Colorado",1/30/1996,4,0.0,Chicago Bears / 7th / 226th pick / 2020
26.0,Justin Hardee,30.0,CB,9,0.0,200.0,6-1,Illinois,2/7/1994,7,1.0,
92.0,Jaylen Harrell,22.0,OLB,17,0.0,247.0,6-4,Michigan,5/1/2002,Rook,1.0,Tennessee Titans / 7th / 252nd pick / 2024
37.0,Amani Hooker,26.0,FS,14,14.0,210.0,5-11,Iowa,6/14/1998,5,6.0,Tennessee Titans / 4th / 116th pick / 2019
10.0,DeAndre Hopkins,32.0,WR,6,3.0,210.0,6-1,Clemson,6/6/1992,11,1.0,Houston Texans / 1st / 27th pick / 2013
19.0,Jha'Quan Jackson,24.0,WR,12,0.0,188.0,5-9,Tulane,5/15/2000,Rook,0.0,Tennessee Titans / 6th / 182nd pick / 2024
32.0,Gabe Jeudy-Lally,23.0,CB,4,0.0,189.0,6-1,"Vanderbilt,BYU,Tennessee",2/16/2001,Rook,0.0,
53.0,Ernest Jones,25.0,RILB,6,5.0,230.0,6-2,South Carolina,11/22/1999,3,2.0,Los Angeles Rams / 3rd / 103rd pick / 2021
69.0,Sebastian Joseph-Day,29.0,RDE,17,12.0,310.0,6-4,Rutgers,3/21/1995,5,6.0,Los Angeles Rams / 6th / 195th pick / 2018
25.0,Joshua Kelley,27.0,RB,3,0.0,212.0,5-11,"UC Davis,UCLA",11/20/1997,4,0.0,Los Angeles Chargers / 4th / 112th pick / 2020
49.0,Arden Key,28.0,LOLB,16,15.0,240.0,6-5,LSU,5/3/1996,6,7.0,Oakland Raiders / 3rd / 87th pick / 2018
12.0,Mason Kinsey,26.0,WR,6,0.0,200.0,5-11,Berry,8/29/1998,3,0.0,
58.0,Harold Landry,28.0,ROLB,17,17.0,252.0,6-2,Boston Col.,6/5/1996,6,8.0,Tennessee Titans / 2nd / 41st pick / 2018
55.0,JC Latham,21.0,LT,17,17.0,342.0,6-6,Alabama,2/8/2003,Rook,7.0,Tennessee Titans / 1st / 7th pick / 2024
62.0,Corey Levin,30.0,OL,10,1.0,307.0,6-4,Chattanooga,8/12/1994,6,1.0,Tennessee Titans / 6th / 217th pick / 2017
8.0,Will Levis,25.0,QB,12,12.0,229.0,6-4,"Penn St.,Kentucky",6/27/1999,1,5.0,Tennessee Titans / 2nd / 33rd pick / 2023
97.0,James Lynch,25.0,DL,17,0.0,295.0,6-4,Baylor,1/20/1999,4,1.0,Minnesota Vikings / 4th / 130th pick / 2020
