No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
36.0,George Holani,25.0,RB,5,0.0,210.0,5-11,Boise St.,12/16/1999,Rook,0.0,
6.0,Sam Howell,24.0,QB,2,0.0,225.0,6-1,North Carolina,9/16/2000,2,0.0,Washington Commanders / 5th / 144th pick / 2022
2.0,Rayshawn Jenkins,30.0,SS,13,9.0,220.0,6-1,Miami (FL),1/25/1994,7,4.0,Los Angeles Chargers / 4th / 113th pick / 2017
65.0,Michael Jerrell,25.0,OT,10,3.0,309.0,6-5,Findlay,8/18/1999,Rook,2.0,Seattle Seahawks / 6th / 207th pick / 2024
29.0,Josh Jobe,26.0,CB,10,6.0,190.0,5-11,Alabama,4/9/1998,2,3.0,
55.0,Dre'Mont Jones,27.0,LB,17,7.0,281.0,6-3,Ohio St.,1/5/1997,5,5.0,Denver Broncos / 3rd / 71st pick / 2019
,Ernest Jones,25.0,LB,10,10.0,230.0,6-2,South Carolina,11/22/1999,3,5.0,Los Angeles Rams / 3rd / 103rd pick / 2021
48.0,Tyrice Knight,24.0,ROLB,16,9.0,233.0,6-0,"Independence (KS),Texas-El Paso",12/20/2000,Rook,6.0,Seattle Seahawks / 4th / 118th pick / 2024
63.0,Sataoa Laumea,23.0,OG,6,6.0,319.0,6-4,Utah,1/13/2001,Rook,2.0,Seattle Seahawks / 6th / 179th pick / 2024
16.0,Tyler Lockett,32.0,WR,17,14.0,182.0,5-10,Kansas St.,9/28/1992,9,5.0,Seattle Seahawks / 3rd / 69th pick / 2015
20.0,Julian Love,26.0,FS,17,17.0,195.0,5-11,Notre Dame,3/19/1998,5,7.0,New York Giants / 4th / 108th pick / 2019
72.0,Abraham Lucas,26.0,RT,7,7.0,322.0,6-6,Washington St.,10/25/1998,2,3.0,Seattle Seahawks / 3rd / 72nd pick / 2022
85.0,Tyler Mabry,28.0,TE,2,0.0,247.0,6-3,"Buffalo,Maryland",11/21/1996,3,0.0,
53.0,Boye Mafe,26.0,LOLB,15,11.0,261.0,6-4,Minnesota,11/30/1998,2,6.0,Seattle Seahawks / 2nd / 40th pick / 2022
25.0,Kenny McIntosh,24.0,RB,17,0.0,204.0,6-0,Georgia,3/3/2000,1,1.0,Seattle Seahawks / 7th / 237th pick / 2023
14.0,D.K. Metcalf,27.0,WR,15,12.0,229.0,6-4,Mississippi,12/14/1997,5,7.0,Seattle Seahawks / 2nd / 64th pick / 2019
94.0,Mike Morris,23.0,DE,15,0.0,295.0,6-6,Michigan,4/22/2001,1,1.0,Seattle Seahawks / 5th / 151st pick / 2023
91.0,Byron Murphy,22.0,NT,14,9.0,306.0,6-0,Texas,9/8/2002,Rook,5.0,Seattle Seahawks / 1st / 16th pick / 2024
5.0,Jason Myers,33.0,K,17,0.0,190.0,5-10,Marist,5/12/1991,9,4.0,
10.0,Uchenna Nwosu,28.0,LB,6,2.0,265.0,6-2,USC,12/28/1996,6,1.0,Los Angeles Chargers / 2nd / 48th pick / 2018
52.0,Patrick O'Connell,26.0,LB,5,0.0,227.0,6-1,"Univ. of Mary,Montana",12/31/1998,1,0.0,
39.0,Ty Okada,25.0,FS,4,0.0,193.0,5-11,Montana St.,6/4/1999,1,0.0,
51.0,Olusegun Oluwatimi,25.0,C,12,8.0,309.0,6-3,"Air Force,Virginia,Michigan",8/5/1999,1,3.0,Seattle Seahawks / 5th / 154th pick / 2023
28.0,Nehemiah Pritchett,23.0,CB,10,1.0,188.0,6-0,Auburn,2/11/2001,Rook,1.0,Seattle Seahawks / 5th / 136th pick / 2024
90.0,Jarran Reed,32.0,RDE,17,8.0,315.0,6-3,"East Mississippi CC,Alabama",12/16/1992,8,5.0,Seattle Seahawks / 2nd / 49th pick / 2016
32.0,Jerrick Reed,24.0,FS,5,0.0,196.0,5-9,"Northwest Mississippi CC,New Mexico",8/7/2000,1,0.0,Seattle Seahawks / 6th / 198th pick / 2023
95.0,Roy Robertson-Harris,31.0,DT,11,0.0,268.0,6-7,Texas-El Paso,7/23/1993,7,1.0,
,Josh Ross,25.0,LB,10,0.0,229.0,6-0,Michigan,10/31/1999,2,1.0,
38.0,Brady Russell,26.0,TE,11,0.0,250.0,6-3,Colorado,8/31/1998,1,0.0,
1.0,Laviska Shenault Jr.,26.0,WR,11,1.0,227.0,6-1,Colorado,10/5/1998,4,1.0,Jacksonville Jaguars / 2nd / 42nd pick / 2020
44.0,Jamie Sheriff,24.0,LB,1,0.0,254.0,6-1,"Mississippi Gulf Coast CC,South Alabama",8/18/2000,Rook,0.0,
7.0,Geno Smith,34.0,QB,17,17.0,221.0,6-3,West Virginia,10/10/1990,11,12.0,New York Jets / 2nd / 39th pick / 2013
11.0,Jaxon Smith-Njigba,22.0,WR,17,16.0,197.0,6-0,Ohio St.,2/14/2002,1,9.0,Seattle Seahawks / 1st / 20th pick / 2023
41.0,Chris Stoll,26.0,LS,17,0.0,255.0,6-2,Penn St.,8/3/1998,1,1.0,
61.0,Jalen Sundell,25.0,C,12,0.0,301.0,6-5,North Dakota St.,10/18/1999,Rook,1.0,
42.0,Drake Thomas,24.0,LB,17,0.0,228.0,5-11,North Carolina St.,2/25/2000,1,1.0,
70.0,Laken Tomlinson,32.0,LG,17,17.0,323.0,6-3,Duke,2/9/1992,9,6.0,Detroit Lions / 1st / 28th pick / 2015
9.0,Kenneth Walker III,24.0,RB,11,11.0,211.0,5-9,"Wake Forest,Michigan St.",10/20/2000,2,5.0,Seattle Seahawks / 2nd / 41st pick / 2022
24.0,K'Von Wallace,27.0,S,9,0.0,205.0,5-11,Clemson,7/25/1997,4,1.0,Philadelphia Eagles / 4th / 127th pick / 2020
82.0,Cody White,26.0,WR,4,0.0,227.0,6-3,Michigan St.,11/28/1998,3,0.0,
57.0,Connor Williams,27.0,C,9,9.0,310.0,6-5,Texas,5/12/1997,6,3.0,Dallas Cowboys / 2nd / 50th pick / 2018
33.0,Dee Williams,25.0,CB,12,0.0,190.0,5-10,"East Central CC (MS),Tennessee",12/6/1999,Rook,1.0,
99.0,Leonard Williams,30.0,LDE,16,16.0,310.0,6-5,USC,6/20/1994,9,13.0,New York Jets / 1st / 6th pick / 2015
21.0,Devon Witherspoon,24.0,LCB,17,17.0,185.0,6-0,Illinois,12/11/2000,1,10.0,Seattle Seahawks / 1st / 5th pick / 2023
27.0,Riq Woolen,25.0,RCB,15,14.0,210.0,6-4,Texas-San Antonio,5/2/1999,2,6.0,Seattle Seahawks / 5th / 153rd pick / 2022
93.0,Cameron Young,24.0,NT,1,0.0,304.0,6-3,Mississippi St.,6/8/2000,1,0.0,Seattle Seahawks / 4th / 123rd pick / 2023
83.0,Dareke Young,25.0,WR,14,0.0,224.0,6-2,Lenoir-Rhyne,6/4/1999,2,0.0,Seattle Seahawks / 7th / 233rd pick / 2022
,Team Total,26.2,,17,,247.6,6-1.9,,,3.2,,
