No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
95.0,Adetomiwa Adebawore,23.0,DT,16,0.0,282.0,6-2,Northwestern,3/4/2001,1,1.0,Indianapolis Colts / 4th / 110th pick / 2023
81.0,Mo Alie-Cox,31.0,TE,17,13.0,267.0,6-5,Virginia Commonwealth,9/19/1993,6,1.0,
47.0,Liam Anderson,24.0,LB,3,0.0,226.0,6-3,Holy Cross,4/30/2000,1,0.0,
92.0,Genard Avery,29.0,DE,1,0.0,250.0,6-0,Memphis,4/26/1995,6,0.0,Cleveland Browns / 5th / 150th pick / 2018
32.0,Julian Blackmon,26.0,FS,16,16.0,187.0,6-0,Utah,8/24/1998,4,6.0,Indianapolis Colts / 3rd / 85th pick / 2020
60.0,Tanor Bortolini,22.0,G,12,5.0,303.0,6-4,Wisconsin,6/18/2002,Rook,2.0,Indianapolis Colts / 4th / 117th pick / 2024
29.0,Julius Brents,24.0,CB,2,1.0,198.0,6-3,"Iowa,Kansas St.",1/18/2000,1,0.0,Indianapolis Colts / 2nd / 44th pick / 2023
96.0,Taven Bryan,28.0,DT,17,6.0,291.0,6-4,Florida,3/11/1996,6,4.0,Jacksonville Jaguars / 1st / 29th pick / 2018
99.0,DeForest Buckner,30.0,DT,12,11.0,295.0,6-7,Oregon,3/17/1994,8,5.0,San Francisco 49ers / 1st / 7th pick / 2016
57.0,Jaylon Carlies,23.0,LB,10,6.0,227.0,6-3,Missouri,9/13/2001,Rook,3.0,Indianapolis Colts / 5th / 151st pick / 2024
20.0,Nick Cross,23.0,SS,17,17.0,212.0,6-0,Maryland,9/10/2001,2,6.0,Indianapolis Colts / 3rd / 96th pick / 2022
98.0,Raekwon Davis,27.0,DT,17,0.0,325.0,6-7,Alabama,8/21/1997,4,1.0,Miami Dolphins / 2nd / 56th pick / 2020
43.0,Trevor Denbow,26.0,S,8,0.0,208.0,5-10,"Navarro,SMU",8/26/1998,2,0.0,
1.0,Josh Downs,23.0,WR,14,8.0,171.0,5-9,North Carolina,8/12/2001,1,7.0,Indianapolis Colts / 3rd / 79th pick / 2023
16.0,Ashton Dulin,27.0,WR,15,2.0,215.0,6-2,Malone,5/15/1997,5,1.0,
15.0,Joe Flacco,39.0,QB,8,6.0,245.0,6-6,"Pittsburgh,Delaware",1/16/1985,16,5.0,Baltimore Ravens / 1st / 18th pick / 2008
21.0,Dallis Flowers,27.0,CB,4,0.0,196.0,6-1,"Grand View,Pittsburg St.",6/4/1997,2,0.0,
37.0,Tre Flowers,29.0,CB,1,0.0,203.0,6-3,Oklahoma St.,6/2/1995,6,0.0,Seattle Seahawks / 5th / 146th pick / 2018
44.0,Zaire Franklin,28.0,LLB,17,17.0,235.0,6-0,Syracuse,7/2/1996,6,13.0,Indianapolis Colts / 7th / 235th pick / 2018
73.0,Blake Freeland,23.0,T,9,0.0,302.0,6-6,BYU,5/3/2001,1,1.0,Indianapolis Colts / 4th / 106th pick / 2023
75.0,Will Fries,26.0,G,5,5.0,305.0,6-6,Penn St.,4/4/1998,3,2.0,Indianapolis Colts / 7th / 248th pick / 2021
7.0,Matt Gay,30.0,K,16,0.0,232.0,6-0,Utah,3/15/1994,5,3.0,Tampa Bay Buccaneers / 5th / 145th pick / 2019
64.0,Mark Glowinski,32.0,G,5,5.0,310.0,6-4,"Lackawanna,West Virginia",5/3/1992,9,2.0,Seattle Seahawks / 4th / 134th pick / 2015
71.0,Matt Goncalves,23.0,T,17,8.0,317.0,6-6,Pittsburgh,1/26/2001,Rook,4.0,Indianapolis Colts / 3rd / 79th pick / 2024
31.0,Tyler Goodson,24.0,RB,16,0.0,197.0,5-9,Iowa,11/10/2000,1,1.0,
93.0,Adam Gotsis,32.0,DT,5,0.0,287.0,6-4,Georgia Tech,9/23/1992,8,0.0,Denver Broncos / 2nd / 63rd pick / 2016
6.0,Anthony Gould,23.0,WR,8,0.0,174.0,5-8,Oregon St.,4/6/2001,Rook,0.0,Indianapolis Colts / 5th / 142nd pick / 2024
83.0,Kylen Granson,26.0,TE,17,6.0,242.0,6-3,"Rice,SMU",3/27/1998,3,2.0,Indianapolis Colts / 4th / 127th pick / 2021
48.0,Ronnie Harrison,27.0,S,10,0.0,207.0,6-2,Alabama,4/18/1997,6,1.0,Jacksonville Jaguars / 3rd / 93rd pick / 2018
26.0,Evan Hull,24.0,RB,1,0.0,209.0,5-10,Northwestern,10/26/2000,1,0.0,Indianapolis Colts / 5th / 176th pick / 2023
40.0,Jaylon Jones,22.0,LCB,17,17.0,203.0,6-2,Texas A&M,4/3/2002,1,6.0,Indianapolis Colts / 7th / 221st pick / 2023
38.0,Kelvin Joseph,25.0,CB,2,0.0,195.0,6-1,"LSU,Kentucky",11/11/1999,3,0.0,Dallas Cowboys / 2nd / 44th pick / 2021
78.0,Ryan Kelly,31.0,C,10,10.0,307.0,6-4,Alabama,5/30/1993,8,4.0,Indianapolis Colts / 1st / 18th pick / 2016
35.0,Chris Lammons,28.0,CB,14,1.0,190.0,5-10,South Carolina,1/31/1996,5,2.0,
55.0,Isaiah Land,24.0,DE,10,0.0,235.0,6-4,Florida A&M,2/5/2000,1,1.0,
97.0,Laiatu Latu,24.0,DE,17,1.0,265.0,6-5,"Washington,UCLA",12/31/2000,Rook,2.0,Indianapolis Colts / 1st / 15th pick / 2024
94.0,Tyquan Lewis,29.0,DE,10,4.0,267.0,6-3,Ohio St.,1/30/1995,6,2.0,Indianapolis Colts / 2nd / 64th pick / 2018
34.0,David Long,26.0,CB,13,0.0,196.0,5-11,Michigan,2/6/1998,5,1.0,Los Angeles Rams / 3rd / 79th pick / 2019
65.0,Atonio Mafi,24.0,G,3,0.0,330.0,6-3,UCLA,10/20/2000,1,0.0,New England Patriots / 5th / 144th pick / 2023
