No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
11.0,Brandon Aiyuk,26.0,WR,7,7.0,200.0,6-0,Arizona St.,3/17/1998,4,3.0,San Francisco 49ers / 1st / 25th pick / 2020
17.0,Brandon Allen,32.0,QB,3,1.0,209.0,6-2,Arkansas,9/5/1992,5,1.0,Jacksonville Jaguars / 6th / 201st pick / 2016
43.0,Adrian Amos,31.0,S,1,0.0,214.0,6-0,Penn St.,4/29/1993,9,0.0,Chicago Bears / 5th / 142nd pick / 2015
69.0,Evan Anderson,22.0,DL,12,1.0,326.0,6-3,Florida Atlantic,2/14/2002,Rook,1.0,
65.0,Aaron Banks,27.0,LG,13,13.0,325.0,6-5,Notre Dame,9/3/1997,3,6.0,San Francisco 49ers / 2nd / 48th pick / 2021
58.0,Alex Barrett,30.0,DL,3,0.0,250.0,6-2,San Diego St.,3/6/1994,7,0.0,
78.0,Ben Bartch,26.0,OL,3,2.0,315.0,6-6,Saint John's (MN),7/22/1998,4,1.0,Jacksonville Jaguars / 4th / 116th pick / 2020
51.0,Robert Beal,25.0,DL,14,0.0,250.0,6-4,Georgia,8/18/1999,1,1.0,San Francisco 49ers / 5th / 173rd pick / 2023
10.0,Ronnie Bell,24.0,WR,9,0.0,195.0,6-0,Michigan,1/28/2000,1,0.0,San Francisco 49ers / 7th / 253rd pick / 2023
48.0,Tatum Bethune,23.0,LB,11,1.0,230.0,6-1,"Central Florida,Florida St.",2/19/2001,Rook,1.0,San Francisco 49ers / 7th / 251st pick / 2024
97.0,Nick Bosa,27.0,LDE,14,14.0,266.0,6-4,Ohio St.,10/23/1997,5,8.0,San Francisco 49ers / 1st / 2nd pick / 2019
64.0,Jake Brendel,32.0,C,17,17.0,299.0,6-4,UCLA,9/10/1992,8,7.0,
27.0,Ji'Ayir Brown,24.0,FS,17,13.0,202.0,5-11,"Lackawanna,Penn St.",1/25/2000,1,4.0,San Francisco 49ers / 3rd / 87th pick / 2023
74.0,Spencer Burford,24.0,OL,15,0.0,300.0,6-4,Texas-San Antonio,7/19/2000,2,1.0,San Francisco 49ers / 4th / 134th pick / 2022
59.0,De'Vondre Campbell,31.0,LLB,13,12.0,232.0,6-4,Minnesota,7/1/1993,8,4.0,Atlanta Falcons / 4th / 115th pick / 2016
41.0,Anders Carlson,26.0,K,2,0.0,219.0,6-5,Auburn,6/16/1998,1,1.0,Green Bay Packers / 6th / 207th pick / 2023
99.0,Maliek Collins,29.0,LDT,17,17.0,310.0,6-2,Nebraska,4/8/1995,8,6.0,Dallas Cowboys / 3rd / 67th pick / 2016
18.0,Chris Conley,32.0,WR,15,2.0,205.0,6-3,Georgia,10/25/1992,9,1.0,Kansas City Chiefs / 3rd / 76th pick / 2015
19.0,Jacob Cowing,23.0,WR,15,0.0,171.0,5-9,"Texas-El Paso,Arizona",2/4/2001,Rook,1.0,San Francisco 49ers / 4th / 135th pick / 2024
93.0,Kalia Davis,26.0,DL,13,0.0,310.0,6-2,Central Florida,10/2/1998,1,1.0,San Francisco 49ers / 6th / 220th pick / 2022
,Khalil Davis,28.0,DT,3,0.0,315.0,6-2,Nebraska,8/22/1996,4,0.0,Tampa Bay Buccaneers / 6th / 194th pick / 2020
5.0,Joshua Dobbs,29.0,QB,2,1.0,220.0,6-3,Tennessee,1/26/1995,6,1.0,Pittsburgh Steelers / 4th / 135th pick / 2017
92.0,Jordan Elliott,27.0,RDT,15,13.0,303.0,6-4,"Texas,Missouri",11/23/1997,4,4.0,Cleveland Browns / 3rd / 88th pick / 2020
45.0,Demetrius Flannigan-Fowles,28.0,LB,12,3.0,210.0,6-2,Arizona,9/4/1996,4,2.0,
56.0,Leonard Floyd,32.0,RDE,17,17.0,240.0,6-3,Georgia,9/8/1992,8,6.0,Chicago Bears / 1st / 9th pick / 2016
43.0,Tashaun Gipson,34.0,S,9,0.0,212.0,5-11,Wyoming,8/7/1990,12,0.0,
,Kevin Givens,27.0,DL,8,1.0,285.0,6-1,Penn St.,3/1/1997,5,1.0,
41.0,Jalen Graham,23.0,LB,8,0.0,220.0,6-3,Purdue,1/11/2001,1,0.0,San Francisco 49ers / 7th / 255th pick / 2023
0.0,Renardo Green,24.0,CB,17,7.0,186.0,6-0,Florida St.,11/9/2000,Rook,3.0,San Francisco 49ers / 2nd / 64th pick / 2024
57.0,Dre Greenlaw,27.0,LB,2,2.0,230.0,6-0,Arkansas,5/25/1997,5,1.0,San Francisco 49ers / 5th / 148th pick / 2019
94.0,Yetur Gross-Matos,26.0,DL,11,0.0,265.0,6-5,Penn St.,2/26/1998,4,1.0,Carolina Panthers / 2nd / 38th pick / 2020
31.0,Isaac Guerendo,24.0,RB,16,3.0,221.0,6-0,"Wisconsin,Louisville",6/28/2000,Rook,4.0,San Francisco 49ers / 4th / 129th pick / 2024
60.0,Sebastian Gutierrez,26.0,T,1,0.0,308.0,6-5,Minot St.,7/6/1998,2,0.0,
98.0,Javon Hargrave,31.0,DL,3,3.0,305.0,6-2,South Carolina St.,2/7/1993,8,1.0,Pittsburgh Steelers / 3rd / 89th pick / 2016
,Charlie Heck,28.0,OL,2,2.0,311.0,6-8,North Carolina,11/20/1996,4,1.0,Houston Texans / 4th / 126th pick / 2020
61.0,Matt Hennessy,27.0,OL,2,0.0,315.0,6-3,Temple,11/17/1997,4,0.0,Atlanta Falcons / 3rd / 78th pick / 2020
29.0,Talanoa Hufanga,25.0,S,7,7.0,200.0,6-0,USC,2/2/1999,3,2.0,San Francisco 49ers / 5th / 180th pick / 2021
15.0,Jauan Jennings,27.0,WR,15,10.0,212.0,6-3,Tennessee,7/10/1997,3,8.0,San Francisco 49ers / 7th / 217th pick / 2020
44.0,Kyle Juszczyk,33.0,FB,17,15.0,235.0,6-1,Harvard,4/23/1991,11,2.0,Baltimore Ravens / 4th / 130th pick / 2013
85.0,George Kittle,31.0,TE,15,15.0,250.0,6-4,Iowa,10/9/1993,7,9.0,San Francisco 49ers / 5th / 146th pick / 2017
2.0,Deommodore Lenoir,25.0,RLB,15,15.0,200.0,5-10,Oregon,10/6/1999,3,5.0,San Francisco 49ers / 5th / 172nd pick / 2021
28.0,Darrell Luter,24.0,CB,3,0.0,190.0,6-0,"Pearl River CC,South Alabama",4/24/2000,1,0.0,San Francisco 49ers / 5th / 155th pick / 2023
38.0,Jaylen Mahoney,24.0,S,3,0.0,200.0,5-11,Vanderbilt,11/19/2000,Rook,0.0,
24.0,Jordan Mason,25.0,RB,12,6.0,223.0,5-11,Georgia Tech,5/24/1999,2,5.0,
23.0,Christian McCaffrey,28.0,RB,4,4.0,210.0,5-11,Stanford,6/7/1996,7,2.0,Carolina Panthers / 1st / 8th pick / 2017
,Nick McCloud,26.0,CB,8,0.0,191.0,6-1,"North Carolina St.,Notre Dame",7/9/1998,3,0.0,
96.0,T.Y. McGill,32.0,DL,1,0.0,295.0,6-0,North Carolina St.,11/23/1992,9,0.0,
68.0,Colton McKivitz,28.0,RT,17,17.0,301.0,6-6,West Virginia,8/9/1996,4,7.0,San Francisco 49ers / 5th / 153rd pick / 2020
4.0,Jake Moody,25.0,K,14,0.0,210.0,6-1,Michigan,11/23/1999,1,0.0,San Francisco 49ers / 3rd / 99th pick / 2023
76.0,Jaylon Moore,26.0,OL,15,5.0,311.0,6-4,Western Michigan,1/9/1998,3,3.0,San Francisco 49ers / 5th / 155th pick / 2021
6.0,Malik Mustapha,22.0,SS,16,12.0,206.0,5-10,"Richmond,Wake Forest",6/25/2002,Rook,4.0,San Francisco 49ers / 4th / 124th pick / 2024
40.0,Pat O'Donnell,33.0,P,8,0.0,223.0,6-4,Miami (FL),2/22/1991,10,1.0,Chicago Bears / 6th / 191st pick / 2014
30.0,George Odum,31.0,S,12,2.0,202.0,6-1,Central Arkansas,11/3/1993,6,1.0,
91.0,Sam Okuayinonu,26.0,DL,16,3.0,269.0,6-1,Maryland,5/1/1998,2,2.0,
14.0,Ricky Pearsall,24.0,WR,11,4.0,189.0,6-1,"Arizona St.,Florida",9/9/2000,Rook,3.0,San Francisco 49ers / 1st / 31st pick / 2024
46.0,Taybor Pepper,30.0,LS,17,0.0,245.0,6-4,Michigan St.,5/28/1994,7,1.0,
62.0,Austen Pleasants,27.0,OL,3,0.0,330.0,6-7,Ohio,8/22/1997,3,0.0,
77.0,Dominick Puni,24.0,RG,17,17.0,313.0,6-5,"Central Missouri St.,Kansas",2/24/2000,Rook,7.0,San Francisco 49ers / 3rd / 86th pick / 2024
13.0,Brock Purdy,25.0,QB,15,15.0,220.0,6-1,Iowa St.,12/27/1999,2,13.0,San Francisco 49ers / 7th / 262nd pick / 2022
36.0,Curtis Robinson,26.0,LB,3,0.0,235.0,6-3,Stanford,6/2/1998,3,0.0,
1.0,Deebo Samuel,28.0,WR,15,15.0,215.0,6-0,South Carolina,1/15/1996,5,6.0,San Francisco 49ers / 2nd / 36th pick / 2019
82.0,Eric Saubert,30.0,TE,17,3.0,253.0,6-5,Drake,5/1/1994,7,1.0,Atlanta Falcons / 5th / 174th pick / 2017
32.0,Patrick Taylor,26.0,RB,13,1.0,217.0,6-2,Memphis,4/29/1998,3,1.0,
81.0,Trent Taylor,30.0,WR,2,0.0,180.0,5-8,Louisiana Tech,4/30/1994,7,0.0,San Francisco 49ers / 5th / 177th pick / 2017
88.0,Jake Tonges,25.0,TE,16,0.0,240.0,6-4,California,7/8/1999,2,0.0,
40.0,Ke'Shawn Vaughn,27.0,RB,3,0.0,214.0,5-10,"Illinois,Vanderbilt",5/4/1997,4,0.0,Tampa Bay Buccaneers / 3rd / 76th pick / 2020
7.0,Charvarius Ward,28.0,LCB,12,12.0,196.0,6-1,"Hinds CC,Middle Tenn. St.",5/16/1996,6,3.0,
54.0,Fred Warner,28.0,MLB,17,17.0,230.0,6-3,BYU,11/19/1996,6,13.0,San Francisco 49ers / 3rd / 70th pick / 2018
47.0,DaShaun White,24.0,LB,1,0.0,225.0,6-0,Oklahoma,1/2/2000,1,0.0,
71.0,Trent Williams,36.0,LT,10,10.0,320.0,6-5,Oklahoma,7/19/1988,14,5.0,Washington Redskins / 1st / 4th pick / 2010
9.0,Brayden Willis,25.0,TE,10,0.0,240.0,6-4,Oklahoma,11/11/1999,1,0.0,San Francisco 49ers / 7th / 247th pick / 2023
53.0,Dee Winters,24.0,RLB,15,10.0,227.0,5-11,TCU,10/17/2000,1,4.0,San Francisco 49ers / 6th / 216th pick / 2023
3.0,Mitch Wishnowsky,32.0,P,9,0.0,220.0,6-2,Utah,3/3/1992,5,1.0,San Francisco 49ers / 4th / 110th pick / 2019
35.0,Matthew Wright,28.0,K,1,0.0,174.0,5-11,Central Florida,3/22/1996,4,0.0,
33.0,Rock Ya-Sin,28.0,CB,13,0.0,195.0,5-11,Temple,5/23/1996,5,1.0,Indianapolis Colts / 2nd / 34th pick / 2019
22.0,Isaac Yiadom,28.0,CB,17,5.0,188.0,6-1,Boston Col.,2/20/1996,6,3.0,Denver Broncos / 3rd / 99th pick / 2018
63.0,Nick Zakelj,25.0,OL,17,2.0,316.0,6-6,Fordham,6/22/1999,2,2.0,San Francisco 49ers / 6th / 187th pick / 2022
,Team Total,27.3,,17,,242.6,6-2.0,,,4.1,,
