No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
8.0,Ameer Abdullah,31.0,RB,16,3.0,203.0,5-9,Nebraska,6/13/1993,9,4.0,Detroit Lions / 2nd / 54th pick / 2015
17.0,Davante Adams,32.0,WR,3,3.0,215.0,6-1,Fresno St.,12/24/1992,10,2.0,Green Bay Packers / 2nd / 53rd pick / 2014
,Alex Bachman,28.0,WR,6,1.0,190.0,6-0,Wake Forest,5/29/1996,4,0.0,
0.0,Jakorian Bennett,24.0,CB,10,7.0,200.0,5-10,"Hutchinson (KS),Maryland",8/23/2000,1,3.0,Las Vegas Raiders / 4th / 104th pick / 2023
50.0,Jacob Bobenmoyer,27.0,LS,17,0.0,235.0,6-0,Northern Colorado,5/28/1997,4,1.0,
89.0,Brock Bowers,22.0,TE,17,16.0,235.0,6-4,Georgia,12/13/2002,Rook,9.0,Las Vegas Raiders / 1st / 13th pick / 2024
84.0,Harrison Bryant,26.0,TE,13,3.0,243.0,6-5,Florida Atlantic,4/23/1998,4,1.0,Cleveland Browns / 4th / 115th pick / 2020
56.0,Amari Burney,24.0,LB,17,0.0,228.0,6-2,Florida,6/12/2000,1,1.0,Las Vegas Raiders / 6th / 203rd pick / 2023
69.0,Adam Butler,30.0,RDT,17,16.0,301.0,6-4,Vanderbilt,4/12/1994,7,7.0,
91.0,Matthew Butler,25.0,DT,7,1.0,305.0,6-3,Tennessee,6/10/1999,2,1.0,Las Vegas Raiders / 5th / 175th pick / 2022
2.0,Daniel Carlson,29.0,K,17,0.0,215.0,6-5,Auburn,1/23/1995,6,3.0,Minnesota Vikings / 5th / 167th pick / 2018
99.0,Andre Carter II,24.0,DE,3,0.0,257.0,6-6,Army,6/2/2000,1,0.0,
93.0,Zachary Carter,25.0,DT,8,0.0,301.0,6-4,Florida,4/7/1999,2,1.0,Cincinnati Bengals / 3rd / 95th pick / 2022
44.0,K'Lavon Chaisson,25.0,DE,15,4.0,255.0,6-3,LSU,7/25/1999,4,3.0,Jacksonville Jaguars / 1st / 20th pick / 2020
6.0,AJ Cole III,29.0,P,17,0.0,220.0,6-4,North Carolina St.,11/27/1995,5,4.0,
33.0,Chris Collier,24.0,RB,3,0.0,203.0,5-10,"Nassau CC,Wagner,Lock Haven",3/24/2000,Rook,0.0,
98.0,Maxx Crosby,27.0,RDE,12,12.0,255.0,6-5,Eastern Michigan,8/22/1997,5,9.0,Oakland Raiders / 4th / 106th pick / 2019
5.0,Divine Deablo,26.0,LLB,14,14.0,223.0,6-3,Virginia Tech,8/17/1998,3,6.0,Las Vegas Raiders / 3rd / 80th pick / 2021
45.0,Tommy Eichenberg,23.0,LB,14,1.0,234.0,6-2,Ohio St.,1/11/2001,Rook,1.0,Las Vegas Raiders / 5th / 148th pick / 2024
1.0,Marcus Epps,28.0,S,3,3.0,195.0,6-0,Wyoming,1/27/1996,5,1.0,Minnesota Vikings / 6th / 191st pick / 2019
53.0,Amari Gainer,24.0,LB,17,0.0,232.0,6-3,"Florida St.,North Carolina",6/22/2000,Rook,1.0,
71.0,Delmar Glaze,22.0,RT,17,14.0,331.0,6-4,Maryland,8/4/2002,Rook,5.0,Las Vegas Raiders / 3rd / 77th pick / 2024
34.0,Thomas Harper,24.0,S,15,5.0,189.0,5-10,"Oklahoma St.,Notre Dame",11/5/2000,Rook,3.0,
39.0,Nate Hobbs,25.0,CB,11,7.0,195.0,6-0,Illinois,6/24/1999,3,3.0,Las Vegas Raiders / 5th / 167th pick / 2021
30.0,Darnay Holmes,26.0,CB,16,1.0,198.0,5-10,UCLA,6/23/1998,4,1.0,New York Giants / 4th / 110th pick / 2020
68.0,Andre James,27.0,C,13,11.0,300.0,6-4,UCLA,5/2/1997,5,4.0,
95.0,John Jenkins,35.0,LDT,17,17.0,360.0,6-3,"Mississippi Gulf Coast CC,Georgia",7/11/1989,11,7.0,New Orleans Saints / 3rd / 82nd pick / 2013
18.0,Jack Jones,27.0,LCB,17,16.0,175.0,5-11,"USC,Moorpark College,Arizona St.",12/20/1997,2,6.0,New England Patriots / 4th / 121st pick / 2022
36.0,Kyu Blu Kelly,23.0,CB,4,0.0,188.0,6-0,Stanford,5/22/2001,1,0.0,Baltimore Ravens / 5th / 157th pick / 2023
82.0,Ramel Keyton,24.0,WR,8,0.0,191.0,6-2,Tennessee,9/14/2000,Rook,0.0,
23.0,Dylan Laube,25.0,RB,10,0.0,204.0,5-9,New Hampshire,12/14/1999,Rook,0.0,Las Vegas Raiders / 6th / 208th pick / 2024
96.0,Jonah Laulu,24.0,DT,17,7.0,289.0,6-5,"Hawaii,Oklahoma",6/30/2000,Rook,4.0,Indianapolis Colts / 7th / 234th pick / 2024
80.0,Terrace Marshall Jr.,24.0,WR,7,1.0,200.0,6-2,LSU,6/9/2000,3,0.0,Carolina Panthers / 2nd / 59th pick / 2021
59.0,Luke Masterson,26.0,LB,4,2.0,220.0,6-1,Wake Forest,1/7/1998,2,1.0,
22.0,Alexander Mattison,26.0,RB,14,7.0,220.0,5-11,Boise St.,6/19/1998,5,4.0,Minnesota Vikings / 3rd / 102nd pick / 2019
43.0,Kana'i Mauga,24.0,LB,12,0.0,245.0,6-2,USC,1/8/2000,1,1.0,
87.0,Michael Mayer,23.0,TE,11,8.0,256.0,6-4,Notre Dame,7/6/2001,1,1.0,Las Vegas Raiders / 2nd / 35th pick / 2023
32.0,Tyreik McAllister,26.0,WR,3,0.0,180.0,5-11,Charleston (WV),4/7/1998,1,0.0,
28.0,Sincere McCormick,24.0,RB,5,2.0,204.0,5-8,Texas-San Antonio,9/10/2000,1,1.0,
61.0,Jordan Meredith,26.0,G,14,8.0,301.0,6-2,Western Kentucky,1/4/1998,2,3.0,
16.0,Jakobi Meyers,28.0,WR,15,15.0,193.0,6-2,North Carolina St.,11/9/1996,5,8.0,
74.0,Kolton Miller,29.0,LT,17,17.0,326.0,6-8,UCLA,9/2/1995,6,6.0,Oakland Raiders / 1st / 15th pick / 2018
15.0,Gardner Minshew II,28.0,QB,10,9.0,225.0,6-1,"Northwest Mississippi CC,East Carolina,Washington St.",5/16/1996,5,4.0,Jacksonville Jaguars / 6th / 178th pick / 2019
7.0,Tre'von Moehrig,25.0,SS,17,17.0,202.0,6-2,TCU,6/16/1999,3,7.0,Las Vegas Raiders / 2nd / 43rd pick / 2021
77.0,Thayer Munford,25.0,T,14,4.0,354.0,6-5,Ohio St.,9/18/1999,2,2.0,Las Vegas Raiders / 7th / 238th pick / 2022
12.0,Aidan O'Connell,26.0,QB,9,7.0,206.0,6-3,Purdue,9/1/1998,1,4.0,Las Vegas Raiders / 4th / 135th pick / 2023
66.0,Dylan Parham,25.0,RG,15,14.0,332.0,6-2,Memphis,8/24/1999,2,4.0,Las Vegas Raiders / 3rd / 90th pick / 2022
75.0,Andrus Peat,31.0,OL,15,1.0,316.0,6-7,Stanford,11/4/1993,9,1.0,New Orleans Saints / 1st / 13th pick / 2015
20.0,Isaiah Pola-Mao,25.0,FS,17,14.0,204.0,6-3,USC,6/30/1999,2,5.0,
58.0,Jackson Powers-Johnson,21.0,LG,15,14.0,325.0,6-3,Oregon,1/23/2003,Rook,4.0,Las Vegas Raiders / 2nd / 44th pick / 2024
25.0,Decamerion Richardson,23.0,RCB,12,7.0,192.0,6-2,Mississippi St.,3/16/2001,Rook,3.0,Las Vegas Raiders / 4th / 112th pick / 2024
,Desmond Ridder,25.0,QB,6,1.0,215.0,6-4,Cincinnati,8/31/1999,2,1.0,Atlanta Falcons / 3rd / 74th pick / 2022
97.0,Janarius Robinson,25.0,DE,10,1.0,263.0,6-5,Florida St.,5/5/1999,1,1.0,Minnesota Vikings / 4th / 134th pick / 2021
86.0,John Samuel Shenker,26.0,TE,8,0.0,242.0,6-3,Auburn,9/2/1998,1,0.0,
88.0,Justin Shorter,24.0,TE,10,0.0,227.0,6-4,"Penn St.,Florida",4/17/2000,1,0.0,Buffalo Bills / 5th / 150th pick / 2023
99.0,Nesta Jade Silvera,24.0,DT,7,0.0,304.0,6-2,"Miami (FL),Arizona St.",1/23/2000,1,1.0,Las Vegas Raiders / 7th / 231st pick / 2023
29.0,Christopher Smith,24.0,S,15,0.0,197.0,5-10,Georgia,5/1/2000,1,1.0,Las Vegas Raiders / 5th / 170th pick / 2023
49.0,Charles Snowden,26.0,LDE,16,9.0,250.0,6-6,Virginia,3/27/1998,3,5.0,
41.0,Robert Spillane,29.0,MLB,17,17.0,229.0,6-1,Western Michigan,12/14/1995,6,8.0,
37.0,Trey Taylor,23.0,S,9,0.0,205.0,6-0,Air Force,1/30/2001,Rook,1.0,Las Vegas Raiders / 7th / 223rd pick / 2024
11.0,Tre Tucker,23.0,WR,17,14.0,182.0,5-8,Cincinnati,3/8/2001,1,4.0,Las Vegas Raiders / 3rd / 100th pick / 2023
19.0,DJ Turner,27.0,WR,12,6.0,205.0,5-9,"Maryland,Pittsburgh",1/18/1997,2,1.0,
27.0,Sam Webb,26.0,CB,11,0.0,194.0,6-0,Missouri Western St.,5/19/1998,2,1.0,
3.0,Zamir White,25.0,RB,8,5.0,227.0,5-11,Georgia,9/18/1999,2,1.0,Las Vegas Raiders / 4th / 122nd pick / 2022
65.0,Cody Whitehair,32.0,OG,12,3.0,316.0,6-3,Kansas St.,7/11/1992,8,1.0,Chicago Bears / 2nd / 56th pick / 2016
