No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
,Tucker Addington,27.0,LS,1,0.0,230.0,6-2,Sam Houston St.,7/16/1997,2,0.0,
60.0,David Andrews,32.0,C,4,4.0,300.0,6-2,Georgia,7/10/1992,9,1.0,
28.0,Alex Austin,23.0,CB,9,3.0,191.0,6-1,Oregon St.,5/22/2001,1,1.0,Buffalo Bills / 7th / 252nd pick / 2023
6.0,Javon Baker,22.0,WR,11,1.0,202.0,6-1,"Alabama,Central Florida",2/18/2002,Rook,0.0,New England Patriots / 4th / 110th pick / 2024
51.0,Keshawn Banks,25.0,LB,3,0.0,251.0,6-3,San Diego St.,12/21/1999,1,0.0,
17.0,Bryce Baringer,25.0,P,17,0.0,215.0,6-2,Michigan St.,4/26/1999,1,4.0,New England Patriots / 6th / 192nd pick / 2023
90.0,Christian Barmore,25.0,DT,4,0.0,315.0,6-5,Alabama,7/28/1999,3,0.0,New England Patriots / 2nd / 38th pick / 2021
35.0,Miles Battle,24.0,CB,1,0.0,197.0,6-3,"Mississippi,Utah",1/4/2000,Rook,0.0,
88.0,Jaheim Bell,23.0,TE,15,0.0,241.0,6-2,"South Carolina,Florida St.",6/14/2001,Rook,0.0,New England Patriots / 7th / 231st pick / 2024
8.0,Ja'Whaun Bentley,28.0,LB,2,2.0,250.0,6-2,Purdue,8/24/1996,6,1.0,New England Patriots / 5th / 143rd pick / 2018
29.0,Isaiah Bolden,25.0,CB,14,0.0,205.0,6-2,"Florida St.,Jackson St.",12/16/1999,1,1.0,New England Patriots / 7th / 245th pick / 2023
84.0,Kendrick Bourne,29.0,WR,12,9.0,205.0,6-1,Eastern Washington,8/4/1995,7,3.0,
9.0,Kayshon Boutte,22.0,WR,15,13.0,197.0,5-11,LSU,5/7/2002,1,5.0,New England Patriots / 6th / 187th pick / 2023
7.0,Jacoby Brissett,32.0,QB,8,5.0,235.0,6-4,"Florida,North Carolina St.",12/11/1992,8,0.0,New England Patriots / 3rd / 91st pick / 2016
77.0,Ben Brown,26.0,C,10,10.0,313.0,6-5,Mississippi,5/19/1998,1,3.0,
49.0,Joe Cardona,32.0,LS,16,0.0,241.0,6-2,Navy,4/16/1992,9,1.0,New England Patriots / 5th / 166th pick / 2015
,Lester Cotton,28.0,G,3,0.0,330.0,6-4,Alabama,2/20/1996,5,0.0,
27.0,Marcellas Dial,24.0,DB,17,1.0,190.0,6-0,"Georgia Military,South Carolina",12/6/2000,Rook,1.0,New England Patriots / 6th / 180th pick / 2024
3.0,Demario Douglas,24.0,WR,17,7.0,192.0,5-8,Liberty,12/8/2000,1,5.0,New England Patriots / 6th / 210th pick / 2023
23.0,Kyle Dugger,28.0,FS,13,13.0,216.0,6-1,Lenoir-Rhyne,3/22/1996,4,3.0,New England Patriots / 2nd / 37th pick / 2020
95.0,Daniel Ekuale,30.0,RDE,16,16.0,300.0,6-3,Washington St.,1/13/1994,5,7.0,
53.0,Christian Elliss,25.0,LILB,16,5.0,231.0,6-2,Idaho,1/2/1999,3,4.0,
14.0,Alex Erickson,32.0,WR,3,0.0,195.0,6-0,Wisconsin,11/6/1992,8,0.0,
4.0,Antonio Gibson,26.0,RB,17,3.0,228.0,6-0,"East Central CC (MS),Memphis",6/23/1998,4,5.0,Washington Football Team / 3rd / 66th pick / 2020
44.0,Joe Giles-Harris,27.0,LB,3,0.0,234.0,6-2,Duke,4/1/1997,5,0.0,
92.0,Davon Godchaux,30.0,NT,17,17.0,330.0,6-3,LSU,11/11/1994,7,7.0,Miami Dolphins / 5th / 178th pick / 2017
0.0,Christian Gonzalez,22.0,RCB,16,16.0,205.0,6-1,"Colorado,Oregon",6/28/2002,1,10.0,New England Patriots / 1st / 17th pick / 2023
39.0,Jamycal Hasty,28.0,RB,15,0.0,205.0,5-8,Baylor,9/12/1996,4,1.0,
21.0,Jaylinn Hawkins,27.0,S,17,7.0,208.0,6-1,California,8/25/1997,4,2.0,Atlanta Falcons / 4th / 134th pick / 2020
85.0,Hunter Henry,30.0,TE,16,16.0,249.0,6-5,Arkansas,12/7/1994,8,6.0,San Diego Chargers / 2nd / 35th pick / 2016
97.0,Trysten Hill,26.0,DT,2,0.0,310.0,6-3,Central Florida,3/25/1998,5,0.0,Dallas Cowboys / 2nd / 58th pick / 2019
81.0,Austin Hooper,30.0,TE,17,8.0,254.0,6-4,Stanford,10/29/1994,8,4.0,Atlanta Falcons / 3rd / 81st pick / 2016
52.0,Curtis Jacobs,22.0,LB,9,2.0,241.0,6-1,Penn St.,2/18/2002,Rook,1.0,
75.0,Demontrey Jacobs,26.0,RT,15,13.0,315.0,6-6,"Grambling St.,South Florida",11/22/1998,1,5.0,
33.0,Anfernee Jennings,27.0,ROLB,16,16.0,255.0,6-2,Alabama,9/1/1997,4,7.0,New England Patriots / 3rd / 87th pick / 2020
26.0,Terrell Jennings,23.0,RB,3,0.0,217.0,6-0,Florida A&M,3/1/2001,Rook,0.0,
96.0,Eric Johnson,26.0,DT,11,0.0,320.0,6-4,Missouri State,7/16/1998,2,1.0,Indianapolis Colts / 5th / 159th pick / 2022
31.0,Jonathan Jones,31.0,LCB,17,14.0,190.0,5-10,Auburn,9/20/1993,8,4.0,
25.0,Marcus Jones,26.0,CB,14,9.0,188.0,5-8,"Troy,Houston",10/22/1998,2,3.0,New England Patriots / 3rd / 85th pick / 2022
54.0,Truman Jones,24.0,DE,1,0.0,255.0,6-3,Harvard,5/13/2000,1,0.0,
74.0,Michael Jordan,26.0,LG,12,11.0,315.0,6-6,Ohio St.,1/25/1998,5,4.0,Cincinnati Bengals / 4th / 136th pick / 2019
97.0,Titus Leo,25.0,LB,4,0.0,245.0,6-3,Wagner,8/26/1999,1,0.0,Indianapolis Colts / 6th / 211th pick / 2023
51.0,Nick Leverett,27.0,G,5,1.0,310.0,6-3,Rice,1/11/1997,3,1.0,
59.0,Vederian Lowe,25.0,LT,14,13.0,315.0,6-5,Illinois,4/17/1999,2,5.0,Minnesota Vikings / 6th / 184th pick / 2022
15.0,Marte Mapu,25.0,SS,10,9.0,230.0,6-3,Sacramento St.,11/8/1999,1,3.0,New England Patriots / 3rd / 76th pick / 2023
32.0,Ochaun Mathis,25.0,OLB,5,0.0,260.0,6-5,"TCU,Nebraska",1/9/1999,1,0.0,Los Angeles Rams / 6th / 189th pick / 2023
10.0,Drake Maye,22.0,QB,13,12.0,225.0,6-4,North Carolina,8/30/2002,Rook,8.0,New England Patriots / 1st / 3rd pick / 2024
50.0,Raekwon McMillan,29.0,LB,9,4.0,250.0,6-2,Ohio St.,11/17/1995,6,2.0,Miami Dolphins / 2nd / 54th pick / 2017
19.0,Joe Milton,24.0,QB,1,0.0,246.0,6-5,"Michigan,Tennessee",3/6/2000,Rook,1.0,New England Patriots / 6th / 193rd pick / 2024
55.0,Yannick Ngakoue,29.0,LB,6,0.0,246.0,6-2,Maryland,3/31/1995,8,0.0,Jacksonville Jaguars / 3rd / 69th pick / 2016
77.0,Chukwuma Okorafor,27.0,T,1,1.0,320.0,6-6,Western Michigan,8/8/1997,6,0.0,Pittsburgh Steelers / 3rd / 92nd pick / 2018
71.0,Michael Onwenu,27.0,RG,17,17.0,350.0,6-3,Michigan,12/10/1997,4,5.0,New England Patriots / 6th / 182nd pick / 2020
2.0,K.J. Osborn,27.0,WR,7,4.0,203.0,5-11,"Buffalo,Miami (FL)",6/10/1997,4,0.0,Minnesota Vikings / 5th / 176th pick / 2020
5.0,Jabrill Peppers,29.0,S,6,6.0,217.0,5-11,Michigan,10/4/1995,7,2.0,Cleveland Browns / 1st / 25th pick / 2017
24.0,Dell Pettus,23.0,S,17,1.0,200.0,5-11,Troy,6/2/2001,Rook,1.0,
98.0,Jeremiah Pharms,28.0,DT,16,5.0,300.0,6-2,"Sacramento CC,Delta College,Friends",10/16/1996,1,3.0,
1.0,Ja'Lynn Polk,22.0,WR,15,7.0,203.0,6-1,"Texas Tech,Washington",4/11/2002,Rook,1.0,New England Patriots / 2nd / 37th pick / 2024
45.0,Monty Rice,25.0,OLB,3,1.0,233.0,6-0,Georgia,1/8/1999,3,1.0,Tennessee Titans / 3rd / 92nd pick / 2021
64.0,Layden Robinson,23.0,G,13,11.0,311.0,6-3,Texas A&M,5/3/2001,Rook,4.0,New England Patriots / 4th / 103rd pick / 2024
,Tyrese Robinson,25.0,G,1,0.0,319.0,6-3,Oklahoma,8/21/1999,1,0.0,
94.0,Jaquelin Roy,24.0,DT,6,1.0,305.0,6-3,LSU,10/22/2000,1,1.0,Minnesota Vikings / 5th / 141st pick / 2023
41.0,Brenden Schooler,27.0,S,17,0.0,210.0,6-2,"Oregon,Texas",5/30/1997,2,6.0,
13.0,Joey Slye,28.0,K,17,0.0,213.0,5-11,Virginia Tech,4/10/1996,5,2.0,
68.0,Lecitus Smith,26.0,C,8,1.0,314.0,6-3,Virginia Tech,7/13/1998,2,1.0,Arizona Cardinals / 6th / 215th pick / 2022
62.0,Sidy Sow,26.0,G,12,1.0,318.0,6-5,Eastern Michigan,6/28/1998,1,1.0,New England Patriots / 4th / 117th pick / 2023
38.0,Rhamondre Stevenson,26.0,RB,15,14.0,227.0,6-0,"Cerritos (CA),Oklahoma",2/23/1998,3,5.0,New England Patriots / 4th / 120th pick / 2021
69.0,Cole Strange,26.0,G,3,2.0,310.0,6-5,Chattanooga,7/31/1998,2,1.0,New England Patriots / 1st / 29th pick / 2022
16.0,Sione Takitaki,29.0,LB,11,4.0,245.0,6-1,BYU,6/8/1995,5,2.0,Cleveland Browns / 3rd / 80th pick / 2019
48.0,Jahlani Tavai,28.0,RILB,17,16.0,255.0,6-2,Hawaii,9/28/1996,5,7.0,Detroit Lions / 2nd / 43rd pick / 2019
72.0,Zachary Thomas,26.0,OT,8,0.0,308.0,6-5,San Diego St.,5/26/1998,2,0.0,Chicago Bears / 6th / 186th pick / 2022
11.0,Tyquan Thornton,24.0,WR,6,1.0,185.0,6-2,Baylor,9/7/2000,2,0.0,New England Patriots / 2nd / 50th pick / 2022
55.0,Joshua Uche,26.0,LB,7,1.0,226.0,6-3,Michigan,9/18/1998,4,1.0,New England Patriots / 2nd / 60th pick / 2020
