No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
38.0,Amare Barno,25.0,OLB,5,0.0,245.0,6-6,"Butler (KS),Virginia Tech",4/26/1999,2,0.0,Carolina Panthers / 6th / 189th pick / 2022
27.0,Shemar Bartholomew,24.0,CB,5,0.0,200.0,6-1,"Northwestern St. (LA),Georgia Southern",6/6/2000,Rook,0.0,
3.0,Raheem Blackshear,25.0,RB,16,1.0,190.0,5-9,"Rutgers,Virginia Tech",6/5/1999,2,1.0,
34.0,Mike Boone,29.0,RB,6,0.0,206.0,5-10,Cincinnati,6/30/1995,6,0.0,
24.0,Jonathon Brooks,21.0,RB,3,1.0,207.0,6-0,Texas,7/21/2003,Rook,0.0,Carolina Panthers / 2nd / 46th pick / 2024
95.0,Derrick Brown,26.0,DE,1,1.0,320.0,6-5,Auburn,4/15/1998,4,0.0,Carolina Panthers / 1st / 7th pick / 2020
29.0,Tariq Castro-Fields,25.0,CB,2,0.0,197.0,6-1,Penn St.,1/14/1999,2,0.0,San Francisco 49ers / 6th / 221st pick / 2022
53.0,Claudin Cherelus,26.0,LB,13,2.0,230.0,6-2,"Massachusetts,Alcorn St.",12/29/1998,1,1.0,
88.0,Dan Chisena,27.0,WR,6,0.0,203.0,6-3,Penn St.,2/25/1997,4,0.0,
,Brady Christensen,28.0,G,17,6.0,300.0,6-6,BYU,9/27/1996,3,3.0,Carolina Panthers / 3rd / 70th pick / 2021
7.0,Jadeveon Clowney,31.0,ROLB,14,14.0,266.0,6-5,South Carolina,2/14/1993,10,5.0,Houston Texans / 1st / 1st pick / 2014
18.0,Jalen Coker,23.0,WR,11,4.0,213.0,6-3,Holy Cross,10/30/2001,Rook,4.0,
63.0,Austin Corbett,29.0,C,5,5.0,305.0,6-4,Nevada,9/5/1995,6,2.0,Cleveland Browns / 2nd / 33rd pick / 2018
96.0,Jaden Crumedy,24.0,DT,5,0.0,309.0,6-4,Mississippi St.,7/30/2000,Rook,0.0,Carolina Panthers / 6th / 200th pick / 2024
14.0,Andy Dalton,37.0,QB,6,5.0,220.0,6-2,TCU,10/29/1987,13,1.0,Cincinnati Bengals / 2nd / 35th pick / 2011
55.0,Kenny Dyson,23.0,OLB,2,0.0,235.0,6-3,Bryant,6/27/2001,Rook,0.0,
79.0,Ikem Ekwonu,24.0,LT,15,15.0,320.0,6-4,North Carolina St.,10/31/2000,2,7.0,Carolina Panthers / 1st / 6th pick / 2022
,Akayleb Evans,25.0,CB,2,1.0,198.0,6-2,"Tulsa,Missouri",6/22/1999,2,0.0,Minnesota Vikings / 4th / 118th pick / 2022
31.0,Caleb Farley,26.0,CB,9,1.0,197.0,6-2,Virginia Tech,11/2/1998,3,1.0,Tennessee Titans / 1st / 22nd pick / 2021
42.0,Sam Franklin,28.0,S,10,0.0,210.0,6-3,Temple,2/2/1996,4,0.0,
84.0,Feleipe Franks,27.0,TE,16,0.0,241.0,6-6,"Florida,Arkansas",12/22/1997,3,0.0,
20.0,Jordan Fuller,26.0,SS,9,9.0,203.0,6-2,Ohio St.,3/4/1998,4,2.0,Los Angeles Rams / 6th / 199th pick / 2020
45.0,Cam Gill,27.0,OLB,10,0.0,240.0,6-3,Wagner,12/14/1997,4,1.0,
,Charles Harris,29.0,OLB,9,6.0,250.0,6-3,Missouri,3/6/1995,7,2.0,Miami Dolphins / 1st / 22nd pick / 2017
92.0,Jonathan Harris,28.0,DE,7,0.0,295.0,6-5,Lindenwood,8/4/1996,5,1.0,
45.0,Marquis Haynes,31.0,OLB,2,1.0,235.0,6-2,Mississippi,12/16/1993,6,0.0,Carolina Panthers / 4th / 136th pick / 2018
10.0,Johnny Hekker,34.0,P,17,0.0,225.0,6-5,Oregon St.,2/8/1990,12,3.0,
13.0,Troy Hill,33.0,CB,6,2.0,182.0,5-10,Oregon,8/29/1991,9,1.0,
8.0,Jaycee Horn,25.0,LCB,15,15.0,200.0,6-1,South Carolina,11/26/1999,3,6.0,Carolina Panthers / 1st / 8th pick / 2021
30.0,Chuba Hubbard,25.0,RB,15,15.0,210.0,6-1,Oklahoma St.,6/11/1999,3,9.0,Carolina Panthers / 4th / 126th pick / 2021
50.0,Robert Hunt,28.0,RG,16,16.0,323.0,6-6,Louisiana,8/25/1996,4,8.0,Miami Dolphins / 2nd / 39th pick / 2020
48.0,Thomas Incoom,25.0,OLB,8,0.0,265.0,6-2,"Valdosta St.,Central Michigan",2/19/1999,1,0.0,
23.0,Dane Jackson,28.0,CB,9,3.0,180.0,5-11,Pittsburgh,11/29/1996,4,1.0,Buffalo Bills / 7th / 239th pick / 2020
2.0,Michael Jackson,27.0,RCB,17,17.0,210.0,6-1,Miami (FL),1/10/1997,5,5.0,Dallas Cowboys / 5th / 158th pick / 2019
41.0,Tarron Jackson,26.0,OLB,3,0.0,254.0,6-2,Coastal Carolina,6/22/1998,3,0.0,Philadelphia Eagles / 6th / 191st pick / 2021
44.0,J.J. Jansen,38.0,LS,17,0.0,235.0,6-2,Notre Dame,1/20/1986,15,1.0,
47.0,Josey Jewell,30.0,RILB,12,12.0,236.0,6-1,Iowa,12/25/1994,6,5.0,Denver Broncos / 4th / 106th pick / 2018
5.0,Diontae Johnson,28.0,WR,7,7.0,183.0,5-10,Toledo,7/5/1996,5,3.0,Pittsburgh Steelers / 3rd / 66th pick / 2019
52.0,DJ Johnson,26.0,OLB,14,2.0,260.0,6-4,"Miami (FL),Oregon",10/21/1998,1,1.0,Carolina Panthers / 3rd / 80th pick / 2023
32.0,Lonnie Johnson Jr.,29.0,S,15,1.0,221.0,6-2,"Garden City (KS),Kentucky",11/4/1995,5,1.0,Houston Texans / 2nd / 54th pick / 2019
28.0,Velus Jones Jr.,27.0,WR,2,0.0,200.0,6-0,"USC,Tennessee",5/11/1997,2,0.0,Chicago Bears / 3rd / 71st pick / 2022
61.0,Jarrett Kingston,25.0,OG,7,0.0,308.0,6-4,"Washington St.,USC",12/2/1999,Rook,0.0,San Francisco 49ers / 6th / 215th pick / 2024
46.0,Shaq Lawson,30.0,OLB,1,0.0,265.0,6-3,Clemson,6/17/1994,8,0.0,Buffalo Bills / 1st / 19th pick / 2016
17.0,Xavier Legette,23.0,WR,16,13.0,227.0,6-3,South Carolina,1/29/2001,Rook,5.0,Carolina Panthers / 1st / 32nd pick / 2024
46.0,Eku Leota,25.0,OLB,2,1.0,257.0,6-4,"Northwestern,Auburn",5/11/1999,1,0.0,
68.0,Damien Lewis,27.0,LG,16,16.0,327.0,6-2,LSU,3/21/1997,4,6.0,Seattle Seahawks / 3rd / 69th pick / 2020
81.0,Jordan Matthews,32.0,TE,4,1.0,212.0,6-3,Vanderbilt,7/16/1992,10,0.0,Philadelphia Eagles / 2nd / 42nd pick / 2014
,Cade Mays,25.0,C,11,8.0,325.0,6-6,"Georgia,Tennessee",4/26/1999,2,3.0,Carolina Panthers / 6th / 199th pick / 2022
15.0,Jonathan Mingo,23.0,WR,9,5.0,220.0,6-2,Mississippi,4/20/2001,1,1.0,Carolina Panthers / 2nd / 39th pick / 2023
83.0,David Moore,29.0,WR,17,5.0,220.0,6-0,East Central (OK),1/15/1995,7,3.0,Seattle Seahawks / 7th / 226th pick / 2017
72.0,Taylor Moton,30.0,RT,14,14.0,325.0,6-5,Western Michigan,8/18/1994,7,7.0,Carolina Panthers / 2nd / 64th pick / 2017
77.0,Yosh Nijman,28.0,T,16,3.0,314.0,6-7,Virginia Tech,1/2/1996,4,2.0,
,Jayden Peevy,25.0,DT,4,0.0,308.0,6-5,Texas A&M,9/3/1999,2,0.0,
4.0,Eddy Piñeiro,29.0,K,17,0.0,190.0,5-11,"ASA College (FL),Florida",9/13/1995,5,3.0,
33.0,Shaquille Quarterman,27.0,LB,1,0.0,234.0,6-0,Miami (FL),10/28/1997,4,0.0,Jacksonville Jaguars / 4th / 140th pick / 2020
93.0,LaBryan Ray,27.0,LDE,16,9.0,290.0,6-4,Alabama,12/5/1997,1,3.0,
60.0,Andrew Raym,23.0,C,1,0.0,305.0,6-4,Oklahoma,5/2/2001,Rook,0.0,
49.0,Jon Rhattigan,25.0,LB,16,0.0,236.0,6-0,Army,2/2/1999,3,1.0,
36.0,Demani Richardson,24.0,S,14,5.0,215.0,6-1,Texas A&M,10/7/2000,Rook,2.0,
74.0,Sam Roberts,26.0,DT,3,0.0,295.0,6-5,NW Missouri St.,4/14/1998,2,0.0,New England Patriots / 6th / 200th pick / 2022
94.0,A'Shawn Robinson,29.0,RDE,16,16.0,320.0,6-3,Alabama,3/21/1995,8,5.0,Detroit Lions / 2nd / 46th pick / 2016
22.0,Jammie Robinson,23.0,S,6,0.0,200.0,5-11,"South Carolina,Florida St.",1/24/2001,1,0.0,Carolina Panthers / 5th / 145th pick / 2023
0.0,Ja'Tavion Sanders,21.0,TE,16,8.0,252.0,6-4,Texas,3/27/2003,Rook,3.0,Carolina Panthers / 4th / 101st pick / 2024
6.0,Miles Sanders,27.0,RB,11,2.0,211.0,5-11,Penn St.,5/1/1997,5,3.0,Philadelphia Eagles / 2nd / 53rd pick / 2019
21.0,Nick Scott,29.0,S,10,4.0,200.0,5-11,Penn St.,5/17/1995,5,1.0,Los Angeles Rams / 7th / 243rd pick / 2019
