No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
,Blake Lynch,27.0,LB,1,0.0,225.0,6-3,Baylor,2/14/1997,4,0.0,
15.0,Patrick Mahomes,29.0,QB,16,16.0,225.0,6-2,Texas Tech,9/17/1995,7,14.0,Kansas City Chiefs / 1st / 10th pick / 2017
22.0,Trent McDuffie,24.0,LCB,16,16.0,193.0,5-11,Washington,9/13/2000,2,11.0,Kansas City Chiefs / 1st / 21st pick / 2022
24.0,Skyy Moore,24.0,WR,6,0.0,195.0,5-10,Western Michigan,9/10/2000,2,0.0,Kansas City Chiefs / 2nd / 54th pick / 2022
64.0,Wanya Morris,24.0,LT,17,11.0,307.0,6-6,"Tennessee,Oklahoma",10/10/2000,1,5.0,Kansas City Chiefs / 3rd / 92nd pick / 2023
91.0,Derrick Nnadi,28.0,DT,17,1.0,317.0,6-1,Florida St.,5/9/1996,6,2.0,Kansas City Chiefs / 3rd / 75th pick / 2018
60.0,Hunter Nourzad,24.0,OL,17,0.0,317.0,6-3,"Cornell,Penn St.",11/26/2000,Rook,1.0,Kansas City Chiefs / 5th / 159th pick / 2024
19.0,Chris Oladokun,27.0,QB,1,0.0,213.0,6-1,"South Florida,Samford,South Dakota St.",9/3/1997,1,0.0,Pittsburgh Steelers / 7th / 241st pick / 2022
90.0,Charles Omenihu,27.0,DE,6,1.0,280.0,6-5,Texas,8/20/1997,5,1.0,Houston Texans / 5th / 161st pick / 2019
10.0,Isiah Pacheco,25.0,RB,7,6.0,216.0,5-10,Rutgers,3/2/1999,2,3.0,Kansas City Chiefs / 7th / 251st pick / 2022
69.0,Mike Pennel,33.0,NT,17,7.0,330.0,6-4,"Arizona St.,Colorado State-Pueblo",5/9/1991,10,4.0,
34.0,Samaje Perine,29.0,RB,17,0.0,240.0,5-11,Oklahoma,9/16/1995,7,4.0,Washington Redskins / 4th / 114th pick / 2017
20.0,Justin Reid,27.0,SS,16,16.0,207.0,6-1,Stanford,2/15/1997,6,5.0,Houston Texans / 3rd / 68th pick / 2018
81.0,Nikko Remigio,25.0,WR,5,1.0,187.0,5-9,"California,Fresno St.",11/4/1999,1,0.0,
4.0,Rashee Rice,24.0,WR,4,4.0,204.0,6-1,SMU,4/22/2000,1,3.0,Kansas City Chiefs / 2nd / 55th pick / 2023
30.0,Christian Roland-Wallace,23.0,CB,17,2.0,202.0,5-11,"Arizona,USC",11/23/2001,Rook,2.0,
82.0,Justyn Ross,25.0,WR,2,0.0,210.0,6-4,Clemson,12/15/1999,1,0.0,
,Spencer Shrader,25.0,K,2,0.0,201.0,6-2,"South Florida,Notre Dame",5/19/1999,Rook,1.0,
65.0,Trey Smith,25.0,RG,17,17.0,321.0,6-6,Tennessee,6/16/1999,3,8.0,Kansas City Chiefs / 6th / 226th pick / 2021
9.0,JuJu Smith-Schuster,28.0,WR,14,8.0,215.0,6-1,USC,11/22/1996,7,2.0,Pittsburgh Steelers / 2nd / 62nd pick / 2017
42.0,Carson Steele,22.0,RB,17,3.0,228.0,6-0,"Ball St.,UCLA",10/21/2002,Rook,1.0,
76.0,Kingsley Suamataia,21.0,T,15,2.0,326.0,6-4,"Oregon,BYU",1/18/2003,Rook,2.0,Kansas City Chiefs / 2nd / 63rd pick / 2024
74.0,Jawaan Taylor,27.0,RT,16,16.0,330.0,6-5,Florida,11/25/1997,5,7.0,Jacksonville Jaguars / 2nd / 35th pick / 2019
39.0,Keith Taylor,26.0,CB,11,0.0,195.0,6-3,Washington,11/20/1998,3,1.0,Carolina Panthers / 5th / 166th pick / 2021
99.0,Cameron Thomas,24.0,DE,4,0.0,265.0,6-4,San Diego St.,1/7/2000,2,0.0,Arizona Cardinals / 3rd / 87th pick / 2022
62.0,Joe Thuney,32.0,LG,17,17.0,301.0,6-4,North Carolina St.,11/18/1992,8,12.0,New England Patriots / 3rd / 78th pick / 2016
23.0,Drue Tranquill,29.0,MLB,16,16.0,234.0,6-2,Notre Dame,8/15/1995,5,8.0,Los Angeles Chargers / 4th / 130th pick / 2019
92.0,Marlon Tuipulotu,25.0,DT,2,1.0,307.0,6-2,USC,5/31/1999,3,0.0,Philadelphia Eagles / 6th / 189th pick / 2021
,Joshua Uche,26.0,DE,6,0.0,226.0,6-3,Michigan,9/18/1998,4,0.0,New England Patriots / 2nd / 60th pick / 2020
80.0,Montrell Washington,25.0,WR,1,0.0,170.0,5-10,Samford,3/14/1999,2,0.0,Denver Broncos / 5th / 162nd pick / 2022
35.0,Jaylen Watson,26.0,RCB,6,6.0,197.0,6-2,"Washington St.,Ventura College",9/17/1998,2,2.0,Kansas City Chiefs / 7th / 243rd pick / 2022
84.0,Justin Watson,28.0,WR,17,7.0,215.0,6-2,Pennsylvania,4/4/1996,6,3.0,Tampa Bay Buccaneers / 5th / 144th pick / 2018
11.0,Carson Wentz,32.0,QB,3,1.0,237.0,6-5,North Dakota St.,12/30/1992,8,0.0,Philadelphia Eagles / 1st / 2nd pick / 2016
98.0,Tershawn Wharton,26.0,RDT,17,10.0,280.0,6-1,Missouri S&T,6/25/1998,4,5.0,
12.0,Jared Wiley,24.0,TE,7,2.0,249.0,6-6,"Texas,TCU",11/2/2000,Rook,0.0,Kansas City Chiefs / 4th / 131st pick / 2024
2.0,Joshua Williams,25.0,CB,17,6.0,193.0,6-3,Fayetteville St.,10/17/1999,2,2.0,Kansas City Chiefs / 4th / 135th pick / 2022
41.0,James Winchester,35.0,LS,17,0.0,240.0,6-3,Oklahoma,8/6/1989,9,1.0,
1.0,Xavier Worthy,21.0,WR,17,13.0,165.0,5-11,Texas,4/27/2003,Rook,7.0,Kansas City Chiefs / 1st / 28th pick / 2024
49.0,Matthew Wright,28.0,K,2,0.0,174.0,5-11,Central Florida,3/22/1996,4,1.0,
,Team Total,26.3,,17,,239.5,6-2.1,,,3.4,,
