No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
13.0,DeMarvion Overshown,24.0,RLB,13,12.0,220.0,6-2,Texas,8/13/2000,1,6.0,Dallas Cowboys / 3rd / 90th pick / 2023
11.0,Micah Parsons,25.0,LLB,13,13.0,245.0,6-3,Penn St.,5/26/1999,3,8.0,Dallas Cowboys / 1st / 12th pick / 2021
98.0,Jordan Phillips,32.0,DT,2,0.0,330.0,6-6,Oklahoma,9/21/1992,9,0.0,Miami Dolphins / 2nd / 52nd pick / 2015
4.0,Dak Prescott,31.0,QB,8,8.0,238.0,6-2,Mississippi St.,7/29/1993,8,5.0,Dallas Cowboys / 4th / 135th pick / 2016
32.0,Troy Pride Jr.,26.0,CB,2,1.0,195.0,5-11,Notre Dame,1/19/1998,4,0.0,Carolina Panthers / 4th / 113th pick / 2020
76.0,Asim Richards,24.0,OL,13,1.0,307.0,6-4,North Carolina,10/2/2000,1,1.0,Dallas Cowboys / 5th / 169th pick / 2023
10.0,Cooper Rush,31.0,QB,12,8.0,225.0,6-3,Central Michigan,11/21/1993,7,4.0,
86.0,Luke Schoonmaker,26.0,TE,17,6.0,250.0,6-5,Michigan,9/28/1998,1,2.0,Dallas Cowboys / 2nd / 58th pick / 2023
65.0,Dakoda Shepley,30.0,T,3,0.0,290.0,6-5,British Columbia,12/27/1994,4,0.0,
44.0,Trent Sieg,29.0,LS,17,0.0,240.0,6-3,Colorado St.,5/19/1995,6,1.0,
58.0,Mazi Smith,23.0,RDT,17,17.0,337.0,6-3,Michigan,6/16/2001,1,7.0,Dallas Cowboys / 1st / 26th pick / 2023
73.0,Tyler Smith,23.0,LG,16,16.0,332.0,6-6,Tulsa,4/3/2001,2,7.0,Dallas Cowboys / 1st / 24th pick / 2022
89.0,Brevyn Spann-Ford,25.0,TE,17,0.0,270.0,6-7,Minnesota,12/27/1999,Rook,1.0,
78.0,Terence Steele,27.0,RT,17,17.0,310.0,6-6,Texas Tech,6/4/1997,4,7.0,
30.0,Juanyeh Thomas,24.0,S,13,0.0,217.0,6-3,Georgia Tech,6/24/2000,1,2.0,
1.0,Jalen Tolbert,25.0,WR,17,15.0,195.0,6-1,South Alabama,2/27/1999,2,4.0,Dallas Cowboys / 3rd / 88th pick / 2022
9.0,KaVontae Turpin,28.0,WR,17,2.0,153.0,5-9,TCU,8/2/1996,2,6.0,
42.0,Deuce Vaughn,23.0,RB,7,0.0,176.0,5-6,Kansas St.,11/2/2001,1,0.0,Dallas Cowboys / 6th / 212th pick / 2023
41.0,Nick Vigil,31.0,LB,16,1.0,239.0,6-2,Utah St.,8/20/1993,8,1.0,Cincinnati Bengals / 3rd / 87th pick / 2016
79.0,Matt Waletzko,25.0,OT,7,0.0,305.0,6-6,North Dakota,12/15/1999,2,0.0,Dallas Cowboys / 5th / 155th pick / 2022
92.0,Carlos Watkins,31.0,DE,15,0.0,305.0,6-3,Clemson,12/5/1993,7,1.0,Houston Texans / 4th / 142nd pick / 2017
91.0,Tyrus Wheat,25.0,DE,8,0.0,260.0,6-2,"Copiah-Lincoln CC,Mississippi St.",12/8/1999,1,1.0,
6.0,Donovan Wilson,29.0,FS,17,17.0,204.0,6-0,Texas A&M,2/21/1995,5,6.0,Dallas Cowboys / 6th / 213th pick / 2019
,Team Total,26.8,,17,,241.7,6-2.3,,,3.7,,
