No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
13.0,Keenan Allen,32.0,WR,15,15.0,211.0,6-2,California,4/27/1992,11,6.0,San Diego Chargers / 3rd / 76th pick / 2013
72.0,Kiran Amegadjie,22.0,OL,6,1.0,326.0,6-5,Yale,2/1/2002,Rook,1.0,Chicago Bears / 3rd / 75th pick / 2024
17.0,Tyson Bagent,24.0,QB,4,0.0,212.0,6-3,Shepherd,6/8/2000,1,0.0,
71.0,Ryan Bates,27.0,OL,3,2.0,306.0,6-4,Penn St.,2/14/1997,5,1.0,
97.0,Andrew Billings,29.0,LDT,8,8.0,340.0,6-1,Baylor,3/6/1995,7,4.0,Cincinnati Bengals / 4th / 122nd pick / 2016
39.0,Josh Blackwell,25.0,DB,17,1.0,179.0,5-11,Duke,4/5/1999,2,2.0,
35.0,Khari Blasingame,28.0,FB,2,0.0,233.0,6-0,Vanderbilt,7/1/1996,5,0.0,
94.0,Austin Booker,22.0,DL,17,0.0,245.0,6-6,"Minnesota,Kansas",12/14/2002,Rook,1.0,Chicago Bears / 5th / 144th pick / 2024
75.0,Larry Borom,25.0,OL,8,4.0,325.0,6-5,Missouri,3/30/1999,3,2.0,Chicago Bears / 5th / 151st pick / 2021
9.0,Jaquan Brisker,25.0,DB,5,5.0,204.0,6-1,"Lackawanna,Penn St.",4/20/1999,2,2.0,Chicago Bears / 2nd / 48th pick / 2022
31.0,Kevin Byard,31.0,SS,17,17.0,218.0,5-11,Middle Tenn. St.,8/17/1993,8,7.0,Tennessee Titans / 3rd / 64th pick / 2016
11.0,DeAndre Carter,31.0,WR,13,0.0,190.0,5-8,Sacramento St.,4/10/1993,6,1.0,
24.0,Adrian Colbert,31.0,DB,5,0.0,205.0,6-2,Miami (FL),10/6/1993,7,0.0,San Francisco 49ers / 7th / 229th pick / 2017
93.0,Byron Cowart,28.0,DT,15,7.0,300.0,6-3,Maryland,5/20/1996,5,4.0,New England Patriots / 5th / 159th pick / 2019
73.0,Jake Curhan,26.0,OL,10,2.0,325.0,6-6,California,7/9/1998,3,1.0,
46.0,Scott Daly,30.0,LS,17,0.0,245.0,6-2,Notre Dame,2/7/1994,3,1.0,
64.0,Nate Davis,28.0,OL,5,2.0,316.0,6-3,Charlotte,9/23/1996,5,1.0,Tennessee Titans / 3rd / 82nd pick / 2019
99.0,Gervon Dexter,23.0,RDT,15,15.0,326.0,6-6,Florida,10/5/2001,1,8.0,Chicago Bears / 2nd / 53rd pick / 2023
49.0,Tremaine Edmunds,26.0,MLB,17,17.0,251.0,6-4,Virginia Tech,5/2/1998,6,9.0,Buffalo Bills / 1st / 16th pick / 2018
53.0,T.J. Edwards,28.0,LLB,17,17.0,228.0,6-0,Wisconsin,8/12/1996,5,9.0,
25.0,Darrynton Evans,26.0,RB,5,0.0,203.0,5-10,Appalachian St.,7/9/1998,4,0.0,Tennessee Titans / 3rd / 93rd pick / 2020
14.0,Gerald Everett,30.0,TE,17,4.0,252.0,6-3,South Alabama,6/25/1994,7,0.0,Los Angeles Rams / 2nd / 44th pick / 2017
