No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
24.0,Johnathan Abram,28.0,S,3,0.0,205.0,5-11,Mississippi St.,10/25/1996,5,0.0,Oakland Raiders / 1st / 27th pick / 2019
29.0,Paulson Adebo,25.0,CB,7,7.0,192.0,6-1,Stanford,7/3/1999,3,3.0,New Orleans Saints / 3rd / 76th pick / 2021
,Ugo Amadi,27.0,S,11,5.0,201.0,5-9,Oregon,5/16/1997,5,2.0,Seattle Seahawks / 4th / 132nd pick / 2019
81.0,Kevin Austin,24.0,WR,8,2.0,200.0,6-2,Notre Dame,3/30/2000,1,1.0,
97.0,Khristian Boyd,24.0,DT,6,0.0,320.0,6-2,Northern Iowa,2/23/2000,Rook,0.0,New Orleans Saints / 6th / 199th pick / 2024
38.0,Millard Bradford,25.0,S,3,0.0,191.0,5-10,TCU,9/24/1999,Rook,0.0,
90.0,Bryan Bresee,23.0,DT,17,11.0,305.0,6-5,Clemson,10/6/2001,1,6.0,New Orleans Saints / 1st / 29th pick / 2023
4.0,Derek Carr,33.0,QB,10,10.0,215.0,6-3,Fresno St.,3/28/1991,10,7.0,Oakland Raiders / 2nd / 36th pick / 2014
56.0,Demario Davis,35.0,MLB,16,16.0,248.0,6-2,Arkansas St.,1/11/1989,12,8.0,New York Jets / 3rd / 77th pick / 2012
,Clyde Edwards-Helaire,25.0,RB,2,0.0,207.0,5-7,LSU,4/11/1999,4,0.0,Kansas City Chiefs / 1st / 32nd pick / 2020
53.0,Jaylan Ford,23.0,LB,8,0.0,240.0,6-2,Texas,11/28/2001,Rook,1.0,New Orleans Saints / 5th / 175th pick / 2024
55.0,Isaiah Foskey,24.0,DE,17,0.0,270.0,6-5,Notre Dame,10/30/2000,1,1.0,New Orleans Saints / 2nd / 40th pick / 2023
75.0,Taliese Fuaga,22.0,LT,17,17.0,324.0,6-6,Oregon St.,4/5/2002,Rook,8.0,New Orleans Saints / 1st / 14th pick / 2024
6.0,Willie Gay Jr.,26.0,RLB,15,8.0,246.0,6-1,Mississippi St.,2/15/1998,4,5.0,Kansas City Chiefs / 2nd / 63rd pick / 2020
96.0,Carl Granderson,28.0,RDE,17,17.0,261.0,6-5,Wyoming,12/18/1996,5,8.0,
48.0,J.T. Gray,28.0,DB,17,0.0,202.0,6-0,Mississippi St.,1/18/1996,6,5.0,
19.0,Blake Grupe,26.0,K,17,0.0,156.0,5-7,"Arkansas St.,Notre Dame",11/5/1998,1,4.0,
3.0,Jake Haener,25.0,QB,8,1.0,200.0,6-1,"Washington,Fresno St.",3/16/1999,1,1.0,New Orleans Saints / 4th / 127th pick / 2023
5.0,Will Harris,29.0,SS,13,13.0,207.0,6-1,Boston Col.,12/19/1995,5,4.0,Detroit Lions / 3rd / 81st pick / 2019
43.0,Matthew Hayball,27.0,P,17,0.0,189.0,6-0,"Florida Atlantic,Vanderbilt",3/12/1997,Rook,3.0,
60.0,Kyle Hergel,25.0,OG,8,0.0,315.0,6-2,"North Dakota,Texas St.,Boston Col.",10/7/1999,Rook,1.0,
28.0,Tre Herndon,28.0,DB,1,0.0,185.0,5-11,Vanderbilt,3/5/1996,6,0.0,
7.0,Taysom Hill,34.0,TE,8,8.0,221.0,6-2,BYU,8/23/1990,7,3.0,
85.0,Dallin Holker,24.0,TE,12,2.0,241.0,6-3,"BYU,Colorado St.",4/7/2000,Rook,0.0,
31.0,Jordan Howden,24.0,DB,17,4.0,209.0,6-0,Minnesota,5/14/2000,1,2.0,New Orleans Saints / 5th / 146th pick / 2023
47.0,Khaleke Hudson,27.0,LB,1,0.0,220.0,6-0,Michigan,12/6/1997,4,0.0,Washington Football Team / 5th / 162nd pick / 2020
52.0,D'Marco Jackson,26.0,LB,10,0.0,233.0,6-1,Appalachian St.,7/20/1998,1,1.0,New Orleans Saints / 5th / 161st pick / 2022
80.0,Jermaine Jackson,24.0,WR,4,0.0,170.0,5-7,"San Mateo,Idaho",6/2/2000,Rook,0.0,
27.0,Shemar Jean-Charles,26.0,DB,9,2.0,184.0,5-10,Appalachian St.,6/20/1998,3,1.0,Green Bay Packers / 5th / 178th pick / 2021
,Juwan Johnson,28.0,TE,17,5.0,231.0,6-4,"Oregon,Penn St.",9/13/1996,4,5.0,
94.0,Cameron Jordan,35.0,LDE,17,17.0,287.0,6-4,California,7/10/1989,13,8.0,New Orleans Saints / 1st / 24th pick / 2011
41.0,Alvin Kamara,29.0,RB,14,14.0,215.0,5-10,"Alabama,Hutchinson (KS),Tennessee",7/25/1995,7,9.0,New Orleans Saints / 3rd / 67th pick / 2017
92.0,Tanoh Kpassagnon,30.0,DE,3,0.0,289.0,6-7,Villanova,6/14/1994,7,0.0,Kansas City Chiefs / 2nd / 59th pick / 2017
23.0,Marshon Lattimore,28.0,CB,7,7.0,192.0,6-0,Ohio St.,5/19/1996,7,2.0,New Orleans Saints / 1st / 11th pick / 2017
66.0,Shane Lemieux,27.0,G,7,4.0,310.0,6-4,Oregon,5/12/1997,4,2.0,New York Giants / 5th / 150th pick / 2020
32.0,Tyrann Mathieu,32.0,FS,17,17.0,190.0,5-9,LSU,5/13/1992,11,6.0,Arizona Cardinals / 3rd / 69th pick / 2013
78.0,Erik McCoy,27.0,C,7,7.0,303.0,6-4,Texas A&M,8/27/1997,5,4.0,New Orleans Saints / 2nd / 48th pick / 2019
,Connor McGovern,31.0,C,6,5.0,306.0,6-4,Missouri,4/27/1993,7,2.0,Denver Broncos / 5th / 144th pick / 2016
14.0,Kool-Aid McKinstry,22.0,RCB,15,9.0,199.0,5-11,Alabama,9/30/2002,Rook,3.0,New Orleans Saints / 2nd / 41st pick / 2024
16.0,Bub Means,23.0,WR,7,1.0,215.0,6-2,"Tennessee,Louisiana Tech,Pittsburgh",1/10/2001,Rook,1.0,New Orleans Saints / 5th / 170th pick / 2024
25.0,Kendre Miller,22.0,RB,6,2.0,220.0,6-0,TCU,6/11/2002,1,1.0,New Orleans Saints / 3rd / 71st pick / 2023
33.0,Jordan Mims,25.0,RB,11,0.0,205.0,6-0,Fresno St.,6/16/1999,1,1.0,
87.0,Foster Moreau,27.0,TE,17,17.0,250.0,6-4,LSU,5/6/1997,5,3.0,Oakland Raiders / 4th / 137th pick / 2019
12.0,Chris Olave,24.0,WR,8,8.0,187.0,6-0,Ohio St.,6/27/2000,2,3.0,New Orleans Saints / 1st / 11th pick / 2022
58.0,Anfernee Orji,24.0,LB,16,2.0,230.0,6-2,Vanderbilt,10/6/2000,1,2.0,
62.0,Lucas Patrick,31.0,LG,11,10.0,313.0,6-3,Duke,7/30/1993,7,4.0,
36.0,Rico Payton,25.0,CB,16,0.0,182.0,6-0,"Southern Illinois,Pittsburg St.",11/28/1999,Rook,1.0,
70.0,Trevor Penning,25.0,RT,17,17.0,325.0,6-7,Northern Iowa,5/15/1999,2,8.0,New Orleans Saints / 1st / 19th pick / 2022
