Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Jaire Alexander,GNB,1,29,0,29,1,0.0,2,2,0,0,0,0,0,0,0,9.0,2022,126
Krys Barnes,GNB,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0,9.0,2022,126
Kenny Clark,GNB,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,9.0,2022,126
Adrian Amos,GNB,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,9.0,2022,126
Rasul Douglas,GNB,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,9.0,2022,126
Isaiah McDuffie,GNB,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,9.0,2022,126
Quay Walker,GNB,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,9.0,2022,126
Darnell Savage Jr.,GNB,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,9.0,2022,126
Rashan Gary,GNB,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,9.0,2022,126
Dean Lowry,GNB,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,9.0,2022,126
Eric Wilson,GNB,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,9.0,2022,126
Keisean Nixon,GNB,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,9.0,2022,126
Jarran Reed,GNB,0,0,0,0,0,0.0,2,0,2,0,1,0,0,0,0,9.0,2022,126
Devonte Wyatt,GNB,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,9.0,2022,126
Kingsley Enagbare,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,126
Rudy Ford,GNB,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Jonathan Garvin,GNB,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,9.0,2022,126
Tedarrell Slaton,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,126
Preston Smith,GNB,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Eric Stokes,GNB,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Sammy Watkins,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,126
Kerby Joseph,DET,2,9,0,9,3,0.0,10,5,5,0,0,0,0,0,0,9.0,2022,126
Aidan Hutchinson,DET,1,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0,9.0,2022,126
Derrick Barnes,DET,0,0,0,0,1,1.0,12,4,8,1,1,0,0,0,0,9.0,2022,126
Alex Anzalone,DET,0,0,0,0,0,0.0,7,1,6,0,0,0,0,0,0,9.0,2022,126
DeShon Elliott,DET,0,0,0,0,1,0.0,7,5,2,0,0,0,0,0,0,9.0,2022,126
Will Harris,DET,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0,9.0,2022,126
Jeff Okudah,DET,0,0,0,0,0,0.0,5,5,0,1,0,0,0,0,1,9.0,2022,126
Julian Okwara,DET,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,9.0,2022,126
Malcolm Rodriguez,DET,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,9.0,2022,126
Mike Hughes,DET,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,9.0,2022,126
Jerry Jacobs,DET,0,0,0,0,1,0.0,3,3,0,1,0,0,0,0,0,9.0,2022,126
Josh Paschal,DET,0,0,0,0,0,0.0,3,2,1,0,2,0,0,0,0,9.0,2022,126
John Cominsky,DET,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,9.0,2022,126
Alim McNeill,DET,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,9.0,2022,126
Chris Board,DET,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,9.0,2022,126
Jack Fox,DET,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Benito Jones,DET,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Anthony Pittman,DET,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,126
Dan Skipper,DET,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,9.0,2022,126
Josh Woods,DET,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,9.0,2022,126
Isaiah Buggs,DET,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,9.0,2022,126
C.J. Moore,DET,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,9.0,2022,126
