Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Taylor Heinicke,ATL,2,14,0,11,8.0,2023,111
Desmond Ridder,ATL,3,26,0,23,8.0,2023,111
Jonnu Smith,ATL,0,0,0,0,8.0,2023,111
Bijan Robinson,ATL,11,62,1,25,8.0,2023,111
Tyler Allgeier,ATL,8,31,0,9,8.0,2023,111
Cordarrelle Patterson,ATL,2,7,0,4,8.0,2023,111
KhaDarel Hodge,ATL,0,0,0,0,8.0,2023,111
Drake London,ATL,0,0,0,0,8.0,2023,111
Kyle Pitts,ATL,0,0,0,0,8.0,2023,111
Mack Hollins,ATL,0,0,0,0,8.0,2023,111
Van Jefferson,ATL,0,0,0,0,8.0,2023,111
Scott Miller,ATL,0,0,0,0,8.0,2023,111
MyCole Pruitt,ATL,0,0,0,0,8.0,2023,111
Will Levis,TEN,7,11,0,5,8.0,2023,111
Derrick Henry,TEN,22,101,0,14,8.0,2023,111
Tyjae Spears,TEN,3,27,0,23,8.0,2023,111
Chigoziem Okonkwo,TEN,1,4,0,4,8.0,2023,111
Malik Willis,TEN,2,4,0,4,8.0,2023,111
Amani Hooker,TEN,1,2,0,2,8.0,2023,111
DeAndre Hopkins,TEN,0,0,0,0,8.0,2023,111
Nick Westbrook-Ikhine,TEN,0,0,0,0,8.0,2023,111
Kyle Philips,TEN,0,0,0,0,8.0,2023,111
Treylon Burks,TEN,0,0,0,0,8.0,2023,111
