Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Kirk Cousins,MIN,0,0,8.0,2023,110
Jaren Hall,MIN,1,1,8.0,2023,110
Alexander Mattison,MIN,0,0,8.0,2023,110
Cam Akers,MIN,0,0,8.0,2023,110
Jordan Addison,MIN,0,0,8.0,2023,110
Brandon Powell,MIN,0,0,8.0,2023,110
K.J. Osborn,MIN,0,0,8.0,2023,110
T.J. Hockenson,MIN,0,0,8.0,2023,110
Johnny Mundt,MIN,0,0,8.0,2023,110
C.J. Ham,MIN,0,0,8.0,2023,110
Jordan Love,GNB,1,0,8.0,2023,110
Aaron Jones,GNB,1,0,8.0,2023,110
AJ Dillon,GNB,0,0,8.0,2023,110
Jayden Reed,GNB,0,0,8.0,2023,110
Christian Watson,GNB,0,0,8.0,2023,110
Dontayvion Wicks,GNB,0,0,8.0,2023,110
Romeo Doubs,GNB,0,0,8.0,2023,110
Luke Musgrave,GNB,0,0,8.0,2023,110
