Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Trevor Lawrence,JAX,1,10,0,10,8.0,2023,113
Travis Etienne,JAX,24,79,0,13,8.0,2023,113
Tank Bigsby,JAX,3,9,0,9,8.0,2023,113
D'Ernest Johnson,JAX,2,8,0,4,8.0,2023,113
Evan Engram,JAX,0,0,0,0,8.0,2023,113
Calvin Ridley,JAX,0,0,0,0,8.0,2023,113
Christian Kirk,JAX,0,0,0,0,8.0,2023,113
Luke Farrell,JAX,0,0,0,0,8.0,2023,113
Mitchell Trubisky,PIT,3,18,0,8,8.0,2023,113
Kenny Pickett,PIT,1,10,0,10,8.0,2023,113
Jaylen Warren,PIT,5,19,0,8,8.0,2023,113
Najee Harris,PIT,7,13,0,3,8.0,2023,113
Calvin Austin III,PIT,2,10,0,10,8.0,2023,113
Diontae Johnson,PIT,0,0,0,0,8.0,2023,113
Connor Heyward,PIT,0,0,0,0,8.0,2023,113
George Pickens,PIT,0,0,0,0,8.0,2023,113
Allen Robinson,PIT,0,0,0,0,8.0,2023,113
Rodney Williams,PIT,0,0,0,0,8.0,2023,113
