Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Erik McCoy,C,66,100%,0,0%,6,18%,0,Saints,8.0,2023,112
Max Garcia,G,66,100%,0,0%,6,18%,0,Saints,8.0,2023,112
Cesar Ruiz,G,66,100%,0,0%,6,18%,0,Saints,8.0,2023,112
Ryan Ramczyk,T,66,100%,0,0%,6,18%,0,Saints,8.0,2023,112
Andrus Peat,G,66,100%,0,0%,6,18%,0,Saints,8.0,2023,112
Derek Carr,QB,55,83%,0,0%,0,0%,0,Saints,8.0,2023,112
Chris Olave,WR,49,74%,0,0%,0,0%,0,Saints,8.0,2023,112
Foster Moreau,TE,46,70%,0,0%,10,29%,0,Saints,8.0,2023,112
Michael Thomas,WR,44,67%,0,0%,0,0%,0,Saints,8.0,2023,112
Juwan Johnson,TE,40,61%,0,0%,1,3%,0,Saints,8.0,2023,112
Alvin Kamara,RB,38,58%,0,0%,0,0%,0,Saints,8.0,2023,112
Taysom Hill,QB,29,44%,0,0%,15,44%,0,Saints,8.0,2023,112
Lynn Bowden Jr.,WR,24,36%,0,0%,6,18%,0,Saints,8.0,2023,112
Rashid Shaheed,WR,18,27%,0,0%,11,32%,0,Saints,8.0,2023,112
Jamaal Williams,RB,15,23%,0,0%,0,0%,0,Saints,8.0,2023,112
Landon Young,T,13,20%,0,0%,6,18%,0,Saints,8.0,2023,112
Kendre Miller,RB,9,14%,0,0%,0,0%,0,Saints,8.0,2023,112
A.T. Perry,WR,8,12%,0,0%,0,0%,0,Saints,8.0,2023,112
Khalen Saunders,DT,5,8%,29,41%,0,0%,0,Saints,8.0,2023,112
Trevor Penning,T,3,5%,0,0%,6,18%,0,Saints,8.0,2023,112
Jordan Howden,SS,0,0%,71,100%,12,35%,0,Saints,8.0,2023,112
Demario Davis,LB,0,0%,71,100%,0,0%,0,Saints,8.0,2023,112
Paulson Adebo,CB,0,0%,71,100%,0,0%,0,Saints,8.0,2023,112
Tyrann Mathieu,FS,0,0%,70,99%,0,0%,0,Saints,8.0,2023,112
Marshon Lattimore,CB,0,0%,69,97%,0,0%,0,Saints,8.0,2023,112
Alontae Taylor,CB,0,0%,67,94%,6,18%,0,Saints,8.0,2023,112
Pete Werner,LB,0,0%,60,85%,0,0%,0,Saints,8.0,2023,112
Carl Granderson,DE,0,0%,58,82%,6,18%,0,Saints,8.0,2023,112
Cameron Jordan,DE,0,0%,58,82%,0,0%,0,Saints,8.0,2023,112
Bryan Bresee,DT,0,0%,36,51%,6,18%,0,Saints,8.0,2023,112
Nathan Shepherd,DT,0,0%,35,49%,6,18%,0,Saints,8.0,2023,112
Tanoh Kpassagnon,DE,0,0%,26,37%,6,18%,0,Saints,8.0,2023,112
Malcolm Roach,DT,0,0%,24,34%,6,18%,0,Saints,8.0,2023,112
Lonnie Johnson Jr.,CB,0,0%,19,27%,25,74%,0,Saints,8.0,2023,112
Isaiah Foskey,DE,0,0%,10,14%,22,65%,0,Saints,8.0,2023,112
Ugo Amadi,FS,0,0%,3,4%,7,21%,0,Saints,8.0,2023,112
Zack Baun,LB,0,0%,2,3%,28,82%,0,Saints,8.0,2023,112
Isaac Yiadom,CB,0,0%,2,3%,27,79%,0,Saints,8.0,2023,112
J.T. Gray,SS,0,0%,0,0%,28,82%,0,Saints,8.0,2023,112
D'Marco Jackson,LB,0,0%,0,0%,28,82%,0,Saints,8.0,2023,112
Nephi Sewell,LB,0,0%,0,0%,22,65%,0,Saints,8.0,2023,112
Ty Summers,LB,0,0%,0,0%,21,62%,0,Saints,8.0,2023,112
Blake Grupe,K,0,0%,0,0%,13,38%,0,Saints,8.0,2023,112
Lou Hedley,P,0,0%,0,0%,10,29%,0,Saints,8.0,2023,112
Zach Wood,LS,0,0%,0,0%,10,29%,0,Saints,8.0,2023,112
