Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jalen Hurts,PHI,0,0,0,0,0,8.0,2023,116
D'Andre Swift,PHI,3,2,7,0,5,8.0,2023,116
A.J. Brown,PHI,8,8,130,2,25,8.0,2023,116
DeVonta Smith,PHI,7,7,99,1,38,8.0,2023,116
Dallas Goedert,PHI,7,4,36,0,16,8.0,2023,116
Julio Jones,PHI,2,1,8,1,8,8.0,2023,116
Olamide Zaccheaus,PHI,2,1,5,0,5,8.0,2023,116
Boston Scott,PHI,1,1,4,0,4,8.0,2023,116
Kenneth Gainwell,PHI,5,5,30,0,17,8.0,2023,116
Sam Howell,WAS,0,0,0,0,0,8.0,2023,116
Brian Robinson Jr.,WAS,2,2,20,0,11,8.0,2023,116
Antonio Gibson,WAS,5,5,28,0,16,8.0,2023,116
Jahan Dotson,WAS,10,8,108,1,23,8.0,2023,116
Jamison Crowder,WAS,7,7,95,1,26,8.0,2023,116
Terry McLaurin,WAS,12,5,63,1,26,8.0,2023,116
Logan Thomas,WAS,8,6,44,1,16,8.0,2023,116
Curtis Samuel,WAS,4,4,22,0,9,8.0,2023,116
John Bates,WAS,1,1,17,0,17,8.0,2023,116
Byron Pringle,WAS,1,0,0,0,0,8.0,2023,116
Dyami Brown,WAS,0,0,0,0,0,8.0,2023,116
Alex Armah,WAS,1,1,0,0,0,8.0,2023,116
