Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Laremy Tunsil,T,65,100%,0,0%,5,19%,0,Texans,7.0,2022,103
A.J. Cann,G,65,100%,0,0%,5,19%,0,Texans,7.0,2022,103
Davis Mills,QB,65,100%,0,0%,0,0%,0,Texans,7.0,2022,103
Scott Quessenberry,C,65,100%,0,0%,0,0%,0,Texans,7.0,2022,103
Tytus Howard,T,64,98%,0,0%,5,19%,0,Texans,7.0,2022,103
Brandin Cooks,WR,58,89%,0,0%,0,0%,0,Texans,7.0,2022,103
Kenyon Green,G,51,78%,0,0%,5,19%,0,Texans,7.0,2022,103
Chris Moore,WR,36,55%,0,0%,0,0%,0,Texans,7.0,2022,103
Phillip Dorsett,WR,35,54%,0,0%,0,0%,0,Texans,7.0,2022,103
Dameon Pierce,RB,34,52%,0,0%,0,0%,0,Texans,7.0,2022,103
Brevin Jordan,TE,30,46%,0,0%,6,22%,0,Texans,7.0,2022,103
Nico Collins,WR,30,46%,0,0%,0,0%,0,Texans,7.0,2022,103
O.J. Howard,TE,29,45%,0,0%,5,19%,0,Texans,7.0,2022,103
Jordan Akins,TE,26,40%,0,0%,1,4%,0,Texans,7.0,2022,103
Rex Burkhead,RB,23,35%,0,0%,0,0%,0,Texans,7.0,2022,103
Justin McCray,C,14,22%,0,0%,5,19%,0,Texans,7.0,2022,103
Troy Hairston,FB,11,17%,0,0%,15,56%,0,Texans,7.0,2022,103
Dare Ogunbowale,RB,8,12%,0,0%,16,59%,0,Texans,7.0,2022,103
Charlie Heck,T,6,9%,0,0%,5,19%,0,Texans,7.0,2022,103
Jonathan Owens,FS,0,0%,56,100%,3,11%,0,Texans,7.0,2022,103
Steven Nelson,CB,0,0%,56,100%,0,0%,0,Texans,7.0,2022,103
Derek Stingley Jr.,CB,0,0%,56,100%,0,0%,0,Texans,7.0,2022,103
Christian Kirksey,LB,0,0%,56,100%,0,0%,0,Texans,7.0,2022,103
Jalen Pitre,FS,0,0%,45,80%,0,0%,0,Texans,7.0,2022,103
Desmond King,CB,0,0%,38,68%,6,22%,0,Texans,7.0,2022,103
Christian Harris,LB,0,0%,38,68%,0,0%,0,Texans,7.0,2022,103
Roy Lopez,DT,0,0%,36,64%,11,41%,0,Texans,7.0,2022,103
Kurt Hinish,DT,0,0%,33,59%,6,22%,0,Texans,7.0,2022,103
Rasheem Green,DE,0,0%,33,59%,6,22%,0,Texans,7.0,2022,103
Jerry Hughes,DE,0,0%,32,57%,0,0%,0,Texans,7.0,2022,103
Mario Addison,DE,0,0%,29,52%,0,0%,0,Texans,7.0,2022,103
Thomas Booker,DT,0,0%,27,48%,5,19%,0,Texans,7.0,2022,103
Ogbonnia Okoronkwo,DE,0,0%,21,38%,0,0%,0,Texans,7.0,2022,103
Garret Wallow,LB,0,0%,18,32%,10,37%,0,Texans,7.0,2022,103
Kamu Grugier-Hill,LB,0,0%,18,32%,0,0%,0,Texans,7.0,2022,103
Eric Murray,FS,0,0%,11,20%,22,81%,0,Texans,7.0,2022,103
Maliek Collins,DT,0,0%,10,18%,1,4%,0,Texans,7.0,2022,103
Blake Cashman,LB,0,0%,3,5%,22,81%,0,Texans,7.0,2022,103
Neville Hewitt,LB,0,0%,0,0%,22,81%,0,Texans,7.0,2022,103
Jalen Reeves-Maybin,LB,0,0%,0,0%,22,81%,0,Texans,7.0,2022,103
Tremon Smith,CB,0,0%,0,0%,22,81%,0,Texans,7.0,2022,103
M.J. Stewart,SS,0,0%,0,0%,22,81%,0,Texans,7.0,2022,103
Grayland Arnold,DB,0,0%,0,0%,22,81%,0,Texans,7.0,2022,103
Ka'imi Fairbairn,K,0,0%,0,0%,10,37%,0,Texans,7.0,2022,103
Jon Weeks,LS,0,0%,0,0%,6,22%,0,Texans,7.0,2022,103
Cameron Johnston,P,0,0%,0,0%,6,22%,0,Texans,7.0,2022,103
