Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Marcus Mariota,ATL,0,0,0,0,0,7.0,2022,96
Tyler Allgeier,ATL,0,0,0,0,0,7.0,2022,96
Caleb Huntley,ATL,0,0,0,0,0,7.0,2022,96
Avery Williams,ATL,1,0,0,0,0,7.0,2022,96
Damiere Byrd,ATL,1,1,75,1,75,7.0,2022,96
Olamide Zaccheaus,ATL,4,3,31,0,12,7.0,2022,96
Drake London,ATL,1,1,9,0,9,7.0,2022,96
Kyle Pitts,ATL,5,3,9,0,7,7.0,2022,96
Joe Burrow,CIN,0,0,0,0,0,7.0,2022,96
Joe Mixon,CIN,3,3,33,0,22,7.0,2022,96
Tyler Boyd,CIN,9,8,155,1,60,7.0,2022,96
Ja'Marr Chase,CIN,11,8,130,2,41,7.0,2022,96
Tee Higgins,CIN,7,5,93,0,25,7.0,2022,96
Hayden Hurst,CIN,8,6,48,0,14,7.0,2022,96
Mitchell Wilcox,CIN,2,2,14,0,8,7.0,2022,96
Samaje Perine,CIN,2,2,8,0,6,7.0,2022,96
