Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Kyler Murray,ARI,26,36,307,15,41.7,283,7.9,211,8.1,5.9,96,3.7,0,0.0%,2,6.1%,0,10,7,1,8,21.1%,2,5.5,8.0,2024,114
Tua Tagovailoa,MIA,28,38,234,15,38.5,192,5.1,104,3.7,2.7,130,4.6,3,7.9%,3,7.9%,1,2,1,3,5,12.5%,1,13.0,8.0,2024,114
