#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DET 30,3,2:03,5,Punt,1,Lions,8.0,2024,109
2,1,10:59,TEN 23,2,0:28,23,Touchdown,1,Lions,8.0,2024,109
3,1,8:15,DET 17,4,1:55,-3,Punt,1,Lions,8.0,2024,109
4,1,4:07,DET 30,1,0:10,70,Touchdown,1,Lions,8.0,2024,109
5,2,14:18,TEN 25,3,1:27,25,Touchdown,1,Lions,8.0,2024,109
6,2,12:39,TEN 12,4,1:02,12,Touchdown,1,Lions,8.0,2024,109
7,2,6:17,TEN 22,7,3:59,22,Touchdown,1,Lions,8.0,2024,109
8,2,0:17,DET 1,1,0:17,1,End of Half,1,Lions,8.0,2024,109
9,3,11:50,DET 17,6,4:07,8,Punt,1,Lions,8.0,2024,109
10,3,7:37,TEN 26,3,1:25,26,Touchdown,1,Lions,8.0,2024,109
11,3,5:08,DET 19,8,4:00,48,Field Goal,1,Lions,8.0,2024,109
12,4,12:52,DET 22,3,2:00,3,Punt,1,Lions,8.0,2024,109
13,4,8:15,DET 28,3,1:30,6,Punt,1,Lions,8.0,2024,109
