Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA,week,year,game_id
1.0,4:21,1.0,20.0,BAL 40,0.0,0.0,Jameis Winston pass complete deep middle to Elijah Moore for 16 yards (tackle by Eddie Jackson),2.92,3.84,8.0,2024,112
1.0,3:36,2.0,4.0,BAL 24,0.0,0.0,Nick Chubb left guard for -1 yards (tackle by Tavius Robinson and Malik Harrison),3.84,3.01,8.0,2024,112
1.0,2:52,3.0,5.0,BAL 25,0.0,0.0,Jameis Winston pass complete short right to Cedric Tillman for 12 yards (tackle by Jalyn Armour-Davis and Eddie Jackson),3.01,4.71,8.0,2024,112
1.0,2:09,1.0,10.0,BAL 13,0.0,0.0,Jameis Winston pass incomplete short left intended for Elijah Moore,4.71,4.05,8.0,2024,112
1.0,2:02,2.0,10.0,BAL 13,0.0,0.0,Nick Chubb left guard for 4 yards (tackle by Kyle Hamilton),4.05,3.88,8.0,2024,112
1.0,1:24,3.0,6.0,BAL 9,0.0,0.0,Jameis Winston pass complete short right to Cedric Tillman for no gain (tackle by Kyle Hamilton and Jalyn Armour-Davis),3.88,2.85,8.0,2024,112
1.0,0:40,4.0,6.0,BAL 9,0.0,3.0,Dustin Hopkins 28 yard field goal good,2.85,3.0,8.0,2024,112
1.0,0:37,,,CLE 35,0.0,3.0,"Dustin Hopkins kicks off 60 yards, returned by Chris Collier for 24 yards (tackle by Ogbonnia Okoronkwo and Khaleke Hudson)",0.0,0.87,8.0,2024,112
1.0,0:33,1.0,10.0,BAL 29,0.0,3.0,Derrick Henry right end for no gain (tackle by Grant Delpit and Myles Garrett),0.87,0.33,8.0,2024,112
2.0,15:00,2.0,10.0,BAL 29,0.0,3.0,Lamar Jackson scrambles right end for 12 yards (tackle by Isaiah McGuire),0.33,1.66,8.0,2024,112
2.0,14:17,1.0,10.0,BAL 41,0.0,3.0,Derrick Henry left guard for 39 yards (tackle by Juan Thornhill),1.66,4.24,8.0,2024,112
2.0,13:27,1.0,10.0,CLE 20,0.0,3.0,Justice Hill left guard for no gain (tackle by Ogbonnia Okoronkwo and Za'Darius Smith),4.24,3.69,8.0,2024,112
2.0,12:46,2.0,10.0,CLE 20,0.0,3.0,Lamar Jackson sacked by Ogbonnia Okoronkwo for -11 yards,3.69,1.55,8.0,2024,112
2.0,12:04,3.0,21.0,CLE 31,0.0,3.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.55,1.32,8.0,2024,112
2.0,11:56,4.0,21.0,CLE 31,3.0,3.0,Justin Tucker 49 yard field goal good,1.32,3.0,8.0,2024,112
2.0,11:51,,,BAL 35,3.0,3.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,112
2.0,11:51,1.0,10.0,CLE 30,3.0,3.0,Nick Chubb left guard for 15 yards (tackle by Kyle Hamilton and Eddie Jackson),0.94,1.93,8.0,2024,112
2.0,11:17,1.0,10.0,CLE 45,3.0,3.0,Jameis Winston pass complete short right to Cedric Tillman for 6 yards (tackle by Eddie Jackson),1.93,2.19,8.0,2024,112
2.0,10:42,2.0,4.0,BAL 49,3.0,3.0,Jameis Winston pass incomplete short left intended for David Njoku (defended by Kyle Hamilton),2.19,1.49,8.0,2024,112
2.0,10:38,3.0,4.0,BAL 49,3.0,3.0,Jameis Winston pass incomplete short left intended for Elijah Moore (defended by Broderick Washington),1.49,0.0,8.0,2024,112
2.0,10:32,4.0,4.0,BAL 49,3.0,3.0,"Corey Bojorquez punts 36 yards, fair catch by Tylan Wallace at BAL-13",0.0,0.32,8.0,2024,112
2.0,10:26,1.0,10.0,BAL 13,3.0,3.0,Lamar Jackson pass incomplete short middle intended for Charlie Kolar (defended by Mohamoud Diabate),-0.32,-0.77,8.0,2024,112
2.0,10:22,2.0,10.0,BAL 13,3.0,3.0,Lamar Jackson up the middle for 1 yard (tackle by Isaiah McGuire),-0.77,-1.3,8.0,2024,112
2.0,9:39,3.0,9.0,BAL 14,3.0,3.0,Lamar Jackson pass incomplete deep middle intended for Nelson Agholor (defended by Denzel Ward),-1.3,-2.47,8.0,2024,112
2.0,9:32,4.0,9.0,BAL 14,3.0,3.0,"Jordan Stout punts 60 yards, returned by Jaelon Darden for 7 yards (tackle by Chris Board)",-2.47,-1.14,8.0,2024,112
2.0,9:20,1.0,10.0,CLE 33,3.0,3.0,Jameis Winston pass complete deep left to Elijah Moore for 19 yards,1.14,2.39,8.0,2024,112
2.0,8:51,1.0,10.0,BAL 48,3.0,3.0,"Jameis Winston pass incomplete short left intended for Elijah Moore. Penalty on Trenton Simpson: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.39,2.72,8.0,2024,112
2.0,8:48,1.0,10.0,BAL 43,3.0,3.0,Nick Chubb left tackle for 8 yards (tackle by Ar'Darius Washington),2.72,3.26,8.0,2024,112
2.0,8:11,2.0,2.0,BAL 35,3.0,3.0,D'Onta Foreman left guard for 8 yards (tackle by Roquan Smith),3.26,3.78,8.0,2024,112
2.0,7:34,1.0,10.0,BAL 27,3.0,3.0,D'Onta Foreman right tackle for 7 yards (tackle by Eddie Jackson),3.78,4.18,8.0,2024,112
2.0,6:55,2.0,3.0,BAL 20,3.0,3.0,Nick Chubb up the middle for -1 yards (tackle by Ar'Darius Washington),4.18,3.34,8.0,2024,112
2.0,6:13,3.0,4.0,BAL 21,3.0,3.0,"Penalty on Dawand Jones: False Start, 5 yards (accepted) (no play)",3.34,2.68,8.0,2024,112
2.0,5:52,3.0,9.0,BAL 26,3.0,3.0,Jameis Winston pass complete short left to Cedric Tillman for 9 yards (tackle by Brandon Stephens),2.68,4.44,8.0,2024,112
2.0,5:09,1.0,10.0,BAL 17,3.0,3.0,Jameis Winston pass complete short right to Pierre Strong for 3 yards (tackle by Kyle Van Noy and Arthur Maulet),4.44,4.32,8.0,2024,112
2.0,4:32,2.0,7.0,BAL 14,3.0,3.0,Nick Chubb left end for -1 yards (tackle by Brandon Stephens and Odafe Oweh),4.32,3.34,8.0,2024,112
2.0,3:51,3.0,8.0,BAL 15,3.0,3.0,Jameis Winston pass incomplete short left intended for Jordan Akins (defended by Kyle Hamilton),3.34,2.44,8.0,2024,112
2.0,3:45,4.0,8.0,BAL 15,3.0,6.0,Dustin Hopkins 33 yard field goal good,2.44,3.0,8.0,2024,112
2.0,3:41,,,CLE 35,3.0,6.0,"Dustin Hopkins kicks off 55 yards, returned by Chris Collier for 19 yards (tackle by Grant Delpit). Penalty on Malik Harrison: Defensive Holding, 10 yards (declined) . Penalty on Trenton Simpson: Defensive Holding, 10 yards (accepted)",0.0,0.15,8.0,2024,112
2.0,3:31,1.0,10.0,BAL 19,3.0,6.0,Lamar Jackson pass incomplete short left intended for Zay Flowers (defended by Juan Thornhill),0.15,-0.39,8.0,2024,112
2.0,3:30,2.0,10.0,BAL 19,3.0,6.0,"Lamar Jackson up the middle for no gain (tackle by Juan Thornhill). Penalty on Tyler Linderbaum: Offensive Holding, 9 yards (accepted) (no play)",-0.39,-1.44,8.0,2024,112
2.0,2:59,2.0,19.0,BAL 10,3.0,6.0,Lamar Jackson pass complete short middle to Mark Andrews for 5 yards (tackle by Ogbonnia Okoronkwo),-1.44,-1.76,8.0,2024,112
2.0,2:16,3.0,14.0,BAL 15,3.0,6.0,Lamar Jackson pass incomplete deep middle intended for Zay Flowers (defended by Rodney McLeod),-1.76,-2.44,8.0,2024,112
2.0,2:08,4.0,14.0,BAL 15,3.0,6.0,"Jordan Stout punts 55 yards, returned by Jaelon Darden for 12 yards (tackle by Tylan Wallace)",-2.44,-1.73,8.0,2024,112
2.0,1:58,1.0,10.0,CLE 42,3.0,6.0,Nick Chubb left guard for no gain (tackle by Odafe Oweh),1.73,1.19,8.0,2024,112
2.0,1:20,2.0,10.0,CLE 42,3.0,6.0,"Penalty on Wyatt Teller: False Start, 5 yards (accepted) (no play)",1.19,0.51,8.0,2024,112
2.0,1:20,2.0,15.0,CLE 37,3.0,6.0,Jameis Winston pass incomplete short middle intended for Jerry Jeudy,0.51,-0.16,8.0,2024,112
2.0,1:14,3.0,15.0,CLE 37,3.0,6.0,"Jameis Winston sacked by Kyle Hamilton for -12 yards. Jameis Winston fumbles (forced by Kyle Hamilton), recovered by Trenton Simpson at CLE-25",-0.16,-3.91,8.0,2024,112
2.0,1:08,1.0,10.0,CLE 25,3.0,6.0,Lamar Jackson pass complete short middle to Nelson Agholor for 14 yards (tackle by Rodney McLeod),3.91,4.84,8.0,2024,112
2.0,0:31,1.0,10.0,CLE 11,9.0,6.0,"Lamar Jackson pass complete short right to Nelson Agholor for 11 yards, touchdown",4.84,7.0,8.0,2024,112
2.0,0:27,,,CLE 15,10.0,6.0,Justin Tucker kicks extra point good,0.0,0.0,8.0,2024,112
2.0,0:27,,,BAL 35,10.0,6.0,"Justin Tucker kicks off 57 yards, returned by Pierre Strong for 18 yards (tackle by Sanoussi Kane)",0.0,0.67,8.0,2024,112
2.0,0:23,1.0,10.0,CLE 26,10.0,6.0,Jameis Winston sacked by and Tavius Robinson for -1 yards and Yannick Ngakoue for -1 yards,0.67,-0.01,8.0,2024,112
3.0,15:00,,,BAL 35,10.0,6.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,112
3.0,15:00,1.0,10.0,CLE 30,10.0,6.0,Jameis Winston pass complete short right to Jerry Jeudy for 14 yards (tackle by Jalyn Armour-Davis),0.94,1.86,8.0,2024,112
3.0,14:23,1.0,10.0,CLE 44,10.0,6.0,Nick Chubb left guard for -1 yards (tackle by Nnamdi Madubuike and Kyle Van Noy),1.86,1.18,8.0,2024,112
3.0,13:56,2.0,11.0,CLE 43,10.0,6.0,Jameis Winston pass complete short middle to David Njoku for 7 yards (tackle by Roquan Smith and Eddie Jackson),1.18,1.42,8.0,2024,112
3.0,13:13,3.0,4.0,CLE 50,10.0,6.0,Jameis Winston pass complete short right to Elijah Moore for 17 yards,1.42,3.38,8.0,2024,112
3.0,12:37,1.0,10.0,BAL 33,10.0,6.0,Jameis Winston pass complete short right to Jerry Jeudy for 5 yards (tackle by Jalyn Armour-Davis),3.38,3.51,8.0,2024,112
3.0,12:04,2.0,5.0,BAL 28,10.0,6.0,D'Onta Foreman right end for 4 yards (tackle by Roquan Smith),3.51,3.34,8.0,2024,112
3.0,11:29,3.0,1.0,BAL 24,10.0,6.0,Jameis Winston right guard for 1 yard (tackle by Roquan Smith),3.34,4.04,8.0,2024,112
3.0,10:52,1.0,10.0,BAL 23,10.0,12.0,"Jameis Winston pass complete deep right to David Njoku for 23 yards, touchdown",4.04,7.0,8.0,2024,112
3.0,10:46,,,BAL 15,10.0,13.0,Dustin Hopkins kicks extra point good,0.0,0.0,8.0,2024,112
3.0,10:46,,,CLE 35,10.0,13.0,"Dustin Hopkins kicks off 63 yards, returned by Chris Collier for 24 yards (tackle by Mohamoud Diabate and Tony Brown)",0.0,0.67,8.0,2024,112
3.0,10:41,1.0,10.0,BAL 26,10.0,13.0,Lamar Jackson sacked by Jeremiah Owusu-Koramoah for -4 yards,0.67,-0.41,8.0,2024,112
3.0,9:57,2.0,14.0,BAL 22,10.0,13.0,"Lamar Jackson pass incomplete deep right intended for Mark Andrews. Penalty on Greg Newsome: Defensive Pass Interference, 29 yards (accepted) (no play)",-0.41,2.32,8.0,2024,112
3.0,9:48,1.0,10.0,CLE 49,10.0,13.0,Lamar Jackson right end for 7 yards (tackle by Greg Newsome),2.32,2.73,8.0,2024,112
3.0,9:07,2.0,3.0,CLE 42,10.0,13.0,Derrick Henry up the middle for -2 yards (tackle by Mohamoud Diabate and Dalvin Tomlinson),2.73,1.75,8.0,2024,112
3.0,8:23,3.0,5.0,CLE 44,10.0,13.0,Lamar Jackson pass incomplete short middle intended for Nelson Agholor,1.75,0.33,8.0,2024,112
3.0,8:19,4.0,5.0,CLE 44,10.0,13.0,Jordan Stout punts 30 yards downed by Sanoussi Kane,0.33,0.28,8.0,2024,112
3.0,8:08,1.0,10.0,CLE 14,10.0,13.0,Jameis Winston pass incomplete short right intended for Nick Chubb (defended by Kyle Van Noy),-0.28,-0.75,8.0,2024,112
3.0,8:05,2.0,10.0,CLE 14,10.0,13.0,Jameis Winston pass incomplete short right intended for David Njoku,-0.75,-1.4,8.0,2024,112
3.0,7:58,3.0,10.0,CLE 14,10.0,13.0,Jameis Winston pass incomplete deep left intended for Cedric Tillman,-1.4,-2.47,8.0,2024,112
3.0,7:52,4.0,10.0,CLE 14,10.0,13.0,"Corey Bojorquez punts 58 yards, returned by Tylan Wallace for 10 yards (tackle by Winston Reid and D'Anthony Bell)",-2.47,-1.47,8.0,2024,112
3.0,7:41,1.0,10.0,BAL 38,10.0,13.0,Lamar Jackson pass complete deep left to Zay Flowers for 25 yards (tackle by Martin Emerson),1.47,3.12,8.0,2024,112
3.0,6:59,1.0,10.0,CLE 37,10.0,13.0,Derrick Henry up the middle for 5 yards (tackle by Mohamoud Diabate and Jeremiah Owusu-Koramoah),3.12,3.25,8.0,2024,112
3.0,6:23,2.0,5.0,CLE 32,10.0,13.0,Lamar Jackson pass complete short right to Derrick Henry for 4 yards (tackle by Mohamoud Diabate),3.25,3.07,8.0,2024,112
3.0,5:56,3.0,1.0,CLE 28,10.0,13.0,"Penalty on Charlie Kolar: False Start, 5 yards (accepted) (no play)",3.07,2.41,8.0,2024,112
3.0,5:45,3.0,6.0,CLE 33,10.0,13.0,Lamar Jackson pass complete short left to Isaiah Likely for 25 yards (tackle by Jeremiah Owusu-Koramoah),2.41,5.37,8.0,2024,112
3.0,5:21,1.0,8.0,CLE 8,10.0,13.0,Lamar Jackson pass complete short middle to Isaiah Likely for 1 yard (tackle by Shelby Harris and Grant Delpit),5.37,4.76,8.0,2024,112
3.0,4:47,2.0,7.0,CLE 7,16.0,13.0,"Lamar Jackson pass complete short right to Mark Andrews for 7 yards, touchdown",4.76,7.0,8.0,2024,112
3.0,4:42,,,CLE 15,17.0,13.0,Justin Tucker kicks extra point good,0.0,0.0,8.0,2024,112
3.0,4:42,,,BAL 35,17.0,13.0,"Justin Tucker kicks off 60 yards, returned by Pierre Strong for 23 yards (tackle by Sanoussi Kane and Charlie Kolar)",0.0,0.81,8.0,2024,112
3.0,4:37,1.0,10.0,CLE 28,17.0,13.0,Nick Chubb right tackle for 8 yards (tackle by Kyle Hamilton),0.81,1.34,8.0,2024,112
3.0,4:05,2.0,2.0,CLE 36,17.0,13.0,Nick Chubb up the middle for 7 yards (tackle by Trenton Simpson),1.34,1.8,8.0,2024,112
3.0,3:30,1.0,10.0,CLE 43,17.0,13.0,Jameis Winston pass complete short right to Jerry Jeudy for 30 yards (tackle by Brandon Stephens),1.8,3.78,8.0,2024,112
3.0,2:47,1.0,10.0,BAL 27,17.0,13.0,Jameis Winston pass incomplete deep left intended for Jerry Jeudy,3.78,3.23,8.0,2024,112
3.0,2:43,2.0,10.0,BAL 27,17.0,13.0,D'Onta Foreman left guard for 5 yards (tackle by Brandon Stephens),3.23,3.2,8.0,2024,112
3.0,2:06,3.0,5.0,BAL 22,17.0,19.0,"Jameis Winston pass complete short right to Cedric Tillman for 22 yards, touchdown",3.2,7.0,8.0,2024,112
3.0,2:01,,,BAL 15,17.0,20.0,Dustin Hopkins kicks extra point good,0.0,0.0,8.0,2024,112
3.0,2:01,,,CLE 35,17.0,20.0,"Dustin Hopkins kicks off 60 yards, returned by Chris Collier for 24 yards (tackle by Michael Hall and Nathaniel Watson)",0.0,0.87,8.0,2024,112
3.0,1:56,1.0,10.0,BAL 29,17.0,20.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,0.87,0.33,8.0,2024,112
3.0,1:51,2.0,10.0,BAL 29,17.0,20.0,"Zay Flowers left end for no gain (tackle by Mohamoud Diabate). Penalty on Mohamoud Diabate: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.33,1.86,8.0,2024,112
3.0,1:32,1.0,10.0,BAL 44,17.0,20.0,Lamar Jackson sacked by Za'Darius Smith for -11 yards,1.86,-0.17,8.0,2024,112
3.0,0:50,2.0,21.0,BAL 33,17.0,20.0,Derrick Henry right tackle for 10 yards (tackle by Devin Bush and Jeremiah Owusu-Koramoah),-0.17,0.5,8.0,2024,112
3.0,0:22,3.0,11.0,BAL 43,17.0,20.0,"Lamar Jackson pass complete short left to Zay Flowers for 12 yards (tackle by Martin Emerson). Penalty on Martin Emerson: Defensive Holding, 5 yards (declined)",0.5,2.59,8.0,2024,112
4.0,15:00,1.0,10.0,CLE 45,17.0,20.0,Derrick Henry right guard for 4 yards (tackle by Za'Darius Smith and Mohamoud Diabate),2.59,2.58,8.0,2024,112
4.0,14:25,2.0,6.0,CLE 41,17.0,20.0,Lamar Jackson pass complete short right to Isaiah Likely for 7 yards (tackle by Grant Delpit),2.58,3.31,8.0,2024,112
4.0,13:48,1.0,10.0,CLE 34,17.0,20.0,Derrick Henry right end for 7 yards (tackle by Devin Bush and Grant Delpit),3.31,3.72,8.0,2024,112
4.0,13:11,2.0,3.0,CLE 27,17.0,20.0,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",3.72,3.04,8.0,2024,112
4.0,13:11,2.0,8.0,CLE 32,17.0,20.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman (defended by Shelby Harris),3.04,2.35,8.0,2024,112
4.0,13:08,3.0,8.0,CLE 32,17.0,20.0,Lamar Jackson pass incomplete short left intended for Rashod Bateman,2.35,1.24,8.0,2024,112
4.0,13:03,4.0,8.0,CLE 32,17.0,20.0,Justin Tucker 50 yard field goal no good,1.24,-1.6,8.0,2024,112
4.0,12:58,1.0,10.0,CLE 40,17.0,20.0,Nick Chubb left tackle for no gain (tackle by Trenton Simpson and Tavius Robinson),1.6,1.05,8.0,2024,112
4.0,12:20,2.0,10.0,CLE 40,17.0,20.0,Jameis Winston pass incomplete deep middle intended for Cedric Tillman (defended by Eddie Jackson),1.05,0.37,8.0,2024,112
4.0,12:14,3.0,10.0,CLE 40,17.0,20.0,Jameis Winston pass complete short right to Elijah Moore for 2 yards (tackle by Eddie Jackson),0.37,-0.59,8.0,2024,112
4.0,11:38,4.0,8.0,CLE 42,17.0,20.0,"Corey Bojorquez punts 52 yards, fair catch by Tylan Wallace at BAL-6",-0.59,0.38,8.0,2024,112
4.0,11:31,1.0,10.0,BAL 6,17.0,20.0,Lamar Jackson pass complete short left to Zay Flowers for 6 yards (tackle by Rodney McLeod),-0.38,-0.34,8.0,2024,112
4.0,11:07,2.0,4.0,BAL 12,17.0,20.0,Lamar Jackson up the middle for 2 yards (tackle by Mohamoud Diabate and Maurice Hurst),-0.34,-0.48,8.0,2024,112
4.0,10:43,3.0,2.0,BAL 14,17.0,20.0,"Lamar Jackson pass incomplete deep middle intended for Isaiah Likely. Penalty on Myles Garrett: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-0.48,0.15,8.0,2024,112
4.0,10:39,1.0,10.0,BAL 19,17.0,20.0,Lamar Jackson left end for 5 yards (tackle by Grant Delpit),0.15,0.34,8.0,2024,112
4.0,10:13,2.0,5.0,BAL 24,17.0,20.0,Lamar Jackson up the middle for -9 yards (tackle by Za'Darius Smith),0.34,-1.76,8.0,2024,112
4.0,9:29,3.0,14.0,BAL 15,17.0,20.0,Lamar Jackson pass incomplete deep middle intended for Rashod Bateman,-1.76,-2.44,8.0,2024,112
4.0,9:18,4.0,14.0,BAL 15,17.0,20.0,"Jordan Stout punts 64 yards, returned by Jaelon Darden for 17 yards (tackle by Chris Board)",-2.44,-1.47,8.0,2024,112
4.0,9:06,1.0,10.0,CLE 38,17.0,20.0,Jameis Winston pass complete short right to Geoff Swaim for 7 yards (tackle by Eddie Jackson),1.47,1.87,8.0,2024,112
4.0,8:33,2.0,3.0,CLE 45,17.0,20.0,D'Onta Foreman up the middle for 2 yards (tackle by Malik Harrison and Roquan Smith),1.87,1.42,8.0,2024,112
4.0,8:02,3.0,1.0,CLE 47,17.0,20.0,Jameis Winston up the middle for 1 yard (tackle by Malik Harrison and Roquan Smith),1.42,2.13,8.0,2024,112
4.0,7:17,1.0,10.0,CLE 48,17.0,20.0,Jameis Winston pass complete short left to Elijah Moore for 15 yards (tackle by Brandon Stephens),2.13,3.12,8.0,2024,112
4.0,6:39,1.0,10.0,BAL 37,17.0,20.0,Nick Chubb left end for no gain (tackle by Nnamdi Madubuike),3.12,2.57,8.0,2024,112
4.0,6:06,2.0,10.0,BAL 37,17.0,20.0,Jameis Winston pass complete short right to David Njoku for 8 yards (tackle by Roquan Smith),2.57,2.94,8.0,2024,112
4.0,5:44,3.0,2.0,BAL 29,17.0,20.0,Nick Chubb up the middle for -1 yards (tackle by Trenton Simpson and Eddie Jackson),2.94,1.48,8.0,2024,112
4.0,4:59,4.0,3.0,BAL 30,17.0,23.0,Dustin Hopkins 48 yard field goal good,1.48,3.0,8.0,2024,112
4.0,4:55,,,CLE 35,17.0,23.0,"Dustin Hopkins kicks off 66 yards, returned by Chris Collier for 19 yards (tackle by Nathaniel Watson). Penalty on Charlie Kolar: Defensive Illegal Blindside Block, 9 yards (accepted)",0.0,-0.38,8.0,2024,112
4.0,4:49,1.0,10.0,BAL 9,17.0,23.0,Lamar Jackson scrambles up the middle for 22 yards (tackle by Devin Bush),-0.38,1.0,8.0,2024,112
4.0,4:04,1.0,10.0,BAL 31,17.0,23.0,Lamar Jackson right end for 6 yards (tackle by Juan Thornhill and Devin Bush),1.0,1.27,8.0,2024,112
4.0,3:59,2.0,4.0,BAL 37,17.0,23.0,Lamar Jackson pass complete deep left to Zay Flowers for 29 yards (tackle by Cameron Mitchell),1.27,3.31,8.0,2024,112
4.0,3:31,1.0,10.0,CLE 34,17.0,23.0,Lamar Jackson pass complete short right to Mark Andrews for 9 yards (tackle by Mohamoud Diabate),3.31,3.99,8.0,2024,112
4.0,2:50,2.0,1.0,CLE 25,17.0,23.0,Lamar Jackson pass complete short middle to Zay Flowers for 23 yards (tackle by Greg Newsome),3.99,6.74,8.0,2024,112
4.0,2:41,1.0,2.0,CLE 2,23.0,23.0,"Derrick Henry left end for 2 yards, touchdown",6.74,7.0,8.0,2024,112
4.0,2:36,,,CLE 15,24.0,23.0,Justin Tucker kicks extra point good,0.0,0.0,8.0,2024,112
4.0,2:36,,,BAL 35,24.0,23.0,"Justin Tucker kicks off 52 yards, returned by Pierre Strong for 18 yards (tackle by Sanoussi Kane)",0.0,1.0,8.0,2024,112
4.0,2:31,1.0,10.0,CLE 31,24.0,23.0,Jameis Winston pass complete short right to Elijah Moore for 3 yards (tackle by Eddie Jackson),1.0,0.87,8.0,2024,112
4.0,2:07,2.0,7.0,CLE 34,24.0,23.0,Jameis Winston pass complete short right to Cedric Tillman for 12 yards (tackle by Roquan Smith),0.87,1.99,8.0,2024,112
4.0,2:00,1.0,10.0,CLE 46,24.0,23.0,Jameis Winston pass incomplete short right intended for Jerry Jeudy,1.99,1.45,8.0,2024,112
4.0,1:57,2.0,10.0,CLE 46,24.0,23.0,Jameis Winston pass complete short right to Jerry Jeudy for 11 yards (tackle by Jalyn Armour-Davis),1.45,2.72,8.0,2024,112
4.0,1:25,1.0,10.0,BAL 43,24.0,23.0,Jameis Winston pass complete short left to David Njoku for 3 yards (tackle by Kyle Hamilton),2.72,2.58,8.0,2024,112
4.0,1:21,,,,,,Timeout #1 by Baltimore Ravens,,,8.0,2024,112
4.0,1:21,2.0,7.0,BAL 40,24.0,23.0,Jameis Winston pass incomplete short right intended for Elijah Moore,2.58,1.88,8.0,2024,112
4.0,1:18,3.0,7.0,BAL 40,24.0,23.0,Jameis Winston pass complete short right to Elijah Moore for 7 yards (tackle by Ar'Darius Washington),1.88,3.38,8.0,2024,112
