Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Josh Allen,BUF,7,25,0,9,8.0,2024,117
James Cook,BUF,17,111,2,18,8.0,2024,117
Ray Davis,BUF,6,29,0,11,8.0,2024,117
Khalil Shakir,BUF,1,2,0,2,8.0,2024,117
Keon Coleman,BUF,0,0,0,0,8.0,2024,117
Dawson Knox,BUF,0,0,0,0,8.0,2024,117
Dalton Kincaid,BUF,0,0,0,0,8.0,2024,117
Amari Cooper,BUF,0,0,0,0,8.0,2024,117
Ty Johnson,BUF,0,0,0,0,8.0,2024,117
Mitchell Trubisky,BUF,3,-3,0,0,8.0,2024,117
Geno Smith,SEA,5,16,0,13,8.0,2024,117
Kenneth Walker III,SEA,9,12,0,5,8.0,2024,117
Zach Charbonnet,SEA,3,4,1,3,8.0,2024,117
Jaxon Smith-Njigba,SEA,0,0,0,0,8.0,2024,117
AJ Barner,SEA,0,0,0,0,8.0,2024,117
Noah Fant,SEA,0,0,0,0,8.0,2024,117
Jake Bobo,SEA,0,0,0,0,8.0,2024,117
Laviska Shenault Jr.,SEA,0,0,0,0,8.0,2024,117
Tyler Lockett,SEA,0,0,0,0,8.0,2024,117
