Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Bengals,-20.0,5.05,6.46,-1.41,-6.09,-20.95,-15.89,-7.83,0.0,-3.99,-3.56,6.31,0.0,0.09,-6.83,8.0,2024,111
Eagles,20.0,20.95,15.89,7.83,0.0,-5.05,-6.46,1.41,6.09,3.99,-6.31,3.56,-0.09,0.0,6.83,8.0,2024,111
