Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Lamar Jackson,BAL,23,38,289,2,0,3,26,29,101.8,8.0,2024,112
Derrick Henry,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Justice Hill,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Charlie Kolar,BAL,0,0,0,0,0,0,0,0,,8.0,2024,112
Jameis Winston,CLE,27,41,334,3,0,2,13,38,115.3,8.0,2024,112
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
D'Onta Foreman,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Jerry Jeudy,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
David Njoku,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Geoff Swaim,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,8.0,2024,112
