Player,Pos,home_team,team,week,year,game_id
Jared Goff,QB,1,Lions,8.0,2024,109
David Montgomery,RB,1,Lions,8.0,2024,109
Amon-Ra St. Brown,WR,1,Lions,8.0,2024,109
Tim Patrick,WR,1,Lions,8.0,2024,109
Brock Wright,TE,1,Lions,8.0,2024,109
Sam LaPorta,TE,1,Lions,8.0,2024,109
Graham Glasgow,OL,1,Lions,8.0,2024,109
Penei Sewell,T,1,Lions,8.0,2024,109
Taylor Decker,T,1,Lions,8.0,2024,109
Kevin Zeitler,G,1,Lions,8.0,2024,109
Frank Ragnow,C,1,Lions,8.0,2024,109
Alim McNeill,DL,1,Lions,8.0,2024,109
Levi Onwuzurike,DL,1,Lions,8.0,2024,109
D.J. Reader,DL,1,Lions,8.0,2024,109
Al-Quadin Muhammad,LB,1,Lions,8.0,2024,109
Trevor Nowaske,LB,1,Lions,8.0,2024,109
Jack Campbell,LB,1,Lions,8.0,2024,109
Alex Anzalone,LB,1,Lions,8.0,2024,109
Carlton Davis,CB,1,Lions,8.0,2024,109
Terrion Arnold,CB,1,Lions,8.0,2024,109
Brian Branch,DB,1,Lions,8.0,2024,109
Kerby Joseph,S,1,Lions,8.0,2024,109
