Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Caleb Williams,CHI,0,0,0,0,0,8.0,2024,119
D'Andre Swift,CHI,0,0,0,0,0,8.0,2024,119
Rome Odunze,CHI,6,3,41,0,16,8.0,2024,119
D.J. Moore,CHI,4,2,27,0,27,8.0,2024,119
Roschon Johnson,CHI,0,0,0,0,0,8.0,2024,119
Keenan Allen,CHI,7,2,39,0,22,8.0,2024,119
Cole Kmet,CHI,1,1,14,0,14,8.0,2024,119
DeAndre Carter,CHI,1,1,7,0,7,8.0,2024,119
Gerald Everett,CHI,2,1,3,0,3,8.0,2024,119
Marcedes Lewis,CHI,1,0,0,0,0,8.0,2024,119
Jayden Daniels,WAS,0,0,0,0,0,8.0,2024,119
Brian Robinson Jr.,WAS,1,1,11,0,11,8.0,2024,119
Austin Ekeler,WAS,3,2,6,0,5,8.0,2024,119
Terry McLaurin,WAS,8,5,125,0,61,8.0,2024,119
Zach Ertz,WAS,11,7,77,0,20,8.0,2024,119
Noah Brown,WAS,6,3,73,1,52,8.0,2024,119
John Bates,WAS,2,1,20,0,20,8.0,2024,119
Luke McCaffrey,WAS,2,1,8,0,8,8.0,2024,119
Dyami Brown,WAS,1,1,6,0,6,8.0,2024,119
Jeremy McNichols,WAS,0,0,0,0,0,8.0,2024,119
