Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Lions,38.0,11.03,1.24,8.93,0.0,10.2,13.65,-3.78,19.15,14.05,-8.06,5.79,7.85,6.66,1.81,8.0,2024,109
Titans,-38.0,-10.2,-13.65,3.78,-19.15,-11.03,-1.24,-8.93,0.0,-14.05,-5.79,8.06,-6.66,-7.85,-1.81,8.0,2024,109
