Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Packers,3.0,10.14,9.53,-1.12,-3.43,-5.42,-7.41,0.36,7.77,-1.46,-4.06,4.98,3.45,-4.49,-1.34,8.0,2024,115
Jaguars,-3.0,5.42,7.41,-0.36,-7.77,-10.14,-9.53,1.12,3.43,1.46,-4.98,4.06,4.49,-3.45,1.34,8.0,2024,115
