Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Ezekiel Elliott,DAL,10,34,1,2.0,17,1.7,17,1.7,0,,8.0,2024,122
Dalvin Cook,DAL,6,12,0,0.0,7,1.2,5,0.8,0,,8.0,2024,122
Hunter Luepke,DAL,1,0,0,,0,0.0,0,0.0,0,,8.0,2024,122
Dak Prescott,DAL,1,-1,0,0.0,-1,-1.0,0,0.0,0,,8.0,2024,122
KaVontae Turpin,DAL,1,11,0,1.0,8,8.0,3,3.0,0,,8.0,2024,122
Isaac Guerendo,SFO,14,85,1,4.0,62,4.4,23,1.6,0,,8.0,2024,122
Brock Purdy,SFO,8,56,1,5.0,47,5.9,9,1.1,0,,8.0,2024,122
Jordan Mason,SFO,6,18,0,,8,1.3,10,1.7,0,,8.0,2024,122
Deebo Samuel,SFO,4,15,0,0.0,10,2.5,5,1.3,0,,8.0,2024,122
Patrick Taylor,SFO,2,9,0,,4,2.0,5,2.5,0,,8.0,2024,122
Kyle Juszczyk,SFO,1,1,0,,0,0.0,1,1.0,0,,8.0,2024,122
Ricky Pearsall,SFO,1,39,0,1.0,39,39.0,0,0.0,0,,8.0,2024,122
