#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:54,NOR 21,4,2:39,32,Punt,0,Saints,8.0,2024,118
2,1,10:20,NOR 34,3,1:53,5,Punt,0,Saints,8.0,2024,118
3,1,5:02,NOR 16,4,2:24,22,Punt,0,Saints,8.0,2024,118
4,2,14:55,NOR 30,4,2:00,-2,Punt,0,Saints,8.0,2024,118
5,2,11:25,NOR 13,5,1:41,33,Punt,0,Saints,8.0,2024,118
6,2,1:37,NOR 30,9,1:32,48,Field Goal,0,Saints,8.0,2024,118
7,3,15:00,NOR 40,3,1:42,7,Punt,0,Saints,8.0,2024,118
8,3,11:48,NOR 5,4,2:12,9,Punt,0,Saints,8.0,2024,118
9,3,8:48,NOR 30,6,2:16,25,Punt,0,Saints,8.0,2024,118
10,3,4:50,NOR 30,8,3:45,45,Field Goal,0,Saints,8.0,2024,118
11,4,11:55,NOR 30,4,1:20,17,Punt,0,Saints,8.0,2024,118
12,4,8:51,NOR 46,6,2:06,28,Missed FG,0,Saints,8.0,2024,118
13,4,3:22,NOR 30,11,3:22,67,End of Game,0,Saints,8.0,2024,118
