Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Jalen Hurts,PHI,0,0,8.0,2024,111
Saquon Barkley,PHI,0,0,8.0,2024,111
Kenneth Gainwell,PHI,0,0,8.0,2024,111
DeVonta Smith,PHI,0,0,8.0,2024,111
A.J. Brown,PHI,0,0,8.0,2024,111
Grant Calcaterra,PHI,0,0,8.0,2024,111
Jack Stoll,PHI,0,0,8.0,2024,111
Will Shipley,PHI,0,0,8.0,2024,111
Joe Burrow,CIN,0,0,8.0,2024,111
Chase Brown,CIN,0,0,8.0,2024,111
Zack Moss,CIN,1,0,8.0,2024,111
Mike Gesicki,CIN,1,1,8.0,2024,111
Ja'Marr Chase,CIN,0,0,8.0,2024,111
Jermaine Burton,CIN,0,0,8.0,2024,111
Erick All,CIN,0,0,8.0,2024,111
Trenton Irwin,CIN,0,0,8.0,2024,111
Andrei Iosivas,CIN,0,0,8.0,2024,111
