Player,Pos,home_team,team,week,year,game_id
Patrick Mahomes,QB,0,Chiefs,8.0,2024,120
Kareem Hunt,RB,0,Chiefs,8.0,2024,120
Justin Watson,WR,0,Chiefs,8.0,2024,120
Jared Wiley,TE,0,Chiefs,8.0,2024,120
Travis Kelce,TE,0,Chiefs,8.0,2024,120
Noah Gray,TE,0,Chiefs,8.0,2024,120
Wanya Morris,OL,0,Chiefs,8.0,2024,120
Jawaan Taylor,T,0,Chiefs,8.0,2024,120
Trey Smith,G,0,Chiefs,8.0,2024,120
Joe Thuney,G,0,Chiefs,8.0,2024,120
Creed Humphrey,C,0,Chiefs,8.0,2024,120
George Karlaftis III,DE,0,Chiefs,8.0,2024,120
Chris Jones,DT,0,Chiefs,8.0,2024,120
Tershawn Wharton,DT,0,Chiefs,8.0,2024,120
Drue Tranquill,LB,0,Chiefs,8.0,2024,120
Leo Chenal,LB,0,Chiefs,8.0,2024,120
Nick Bolton,LB,0,Chiefs,8.0,2024,120
Trent McDuffie,CB,0,Chiefs,8.0,2024,120
Chamarri Conner,DB,0,Chiefs,8.0,2024,120
Nazeeh Johnson,S,0,Chiefs,8.0,2024,120
Bryan Cook,S,0,Chiefs,8.0,2024,120
Justin Reid,S,0,Chiefs,8.0,2024,120
