Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Zay Flowers,BAL,12,7,115,0,5.0,85,12.1,30,4.3,14.3,0,,0,0.0,0,90.6,8.0,2024,112
Mark Andrews,BAL,5,5,36,1,2.0,29,5.8,7,1.4,5.8,0,,0,0.0,0,136.2,8.0,2024,112
Isaiah Likely,BAL,4,4,47,0,2.0,1,0.3,46,11.5,0.3,1,4.0,0,0.0,0,115.6,8.0,2024,112
Nelson Agholor,BAL,5,3,36,1,3.0,35,11.7,1,0.3,13.0,0,,1,20.0,0,121.7,8.0,2024,112
Rashod Bateman,BAL,5,1,28,0,1.0,10,10.0,18,18.0,14.8,0,,2,40.0,0,50.4,8.0,2024,112
Derrick Henry,BAL,1,1,4,0,0.0,-6,-6.0,10,10.0,-6.0,0,,0,0.0,0,83.3,8.0,2024,112
Justice Hill,BAL,1,1,14,0,1.0,3,3.0,11,11.0,3.0,0,,0,0.0,0,118.7,8.0,2024,112
Charlie Kolar,BAL,2,1,9,0,,0,0.0,9,9.0,1.5,0,,0,0.0,0,62.5,8.0,2024,112
Elijah Moore,CLE,12,8,85,0,5.0,78,9.8,7,0.9,7.9,0,,0,0.0,0,87.2,8.0,2024,112
Cedric Tillman,CLE,9,7,99,2,5.0,75,10.7,24,3.4,17.7,2,3.5,0,0.0,0,152.1,8.0,2024,112
Jerry Jeudy,CLE,8,5,79,0,4.0,63,12.6,16,3.2,12.3,0,,0,0.0,0,95.3,8.0,2024,112
David Njoku,CLE,7,5,61,1,2.0,53,10.6,8,1.6,8.6,0,,1,14.3,0,137.5,8.0,2024,112
Pierre Strong,CLE,1,1,3,0,,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2,8.0,2024,112
Geoff Swaim,CLE,1,1,7,0,,2,2.0,5,5.0,2.0,0,,0,0.0,0,95.8,8.0,2024,112
Jordan Akins,CLE,1,0,0,0,,0,,0,,11.0,0,,0,0.0,0,39.6,8.0,2024,112
Nick Chubb,CLE,2,0,0,0,0.0,0,,0,,-4.5,0,,0,0.0,0,39.6,8.0,2024,112
