Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Sam Darnold,MIN,0,0,0,0,0,8.0,2024,108
Aaron Jones,MIN,2,2,37,0,25,8.0,2024,108
Justin Jefferson,MIN,9,8,115,0,27,8.0,2024,108
Josh Oliver,MIN,2,2,30,1,25,8.0,2024,108
Jordan Addison,MIN,3,2,22,0,14,8.0,2024,108
Jalen Nailor,MIN,4,2,16,0,9,8.0,2024,108
Trent Sherfield,MIN,1,1,10,1,10,8.0,2024,108
Johnny Mundt,MIN,2,1,10,0,10,8.0,2024,108
Matthew Stafford,LAR,0,0,0,0,0,8.0,2024,108
Kyren Williams,LAR,7,5,19,1,7,8.0,2024,108
Blake Corum,LAR,1,1,9,0,9,8.0,2024,108
Puka Nacua,LAR,9,7,106,0,21,8.0,2024,108
Cooper Kupp,LAR,8,5,51,1,27,8.0,2024,108
Demarcus Robinson,LAR,3,2,35,2,25,8.0,2024,108
Hunter Long,LAR,1,1,18,0,18,8.0,2024,108
Tutu Atwell,LAR,2,1,18,0,18,8.0,2024,108
Colby Parkinson,LAR,2,2,17,0,9,8.0,2024,108
Tyler Johnson,LAR,1,1,6,0,6,8.0,2024,108
