Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Cowboys,-6.0,2.84,6.08,-3.64,-4.94,-12.85,-6.42,-7.02,0.0,-2.18,-6.01,5.66,2.96,-1.15,-3.64,8.0,2024,122
49ers,6.0,12.85,6.42,7.02,0.0,-2.84,-6.08,3.64,4.94,2.18,-5.66,6.01,1.15,-2.96,3.64,8.0,2024,122
