#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:58,BUF 10,14,9:07,90,Touchdown,0,Bills,8.0,2024,117
2,1,3:21,BUF 12,6,3:03,30,Punt,0,Bills,8.0,2024,117
3,2,8:14,BUF 30,3,1:31,7,Interception,0,Bills,8.0,2024,117
4,2,4:44,BUF 7,12,4:26,93,Touchdown,0,Bills,8.0,2024,117
5,3,15:00,BUF 23,11,6:29,69,Field Goal,0,Bills,8.0,2024,117
6,3,5:59,BUF 49,7,4:02,51,Touchdown,0,Bills,8.0,2024,117
7,3,0:03,BUF 27,7,3:44,73,Touchdown,0,Bills,8.0,2024,117
8,4,8:02,BUF 15,3,0:39,7,Punt,0,Bills,8.0,2024,117
9,4,5:02,BUF 25,3,2:19,9,Punt,0,Bills,8.0,2024,117
10,4,2:43,SEA 26,4,2:43,8,End of Game,0,Bills,8.0,2024,117
