Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Mason Rudolph,TEN,22,38,266,1,2,1,8,47,66.3,8.0,2024,109
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Julius Chestnut,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Josh Whyle,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Chigoziem Okonkwo,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Tyler Boyd,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Jha'Quan Jackson,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Nick Vannett,TEN,0,0,0,0,0,0,0,0,,8.0,2024,109
Jared Goff,DET,12,15,85,3,0,4,33,24,129.9,8.0,2024,109
Hendon Hooker,DET,2,3,6,0,0,0,0,4,70.1,8.0,2024,109
David Montgomery,DET,1,1,3,1,0,0,0,3,118.7,8.0,2024,109
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Brock Wright,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Isaiah Williams,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Allen Robinson,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
Tim Patrick,DET,0,0,0,0,0,0,0,0,,8.0,2024,109
