Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Andru Phillips,NYG,0,7,7,100.0%,125.0,17.9,17.9,1.0,158.3,12.9,90.0,35.0,0,0,0,0.0,0,7,1,12.5%,8.0,2024,123
Nick McCloud,NYG,0,3,3,100.0%,52.0,17.3,17.3,0.0,118.7,15.3,46.0,6.0,0,0,0,0.0,0,6,0,0.0%,8.0,2024,123
Bobby Okereke,NYG,0,3,2,66.7%,22.0,11.0,7.3,0.0,88.2,4.7,6.0,16.0,2,0,0,0.5,1,14,2,12.5%,8.0,2024,123
Micah McFadden,NYG,0,2,2,100.0%,4.0,2.0,2.0,0.0,79.2,0.0,0.0,4.0,2,0,0,0.5,1,5,0,0.0%,8.0,2024,123
Greg Stroman,NYG,0,3,2,66.7%,17.0,8.5,5.7,0.0,81.2,15.3,4.0,13.0,0,0,0,0.0,0,2,0,0.0%,8.0,2024,123
Azeez Ojulari,NYG,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,7.0,7.0,4.0,2,0,0,2.0,2,7,0,0.0%,8.0,2024,123
Dane Belton,NYG,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,4.0,4.0,0.0,0,0,0,0.0,0,2,0,0.0%,8.0,2024,123
Jason Pinnock,NYG,0,2,1,50.0%,29.0,29.0,14.5,0.0,95.8,11.5,16.0,13.0,2,0,0,0.0,0,5,2,28.6%,8.0,2024,123
Deonte Banks,NYG,0,2,1,50.0%,14.0,14.0,7.0,0.0,72.9,6.5,4.0,10.0,0,0,0,0.0,0,0,2,100.0%,8.0,2024,123
Brian Burns,NYG,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,1,0,2,1.0,3,5,0,0.0%,8.0,2024,123
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,1,20.0%,8.0,2024,123
Rakeem Nunez-Roches,NYG,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,8.0,2024,123
Isaiah Simmons,NYG,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,,8.0,2024,123
Tomon Fox,NYG,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,8.0,2024,123
Tyler Nubin,NYG,0,2,0,0.0%,,,0.0,,39.6,8.0,,,1,0,0,0.0,0,4,0,0.0%,8.0,2024,123
Joey Porter Jr.,PIT,0,10,6,60.0%,58.0,9.7,5.8,0.0,76.2,10.8,43.0,15.0,0,0,0,0.0,0,9,0,0.0%,8.0,2024,123
Patrick Queen,PIT,0,5,4,80.0%,16.0,4.0,3.2,0.0,80.0,-0.4,3.0,13.0,5,0,0,0.0,0,8,1,11.1%,8.0,2024,123
Donte Jackson,PIT,0,9,4,44.4%,91.0,22.8,10.1,0.0,81.2,17.0,56.0,35.0,0,0,0,0.0,0,4,1,20.0%,8.0,2024,123
DeShon Elliott,PIT,0,4,3,75.0%,25.0,8.3,6.3,0.0,90.6,2.8,7.0,18.0,2,0,0,0.0,0,7,1,12.5%,8.0,2024,123
Terrell Edmunds,PIT,0,3,3,100.0%,50.0,16.7,16.7,0.0,118.7,13.7,41.0,9.0,1,0,0,0.0,0,2,0,0.0%,8.0,2024,123
Payton Wilson,PIT,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,3.0,3.0,1.0,2,0,2,0.0,2,3,1,25.0%,8.0,2024,123
Damontae Kazee,PIT,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,5.0,5.0,2.0,0,0,0,0.0,0,1,0,0.0%,8.0,2024,123
Elandon Roberts,PIT,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,-2.0,-2.0,10.0,0,0,0,0.0,0,3,0,0.0%,8.0,2024,123
Beanie Bishop,PIT,1,2,1,50.0%,5.0,5.0,2.5,0.0,16.7,4.0,2.0,3.0,0,0,0,0.0,0,5,0,0.0%,8.0,2024,123
Alex Highsmith,PIT,0,0,0,,,,,,,,,,4,1,4,2.0,7,4,0,0.0%,8.0,2024,123
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,1,2,0.0,3,6,0,0.0%,8.0,2024,123
T.J. Watt,PIT,0,0,0,,,,,,,,,,2,0,1,2.0,3,7,0,0.0%,8.0,2024,123
Larry Ogunjobi,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%,8.0,2024,123
Jeremiah Moon,PIT,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,8.0,2024,123
Minkah Fitzpatrick,PIT,0,1,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,4,0,0.0%,8.0,2024,123
