#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,CIN 30,17,10:04,70,Touchdown,1,Bengals,8.0,2024,111
2,2,14:10,CIN 30,11,4:38,61,Field Goal,1,Bengals,8.0,2024,111
3,2,6:34,CIN 20,6,1:26,44,Missed FG,1,Bengals,8.0,2024,111
4,2,0:22,CIN 28,2,0:22,-1,End of Half,1,Bengals,8.0,2024,111
5,3,10:35,CIN 30,13,6:19,70,Touchdown,1,Bengals,8.0,2024,111
6,3,2:43,CIN 30,4,2:02,7,Downs,1,Bengals,8.0,2024,111
7,4,13:34,CIN 30,3,1:18,16,Interception,1,Bengals,8.0,2024,111
8,4,4:39,CIN 30,1,0:08,3,Fumble,1,Bengals,8.0,2024,111
9,4,1:55,CIN 16,3,1:55,10,End of Game,1,Bengals,8.0,2024,111
