Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Caleb Williams,CHI,10,24,131,6,22.2,314,13.1,92,9.2,3.8,39,3.9,0,0.0%,12,54.5%,3,11,5,5,13,39.4%,6,7.0,8.0,2024,119
Jayden Daniels,WAS,21,38,326,15,37.5,448,11.8,224,10.7,5.9,102,4.9,2,5.9%,9,26.5%,2,12,6,6,14,30.4%,6,8.0,8.0,2024,119
