#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DEN 30,3,1:21,18,Fumble,1,Broncos,8.0,2024,121
2,1,7:12,DEN 30,9,5:18,29,Punt,1,Broncos,8.0,2024,121
3,1,0:24,DEN 45,7,2:55,55,Touchdown,1,Broncos,8.0,2024,121
4,2,9:57,DEN 8,7,3:06,92,Touchdown,1,Broncos,8.0,2024,121
5,2,4:41,CAR 48,10,3:29,48,Touchdown,1,Broncos,8.0,2024,121
6,2,0:50,DEN 25,5,0:50,12,End of Half,1,Broncos,8.0,2024,121
7,3,13:22,DEN 21,6,2:57,19,Punt,1,Broncos,8.0,2024,121
8,3,8:24,CAR 23,4,1:35,23,Touchdown,1,Broncos,8.0,2024,121
9,3,2:54,DEN 39,3,2:12,-2,Punt,1,Broncos,8.0,2024,121
10,4,14:11,DEN 33,7,4:08,28,Downs,1,Broncos,8.0,2024,121
11,4,7:14,DEN 20,11,5:01,78,Fumble,1,Broncos,8.0,2024,121
12,4,0:18,CAR 47,1,0:18,-1,End of Game,1,Broncos,8.0,2024,121
