Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jordan Love,GNB,0,0,0,0,0,8.0,2024,115
Malik Willis,GNB,0,0,0,0,0,8.0,2024,115
Josh Jacobs,GNB,2,1,-2,0,-2,8.0,2024,115
Chris Brooks,GNB,1,1,1,0,1,8.0,2024,115
Emanuel Wilson,GNB,2,2,-2,0,1,8.0,2024,115
Tucker Kraft,GNB,3,3,78,1,67,8.0,2024,115
Romeo Doubs,GNB,6,3,72,0,29,8.0,2024,115
Jayden Reed,GNB,3,2,55,0,51,8.0,2024,115
Christian Watson,GNB,6,4,39,0,14,8.0,2024,115
Dontayvion Wicks,GNB,2,2,11,0,6,8.0,2024,115
Bo Melton,GNB,1,0,0,0,0,8.0,2024,115
Ben Sims,GNB,1,0,0,0,0,8.0,2024,115
Trevor Lawrence,JAX,0,0,0,0,0,8.0,2024,115
Tank Bigsby,JAX,3,2,8,0,6,8.0,2024,115
D'Ernest Johnson,JAX,2,1,20,0,20,8.0,2024,115
Brian Thomas,JAX,4,3,60,1,28,8.0,2024,115
Christian Kirk,JAX,5,2,59,0,33,8.0,2024,115
Brenton Strange,JAX,5,5,59,0,21,8.0,2024,115
Parker Washington,JAX,4,3,46,0,23,8.0,2024,115
Evan Engram,JAX,5,4,36,1,14,8.0,2024,115
Tim Jones,JAX,2,1,20,0,20,8.0,2024,115
