Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Aaron Rodgers,NYJ,0,0,0,0,8.0,2024,116
Breece Hall,NYJ,16,80,0,16,8.0,2024,116
Braelon Allen,NYJ,12,32,1,6,8.0,2024,116
Garrett Wilson,NYJ,0,0,0,0,8.0,2024,116
Davante Adams,NYJ,0,0,0,0,8.0,2024,116
Tyler Conklin,NYJ,0,0,0,0,8.0,2024,116
Jeremy Ruckert,NYJ,0,0,0,0,8.0,2024,116
Xavier Gipson,NYJ,0,0,0,0,8.0,2024,116
Jacoby Brissett,NWE,3,11,0,14,8.0,2024,116
Drake Maye,NWE,3,46,1,18,8.0,2024,116
Rhamondre Stevenson,NWE,20,48,2,7,8.0,2024,116
Antonio Gibson,NWE,5,7,0,3,8.0,2024,116
Kayshon Boutte,NWE,0,0,0,0,8.0,2024,116
Hunter Henry,NWE,0,0,0,0,8.0,2024,116
Tyquan Thornton,NWE,0,0,0,0,8.0,2024,116
Austin Hooper,NWE,0,0,0,0,8.0,2024,116
Demario Douglas,NWE,0,0,0,0,8.0,2024,116
Kendrick Bourne,NWE,0,0,0,0,8.0,2024,116
K.J. Osborn,NWE,0,0,0,0,8.0,2024,116
