Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Bryce Young,CAR,24,37,224,2,2,2,9,29,76.9,8.0,2024,121
Johnny Hekker,CAR,0,1,0,0,0,0,0,0,39.6,8.0,2024,121
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Jalen Coker,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
David Moore,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Sam Franklin,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,8.0,2024,121
Bo Nix,DEN,28,37,284,3,0,2,17,37,124.2,8.0,2024,121
Courtland Sutton,DEN,1,1,28,0,0,0,0,28,118.7,8.0,2024,121
Riley Dixon,DEN,1,1,3,0,0,0,0,3,79.2,8.0,2024,121
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Audric Estime,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Troy Franklin,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Devaughn Vele,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Michael Burton,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
Nate Adkins,DEN,0,0,0,0,0,0,0,0,,8.0,2024,121
