#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BAL 23,10,6:15,68,Downs,0,Ravens,8.0,2024,112
2,1,0:37,BAL 29,7,3:46,40,Field Goal,0,Ravens,8.0,2024,112
3,2,10:26,BAL 13,3,1:06,1,Punt,0,Ravens,8.0,2024,112
4,2,3:41,BAL 19,3,1:43,-4,Punt,0,Ravens,8.0,2024,112
5,2,1:08,CLE 25,2,0:41,25,Touchdown,0,Ravens,8.0,2024,112
6,3,10:46,BAL 26,4,2:38,30,Punt,0,Ravens,8.0,2024,112
7,3,7:41,BAL 38,6,2:59,62,Touchdown,0,Ravens,8.0,2024,112
8,3,2:01,BAL 29,10,4:03,39,Missed FG,0,Ravens,8.0,2024,112
9,4,11:31,BAL 6,5,2:25,9,Punt,0,Ravens,8.0,2024,112
10,4,4:55,BAL 9,6,2:19,91,Touchdown,0,Ravens,8.0,2024,112
11,4,0:59,BAL 30,8,0:59,46,Downs,0,Ravens,8.0,2024,112
