Player,Pos,home_team,team,week,year,game_id
Matthew Stafford,QB,1,Rams,8.0,2024,108
Kyren Williams,RB,1,Rams,8.0,2024,108
Cooper Kupp,WR,1,Rams,8.0,2024,108
Puka Nacua,WR,1,Rams,8.0,2024,108
Demarcus Robinson,WR,1,Rams,8.0,2024,108
Colby Parkinson,TE,1,Rams,8.0,2024,108
Justin Dedich,OL,1,Rams,8.0,2024,108
Kevin Dotson,OL,1,Rams,8.0,2024,108
Rob Havenstein,OL,1,Rams,8.0,2024,108
Alaric Jackson,OL,1,Rams,8.0,2024,108
Beaux Limmer,OL,1,Rams,8.0,2024,108
Kobie Turner,DE,1,Rams,8.0,2024,108
Bobby Brown,NT,1,Rams,8.0,2024,108
Neville Gallimore,NT,1,Rams,8.0,2024,108
Byron Young,OLB,1,Rams,8.0,2024,108
Jared Verse,OLB,1,Rams,8.0,2024,108
Omar Speights,LB,1,Rams,8.0,2024,108
Christian Rozeboom,LB,1,Rams,8.0,2024,108
Quentin Lake,DB,1,Rams,8.0,2024,108
Darious Williams,DB,1,Rams,8.0,2024,108
Cobie Durant,DB,1,Rams,8.0,2024,108
Kamren Curl,DB,1,Rams,8.0,2024,108
