Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Anthony Richardson,IND,10,32,175,7,18.9,495,15.5,86,8.6,2.7,89,8.9,2,6.5%,10,32.3%,5,11,7,4,16,41.0%,2,18.5,8.0,2024,113
C.J. Stroud,HOU,25,37,285,15,38.5,278,7.5,166,6.6,4.5,119,4.8,1,2.8%,8,22.2%,2,14,4,7,13,33.3%,0,,8.0,2024,113
