Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Andy Dalton,CAR,26,37,319,3,0,2,13,35,123.6,3.0,2024,41
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Diontae Johnson,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,3.0,2024,41
Gardner Minshew II,LVR,18,28,214,1,1,2,8,54,84.5,3.0,2024,41
Aidan O'Connell,LVR,9,12,82,1,0,1,12,16,120.8,3.0,2024,41
Zamir White,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Alexander Mattison,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Tre Tucker,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Jakobi Meyers,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Brock Bowers,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Davante Adams,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,3.0,2024,41
