Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Ja'Quan McMillian,DEN,0,9,7,77.8%,41.0,5.9,4.6,0.0,85.6,4.2,17.0,24.0,2,1,0,0.0,1,9,2,18.2%,3.0,2024,36
P.J. Locke,DEN,0,5,5,100.0%,36.0,7.2,7.2,0.0,96.7,4.4,22.0,14.0,1,0,0,0.0,0,5,2,28.6%,3.0,2024,36
Riley Moss,DEN,0,6,4,66.7%,29.0,7.3,4.8,1.0,117.4,4.2,5.0,24.0,0,0,0,0.0,0,6,0,0.0%,3.0,2024,36
Brandon Jones,DEN,1,6,4,66.7%,21.0,5.3,3.5,0.0,32.6,0.5,3.0,18.0,2,0,0,0.0,0,6,0,0.0%,3.0,2024,36
Alex Singleton,DEN,0,4,3,75.0%,20.0,6.7,5.0,0.0,85.4,2.0,-5.0,25.0,3,0,0,0.0,0,10,1,9.1%,3.0,2024,36
Cody Barton,DEN,0,2,2,100.0%,16.0,8.0,8.0,0.0,100.0,6.0,12.0,4.0,4,1,0,0.0,1,4,0,0.0%,3.0,2024,36
Zach Allen,DEN,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,0,0.0%,3.0,2024,36
Nik Bonitto,DEN,0,0,0,,,,,,,,,,3,2,0,1.0,3,2,0,0.0%,3.0,2024,36
Dondrea Tillman,DEN,0,0,0,,,,,,,,,,4,0,1,2.0,3,3,1,25.0%,3.0,2024,36
Jonathon Cooper,DEN,0,0,0,,,,,,,,,,3,0,0,1.0,1,3,0,0.0%,3.0,2024,36
Devon Key,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,3.0,2024,36
D.J. Jones,DEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,3.0,2024,36
John Franklin-Myers,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,3.0,2024,36
Jonah Elliss,DEN,0,0,0,,,,,,,,,,4,0,0,0.0,0,2,0,0.0%,3.0,2024,36
Levi Wallace,DEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,,3.0,2024,36
Jamel Dean,TAM,0,11,9,81.8%,90.0,10.0,8.2,0.0,100.8,8.9,75.0,15.0,0,0,0,0.0,0,13,1,7.1%,3.0,2024,36
Christian Izien,TAM,0,3,3,100.0%,13.0,4.3,4.3,0.0,84.7,3.7,11.0,2.0,3,0,0,0.0,0,8,0,0.0%,3.0,2024,36
Tykee Smith,TAM,0,4,3,75.0%,17.0,5.7,4.3,0.0,82.3,3.5,-4.0,21.0,4,0,0,0.0,0,6,0,0.0%,3.0,2024,36
Lavonte David,TAM,0,3,3,100.0%,23.0,7.7,7.7,0.0,98.6,-1.7,-5.0,28.0,5,0,0,0.0,0,8,0,0.0%,3.0,2024,36
SirVocea Dennis,TAM,0,2,2,100.0%,25.0,12.5,12.5,0.0,118.7,5.0,10.0,15.0,3,0,0,0.0,0,4,1,20.0%,3.0,2024,36
YaYa Diaby,TAM,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,2.0,2.0,4.0,3,4,0,0.0,4,2,1,33.3%,3.0,2024,36
Zyon McCollum,TAM,0,7,1,14.3%,32.0,32.0,4.6,0.0,46.1,12.7,23.0,9.0,1,1,0,0.0,1,6,0,0.0%,3.0,2024,36
Jordan Whitehead,TAM,0,1,1,100.0%,2.0,2.0,2.0,0.0,79.2,0.0,0.0,2.0,3,0,0,0.0,0,6,1,14.3%,3.0,2024,36
K.J. Britt,TAM,0,2,1,50.0%,8.0,8.0,4.0,0.0,60.4,12.0,5.0,3.0,3,0,0,0.0,0,6,1,14.3%,3.0,2024,36
Chris Braswell,TAM,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%,3.0,2024,36
Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,3,1,0,0.0,1,1,0,0.0%,3.0,2024,36
Anthony Nelson,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%,3.0,2024,36
C.J. Brewer,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,2,50.0%,3.0,2024,36
