Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jared Goff,DET,18,23,199,2,1,2,13,24,113.6,3.0,2024,43
David Montgomery,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Brock Wright,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Tim Patrick,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Jameson Williams,DET,0,0,0,0,0,0,0,0,,3.0,2024,43
Kyler Murray,ARI,21,34,207,1,1,1,7,28,76.5,3.0,2024,43
James Conner,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Trey Benson,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Emari Demercado,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Marvin Harrison Jr.,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Michael Wilson,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Greg Dortch,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Trey McBride,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
Elijah Higgins,ARI,0,0,0,0,0,0,0,0,,3.0,2024,43
