Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jalen Hurts,PHI,8,25,0,21,3.0,2024,39
Saquon Barkley,PHI,17,147,2,65,3.0,2024,39
Dallas Goedert,PHI,0,0,0,0,3.0,2024,39
DeVonta Smith,PHI,0,0,0,0,3.0,2024,39
Parris Campbell,PHI,0,0,0,0,3.0,2024,39
Kenneth Gainwell,PHI,0,0,0,0,3.0,2024,39
Britain Covey,PHI,0,0,0,0,3.0,2024,39
Johnny Wilson,PHI,0,0,0,0,3.0,2024,39
Jahan Dotson,PHI,0,0,0,0,3.0,2024,39
Derek Carr,NOR,2,3,0,4,3.0,2024,39
Alvin Kamara,NOR,26,87,0,16,3.0,2024,39
Chris Olave,NOR,0,0,0,0,3.0,2024,39
Mason Tipton,NOR,0,0,0,0,3.0,2024,39
Cedrick Wilson Jr.,NOR,0,0,0,0,3.0,2024,39
Foster Moreau,NOR,0,0,0,0,3.0,2024,39
Rashid Shaheed,NOR,0,0,0,0,3.0,2024,39
Jamaal Williams,NOR,1,-1,0,-1,3.0,2024,39
