Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Brock Purdy,SFO,22,30,292,3,0,1,4,34,137.1,3.0,2024,45
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Isaac Guerendo,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Eric Saubert,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Ronnie Bell,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Jake Brendel,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Dominick Puni,SFO,0,0,0,0,0,0,0,0,,3.0,2024,45
Matthew Stafford,LAR,16,25,221,1,0,3,23,50,105.6,3.0,2024,45
Tutu Atwell,LAR,0,1,0,0,0,0,0,0,39.6,3.0,2024,45
Kyren Williams,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
Ronnie Rivers,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
Demarcus Robinson,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
Jordan Whittington,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
Colby Parkinson,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
Tyler Johnson,LAR,0,0,0,0,0,0,0,0,,3.0,2024,45
