Player,Pos,home_team,team,week,year,game_id
Kyler Murray,QB,1,Cardinals,3.0,2024,43
James Conner,RB,1,Cardinals,3.0,2024,43
Michael Wilson,WR,1,Cardinals,3.0,2024,43
Marvin Harrison Jr.,WR,1,Cardinals,3.0,2024,43
Tip Reiman,TE,1,Cardinals,3.0,2024,43
Trey McBride,TE,1,Cardinals,3.0,2024,43
Jackson Barton,OL,1,Cardinals,3.0,2024,43
Paris Johnson,OL,1,Cardinals,3.0,2024,43
Will Hernandez,OL,1,Cardinals,3.0,2024,43
Hjalte Froholdt,OL,1,Cardinals,3.0,2024,43
Evan Brown,OL,1,Cardinals,3.0,2024,43
Justin Jones,DL,1,Cardinals,3.0,2024,43
Roy Lopez,DL,1,Cardinals,3.0,2024,43
Bilal Nichols,DL,1,Cardinals,3.0,2024,43
Zaven Collins,OLB,1,Cardinals,3.0,2024,43
Kyzir White,LB,1,Cardinals,3.0,2024,43
Mack Wilson,LB,1,Cardinals,3.0,2024,43
Sean Murphy-Bunting,CB,1,Cardinals,3.0,2024,43
Starling Thomas,CB,1,Cardinals,3.0,2024,43
Garrett Williams,CB,1,Cardinals,3.0,2024,43
Jalen Thompson,S,1,Cardinals,3.0,2024,43
Budda Baker,S,1,Cardinals,3.0,2024,43
