Player,Pos,home_team,team,week,year,game_id
Andy Dalton,QB,0,Panthers,3.0,2024,41
Chuba Hubbard,RB,0,Panthers,3.0,2024,41
Adam Thielen,WR,0,Panthers,3.0,2024,41
Jonathan Mingo,WR,0,Panthers,3.0,2024,41
Diontae Johnson,WR,0,Panthers,3.0,2024,41
Tommy Tremble,TE,0,Panthers,3.0,2024,41
Ikem Ekwonu,T,0,Panthers,3.0,2024,41
Taylor Moton,T,0,Panthers,3.0,2024,41
Robert Hunt,G,0,Panthers,3.0,2024,41
Damien Lewis,G,0,Panthers,3.0,2024,41
Austin Corbett,C,0,Panthers,3.0,2024,41
LaBryan Ray,DE,0,Panthers,3.0,2024,41
A'Shawn Robinson,DE,0,Panthers,3.0,2024,41
Nick Thurman,DT,0,Panthers,3.0,2024,41
Charles Harris,OLB,0,Panthers,3.0,2024,41
Jadeveon Clowney,OLB,0,Panthers,3.0,2024,41
Josey Jewell,LB,0,Panthers,3.0,2024,41
Shaq Thompson,LB,0,Panthers,3.0,2024,41
Michael Jackson,CB,0,Panthers,3.0,2024,41
Jaycee Horn,CB,0,Panthers,3.0,2024,41
Jordan Fuller,S,0,Panthers,3.0,2024,41
Xavier Woods,S,0,Panthers,3.0,2024,41
