0,1,week,year,game_id
Won Toss,Broncos,3.0,2024,36
Roof,outdoors,3.0,2024,36
Surface,grass,3.0,2024,36
Duration,2:46,3.0,2024,36
Attendance,62738,3.0,2024,36
Weather,"85 degrees, relative humidity 61%, wind 6 mph",3.0,2024,36
Vegas Line,Tampa Bay Buccaneers -6.0,3.0,2024,36
Over/Under,41.0 (under),3.0,2024,36
