Unnamed: 0,PHI,NOR,week,year,game_id
First Downs,20,12,3.0,2024,39
Rush-Yds-TDs,25-172-2,29-89-0,3.0,2024,39
Cmp-Att-Yd-TD-INT,29-38-311-0-1,14-25-142-1-1,3.0,2024,39
Sacked-Yards,4-23,1-12,3.0,2024,39
Net Pass Yards,288,130,3.0,2024,39
Total Yards,460,219,3.0,2024,39
Fumbles-Lost,2-1,0-0,3.0,2024,39
Turnovers,2,1,3.0,2024,39
Penalties-Yards,7-45,3-25,3.0,2024,39
Third Down Conv.,6-14,6-13,3.0,2024,39
Fourth Down Conv.,1-3,0-1,3.0,2024,39
Time of Possession,32:15,27:45,3.0,2024,39
