Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Spencer Brown,T,64,100%,0,0%,8,32%,1,Bills,3.0,2024,47
David Edwards,G,64,100%,0,0%,8,32%,1,Bills,3.0,2024,47
O'Cyrus Torrence,G,61,95%,0,0%,8,32%,1,Bills,3.0,2024,47
Dion Dawkins,T,56,88%,0,0%,8,32%,1,Bills,3.0,2024,47
Josh Allen,QB,56,88%,0,0%,0,0%,1,Bills,3.0,2024,47
Connor McGovern,C,56,88%,0,0%,0,0%,1,Bills,3.0,2024,47
Marquez Valdes-Scantling,WR,49,77%,0,0%,0,0%,1,Bills,3.0,2024,47
Mack Hollins,WR,46,72%,0,0%,12,48%,1,Bills,3.0,2024,47
Khalil Shakir,WR,35,55%,0,0%,0,0%,1,Bills,3.0,2024,47
Dalton Kincaid,TE,34,53%,0,0%,0,0%,1,Bills,3.0,2024,47
Dawson Knox,TE,33,52%,0,0%,0,0%,1,Bills,3.0,2024,47
James Cook,RB,32,50%,0,0%,0,0%,1,Bills,3.0,2024,47
Keon Coleman,WR,20,31%,0,0%,0,0%,1,Bills,3.0,2024,47
Ty Johnson,RB,18,28%,0,0%,4,16%,1,Bills,3.0,2024,47
Curtis Samuel,WR,17,27%,0,0%,0,0%,1,Bills,3.0,2024,47
Alec Anderson,G,16,25%,0,0%,11,44%,1,Bills,3.0,2024,47
Ray Davis,RB,12,19%,0,0%,0,0%,1,Bills,3.0,2024,47
Quintin Morris,TE,9,14%,0,0%,23,92%,1,Bills,3.0,2024,47
Sedrick Van Pran-Granger,C,8,13%,0,0%,1,4%,1,Bills,3.0,2024,47
Mitchell Trubisky,QB,8,13%,0,0%,0,0%,1,Bills,3.0,2024,47
Reggie Gilliam,FB,7,11%,0,0%,23,92%,1,Bills,3.0,2024,47
Tylan Grable,T,3,5%,0,0%,7,28%,1,Bills,3.0,2024,47
Damar Hamlin,SS,0,0%,71,100%,2,8%,1,Bills,3.0,2024,47
Christian Benford,CB,0,0%,60,85%,6,24%,1,Bills,3.0,2024,47
Baylon Spector,LB,0,0%,57,80%,2,8%,1,Bills,3.0,2024,47
Taylor Rapp,SS,0,0%,57,80%,2,8%,1,Bills,3.0,2024,47
Rasul Douglas,CB,0,0%,57,80%,0,0%,1,Bills,3.0,2024,47
Cameron Lewis,FS,0,0%,56,79%,8,32%,1,Bills,3.0,2024,47
Ed Oliver,DT,0,0%,44,62%,0,0%,1,Bills,3.0,2024,47
Dorian Williams,LB,0,0%,42,59%,11,44%,1,Bills,3.0,2024,47
Gregory Rousseau,DE,0,0%,41,58%,2,8%,1,Bills,3.0,2024,47
DaQuan Jones,DT,0,0%,31,44%,0,0%,1,Bills,3.0,2024,47
Ja'Marcus Ingram,CB,0,0%,30,42%,14,56%,1,Bills,3.0,2024,47
Casey Toohill,DE,0,0%,29,41%,6,24%,1,Bills,3.0,2024,47
Austin Johnson,DT,0,0%,29,41%,2,8%,1,Bills,3.0,2024,47
A.J. Epenesa,DE,0,0%,27,38%,2,8%,1,Bills,3.0,2024,47
Von Miller,DE,0,0%,26,37%,0,0%,1,Bills,3.0,2024,47
DeWayne Carter,DT,0,0%,23,32%,2,8%,1,Bills,3.0,2024,47
Dawuane Smoot,DE,0,0%,20,28%,0,0%,1,Bills,3.0,2024,47
Nicholas Morrow,LB,0,0%,14,20%,17,68%,1,Bills,3.0,2024,47
Cole Bishop,CB,0,0%,14,20%,15,60%,1,Bills,3.0,2024,47
Joe Andreessen,LB,0,0%,14,20%,15,60%,1,Bills,3.0,2024,47
Javon Solomon,DE,0,0%,14,20%,14,56%,1,Bills,3.0,2024,47
Kaiir Elam,CB,0,0%,14,20%,2,8%,1,Bills,3.0,2024,47
Brandon Codrington,CB,0,0%,11,15%,5,20%,1,Bills,3.0,2024,47
Tyler Bass,K,0,0%,0,0%,17,68%,1,Bills,3.0,2024,47
Sam Martin,P,0,0%,0,0%,9,36%,1,Bills,3.0,2024,47
Reid Ferguson,LS,0,0%,0,0%,9,36%,1,Bills,3.0,2024,47
