Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jared Goff,DET,18,23,199,11,44.0,179,7.8,98,5.4,4.3,101,5.6,0,0.0%,4,17.4%,2,7,0,0,2,7.7%,1,8.0,3.0,2024,43
Kyler Murray,ARI,21,34,207,10,28.6,409,12.0,145,6.9,4.3,62,3.0,0,0.0%,8,23.5%,1,8,3,3,7,18.9%,2,12.0,3.0,2024,43
