Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Caleb Williams,CHI,33,52,363,18,32.1,516,9.9,243,7.4,4.7,120,3.6,1,2.1%,11,22.9%,4,6,7,1,12,21.4%,0,,3.0,2024,34
Anthony Richardson,IND,10,20,167,4,19.0,193,9.7,69,6.9,3.5,98,9.8,2,11.1%,3,16.7%,1,3,3,2,6,27.3%,1,8.0,3.0,2024,34
