Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Skylar Thompson,MIA,0,0,0,0,0,3.0,2024,42
Tim Boyle,MIA,0,0,0,0,0,3.0,2024,42
De'Von Achane,MIA,5,3,28,0,22,3.0,2024,42
Jaylen Wright,MIA,0,0,0,0,0,3.0,2024,42
Jeff Wilson,MIA,0,0,0,0,0,3.0,2024,42
Tyreek Hill,MIA,5,3,40,0,17,3.0,2024,42
D'Wayne Eskridge,MIA,1,1,30,0,30,3.0,2024,42
Jaylen Waddle,MIA,5,4,26,0,10,3.0,2024,42
Julian Hill,MIA,2,2,24,0,13,3.0,2024,42
Jonnu Smith,MIA,3,2,18,0,13,3.0,2024,42
Durham Smythe,MIA,2,1,3,0,3,3.0,2024,42
Tanner Conner,MIA,2,1,1,0,1,3.0,2024,42
Braxton Berrios,MIA,1,0,0,0,0,3.0,2024,42
Erik Ezukanma,MIA,2,0,0,0,0,3.0,2024,42
Alec Ingold,MIA,3,3,16,0,6,3.0,2024,42
Geno Smith,SEA,0,0,0,0,0,3.0,2024,42
Zach Charbonnet,SEA,4,3,16,0,8,3.0,2024,42
Kenny McIntosh,SEA,0,0,0,0,0,3.0,2024,42
D.K. Metcalf,SEA,6,4,104,1,71,3.0,2024,42
Noah Fant,SEA,6,6,60,0,16,3.0,2024,42
Tyler Lockett,SEA,8,5,46,0,18,3.0,2024,42
Jaxon Smith-Njigba,SEA,3,3,39,0,18,3.0,2024,42
AJ Barner,SEA,3,3,13,0,8,3.0,2024,42
Pharaoh Brown,SEA,2,1,9,0,9,3.0,2024,42
Laviska Shenault Jr.,SEA,1,1,2,0,2,3.0,2024,42
